"park","X198001","X198002","X198003","X198004","X198005","X198006","X198007","X198008","X198009","X198010","X198011","X198012","X198101","X198102","X198103","X198104","X198105","X198106","X198107","X198108","X198109","X198110","X198111","X198112","X198201","X198202","X198203","X198204","X198205","X198206","X198207","X198208","X198209","X198210","X198211","X198212","X198301","X198302","X198303","X198304","X198305","X198306","X198307","X198308","X198309","X198310","X198311","X198312","X198401","X198402","X198403","X198404","X198405","X198406","X198407","X198408","X198409","X198410","X198411","X198412","X198501","X198502","X198503","X198504","X198505","X198506","X198507","X198508","X198509","X198510","X198511","X198512","X198601","X198602","X198603","X198604","X198605","X198606","X198607","X198608","X198609","X198610","X198611","X198612","X198701","X198702","X198703","X198704","X198705","X198706","X198707","X198708","X198709","X198710","X198711","X198712","X198801","X198802","X198803","X198804","X198805","X198806","X198807","X198808","X198809","X198810","X198811","X198812","X198901","X198902","X198903","X198904","X198905","X198906","X198907","X198908","X198909","X198910","X198911","X198912","X199001","X199002","X199003","X199004","X199005","X199006","X199007","X199008","X199009","X199010","X199011","X199012","X199101","X199102","X199103","X199104","X199105","X199106","X199107","X199108","X199109","X199110","X199111","X199112","X199201","X199202","X199203","X199204","X199205","X199206","X199207","X199208","X199209","X199210","X199211","X199212","X199301","X199302","X199303","X199304","X199305","X199306","X199307","X199308","X199309","X199310","X199311","X199312","X199401","X199402","X199403","X199404","X199405","X199406","X199407","X199408","X199409","X199410","X199411","X199412","X199501","X199502","X199503","X199504","X199505","X199506","X199507","X199508","X199509","X199510","X199511","X199512","X199601","X199602","X199603","X199604","X199605","X199606","X199607","X199608","X199609","X199610","X199611","X199612","X199701","X199702","X199703","X199704","X199705","X199706","X199707","X199708","X199709","X199710","X199711","X199712","X199801","X199802","X199803","X199804","X199805","X199806","X199807","X199808","X199809","X199810","X199811","X199812","X199901","X199902","X199903","X199904","X199905","X199906","X199907","X199908","X199909","X199910","X199911","X199912","X200001","X200002","X200003","X200004","X200005","X200006","X200007","X200008","X200009","X200010","X200011","X200012","X200101","X200102","X200103","X200104","X200105","X200106","X200107","X200108","X200109","X200110","X200111","X200112","X200201","X200202","X200203","X200204","X200205","X200206","X200207","X200208","X200209","X200210","X200211","X200212","X200301","X200302","X200303","X200304","X200305","X200306","X200307","X200308","X200309","X200310","X200311","X200312","X200401","X200402","X200403","X200404","X200405","X200406","X200407","X200408","X200409","X200410","X200411","X200412","X200501","X200502","X200503","X200504","X200505","X200506","X200507","X200508","X200509","X200510","X200511","X200512","X200601","X200602","X200603","X200604","X200605","X200606","X200607","X200608","X200609","X200610","X200611","X200612","X200701","X200702","X200703","X200704","X200705","X200706","X200707","X200708","X200709","X200710","X200711","X200712","X200801","X200802","X200803","X200804","X200805","X200806","X200807","X200808","X200809","X200810","X200811","X200812","X200901","X200902","X200903","X200904","X200905","X200906","X200907","X200908","X200909","X200910","X200911","X200912","X201001","X201002","X201003","X201004","X201005","X201006","X201007","X201008","X201009","X201010","X201011","X201012","X201101","X201102","X201103","X201104","X201105","X201106","X201107","X201108","X201109","X201110","X201111","X201112","X201201","X201202","X201203","X201204","X201205","X201206","X201207","X201208","X201209","X201210","X201211","X201212","X201301","X201302","X201303","X201304","X201305","X201306","X201307","X201308","X201309","X201310","X201311","X201312","X201401","X201402","X201403","X201404","X201405","X201406","X201407","X201408","X201409","X201410","X201411","X201412","X201501","X201502","X201503","X201504","X201505","X201506","X201507","X201508","X201509","X201510","X201511","X201512","X201601","X201602","X201603","X201604","X201605","X201606","X201607","X201608","X201609","X201610","X201611","X201612","X201701","X201702","X201703","X201704","X201705","X201706","X201707","X201708","X201709","X201710","X201711","X201712","X201801","X201802","X201803","X201804","X201805","X201806","X201807","X201808","X201809","X201810","X201811","X201812","X201901","X201902","X201903","X201904","X201905","X201906","X201907","X201908","X201909","X201910"
"OLYM",2.36455660607149e-10,3.42904982186809e-10,4.94057184052821e-10,1.03671948803452e-09,8.75797045996052e-10,5.45964051745784e-10,2.84569756647812e-10,2.23342205840638e-10,3.62632923689432e-10,3.4060951281667e-10,4.3732772958549e-10,2.1572657549207e-10,2.45522685515809e-10,4.78656947411338e-10,6.1897709180414e-10,7.46557871078579e-10,7.86525788942782e-10,4.314580914766e-10,2.60178989464066e-10,2.28660895773558e-10,2.7800370339115e-10,3.46505074633185e-10,4.93007634716491e-10,3.05083625029567e-10,3.67658736788457e-10,4.45615044863956e-10,5.86665493962357e-10,6.90628998434306e-10,1.28044663760818e-09,1.24796806222349e-09,5.53931844837763e-10,6.17461359819771e-10,3.77857439781693e-10,2.68060934560665e-10,4.03006378268955e-10,2.14415221688746e-10,1.78079898049965e-10,2.66086930267306e-10,3.46896428249366e-10,4.75451567005791e-10,7.51630757633848e-10,6.08818440106518e-10,2.05973363365253e-10,4.52424681052221e-10,2.37346142739625e-10,3.71343178429129e-10,4.20896151265282e-10,1.82777223911579e-10,1.38693764806241e-10,3.29057892045626e-10,5.87379922478704e-10,6.68896327216117e-10,8.43548952911277e-10,8.47283410099209e-10,3.39758721157324e-10,5.66974744931059e-10,3.76376319000116e-10,4.31124441702124e-10,4.0822900615467e-10,4.68380334517349e-10,3.1234084763021e-10,3.44984263378478e-10,1.39806433097078e-09,1.26210286666151e-09,1.3717085245446e-09,9.82933290316623e-10,8.21694712271892e-10,3.97148314235096e-10,4.5885598098927e-10,5.62983326624078e-10,5.46643674770309e-10,2.88007451221262e-10,3.44526462914274e-10,9.35554411718442e-10,7.91822607482118e-10,9.10284514432647e-10,1.08016573463487e-09,9.87548154363083e-10,4.33660413134973e-10,7.61610996491413e-10,3.92107596391966e-10,7.6557021833068e-10,5.10187891933356e-10,3.97575972144182e-10,3.35872107903867e-10,7.05526248534483e-10,6.37432662209392e-10,1.28470445392992e-09,1.35152156133245e-09,8.62697691061953e-10,4.60975424498855e-10,2.91159651943929e-10,5.93249560587594e-10,8.88962903289325e-10,5.45200995460959e-10,4.01232824742692e-10,2.92055490902499e-10,7.30911609014839e-10,6.55966780893635e-10,1.12854459111134e-09,7.59416640683241e-10,5.34916611005798e-10,3.53500395622319e-10,3.15159259800524e-10,3.89728804783829e-10,4.3542647265582e-10,4.96999719157287e-10,7.67716001881524e-10,4.6757969718314e-10,6.59907184452635e-10,6.72763345033189e-10,1.60590019060436e-09,1.41585820845336e-09,1.05905728631228e-09,3.12954634429374e-10,3.15156067909328e-10,6.32353502894034e-10,4.95657737076272e-10,9.00565455541624e-10,3.69258484900215e-10,2.61498711573438e-10,7.25303594961701e-10,7.41676386972756e-10,1.45592760070201e-09,1.12221876236163e-09,6.1645188953463e-10,4.54293408447271e-10,3.6556019322731e-10,7.14334758011859e-10,5.45002820651064e-10,7.01123437085727e-10,4.82389850287035e-10,3.19131637782633e-10,7.50490558587558e-10,8.8811957787982e-10,1.05835429309309e-09,1.2651050207424e-09,6.48431530692051e-10,5.1415421919998e-10,3.17273235461712e-10,3.506220036531e-10,2.90141577430347e-10,1.87925314198978e-10,2.85879431238811e-10,1.74370115568756e-10,1.93119423230748e-10,6.62499055614774e-10,4.79821737897623e-10,5.03453667644038e-10,5.43726341728501e-10,3.83501480571979e-10,3.4632019474401e-10,1.9142477880596e-10,3.60750845862512e-10,3.16477899442447e-10,3.06591474430462e-10,2.77822209682199e-10,2.9010471802593e-10,7.58254181665308e-10,7.8671730241453e-10,7.17622239410076e-10,3.91120413834045e-10,1.93174337637103e-10,1.81037032587206e-10,5.04291164382664e-10,5.25267551676478e-10,7.049184014285e-10,3.9714151411907e-10,1.50418663635854e-10,4.54978388297889e-10,9.94151094779738e-10,7.84042997192813e-10,8.19158241238682e-10,3.67230190700951e-10,4.4154110923067e-10,3.54949680758665e-10,5.01587327228492e-10,3.76142256230949e-10,4.84528583921673e-10,3.47961215396708e-10,2.65167610091765e-10,2.57960569571836e-10,6.36535046893982e-10,6.09554851038752e-10,1.06485809059365e-09,7.15500492187715e-10,6.9000161140309e-10,3.00266395081294e-10,6.16005690901034e-10,4.1847003640072e-10,7.12850334316784e-10,5.64430280292072e-10,4.95319119053761e-10,6.00117511240228e-10,7.15836778741874e-10,1.11970388516625e-09,1.43359757398542e-09,7.63895002808823e-10,5.33632804611273e-10,5.0368997861483e-10,4.79232264982699e-10,5.6791571445558e-10,5.68761149288832e-10,3.07421449408096e-10,4.85029738594989e-10,3.02318697853465e-10,7.44947714625965e-10,8.94712970378464e-10,1.03545905183466e-09,4.03276440019695e-10,2.98521152242159e-10,6.18841977662044e-10,5.67002778062431e-10,4.89291607230768e-10,5.7251481333509e-10,3.123031833141e-10,1.56298390896481e-10,2.10225711838596e-10,4.16688544779831e-10,1.2143803740372e-09,1.26050259119381e-09,4.72744510204848e-10,2.67704136636127e-10,1.46565051761804e-10,3.05451108850718e-10,3.68417851781544e-10,2.48465858998514e-10,3.01480673758903e-10,3.3521826980909e-10,4.50083720293648e-10,6.86208256883702e-10,8.86951345702158e-10,7.69487140672709e-10,5.55893608922275e-10,2.60798466156231e-10,4.36637392908779e-10,3.57137736051172e-10,5.04471575624166e-10,4.51057580175274e-10,2.33838337582171e-10,2.02561342699248e-10,2.99752861421254e-10,6.38460395663287e-10,1.49106271774002e-09,1.77466163986395e-09,7.02463864854508e-10,4.03827776773724e-10,2.71456107592272e-10,4.4802273002631e-10,7.6480871635809e-10,7.72581609798095e-10,7.65349172926477e-10,5.61708735080657e-10,6.59718557560751e-10,1.00381325474075e-09,2.38357134030309e-09,1.94681892828896e-09,6.8067307346098e-10,6.67340294135954e-10,4.34101560253808e-10,6.70134669977784e-10,5.18884102351791e-10,5.72208391780293e-10,4.76926664827459e-10,3.60056623405214e-10,6.5422445238994e-10,1.07328312903832e-09,1.58338919753476e-09,1.24871923912195e-09,8.20154999470191e-10,4.27256674484511e-10,3.60076884975413e-10,5.22107024281127e-10,8.59932680619124e-10,6.50240250532619e-10,6.88383738900455e-10,6.25281715294079e-10,3.71903841056564e-10,1.21891596815971e-09,1.47415568640952e-09,1.03101005510808e-09,6.40535624540917e-10,3.70430963680946e-10,4.59757704129871e-10,3.65462521356719e-10,8.29013913072885e-10,8.65967353380626e-10,6.16278250653579e-10,1.31259358937541e-09,7.06384395421367e-10,1.20078569310067e-09,9.77727121487248e-10,1.39888756134354e-09,7.88919929384235e-10,4.23181406583595e-10,3.08424868977752e-10,2.76670575338755e-10,4.33612118433402e-10,6.52564335901218e-10,5.25140542162461e-10,1.13233722398576e-09,8.34847913022685e-10,1.25238597270538e-09,1.07545650163132e-09,1.01920494266494e-09,5.77768444198767e-10,3.29169053125966e-10,2.36275748966008e-10,2.58575827416507e-10,4.23714674457898e-10,5.5031412760087e-10,6.12421779955241e-10,6.98068269855412e-10,7.57064688716724e-10,8.7270773940773e-10,1.7755116266116e-09,1.1747190997724e-09,7.89739829087921e-10,4.16702700123395e-10,2.17648885025845e-10,3.49790058029598e-10,4.57797189046261e-10,5.90487880813839e-10,5.8304622241323e-10,7.54566464866713e-10,1.14989795463316e-09,1.28154875600472e-09,1.07548980832206e-09,1.3123814257554e-09,7.58803575529043e-10,5.55562817972088e-10,2.11157036300591e-10,2.98895297401458e-10,5.73580294371823e-10,7.5531475518531e-10,4.85116613546666e-10,5.70623659434943e-10,5.90181958859404e-10,1.03632924464137e-09,1.68879277229195e-09,2.39457431661094e-09,7.71371133634347e-10,8.14579570462826e-10,3.58903629038565e-10,1.73866832042791e-09,7.22798987329298e-10,6.42388475746714e-10,6.35759778155887e-10,6.26071416931495e-10,9.10406638965355e-10,1.28855470737932e-09,1.08701370127307e-09,1.25922350324714e-09,8.17506173866889e-10,5.19210896499089e-10,4.03395095105452e-10,4.2369990849167e-10,4.69707273076381e-10,8.60260307433691e-10,6.92711221716991e-10,1.01260200224829e-09,1.24984733673728e-09,1.2034063745503e-09,1.16430576291293e-09,8.40078673292055e-10,6.13253725578744e-10,3.38174904745969e-10,1.52611381865064e-10,3.87285564729112e-10,6.20332618606056e-10,4.14303619189482e-10,7.94149801475186e-10,6.29600316326417e-10,5.53518619827997e-10,1.13345632879458e-09,8.37303837375458e-10,9.66736579677274e-10,4.93528329315041e-10,3.52437939943329e-10,3.82553932976037e-10,7.33370753014384e-10,5.7165866484965e-10,1.16063270105826e-09,6.07815575648374e-10,6.9201777641581e-10,1.19676768495225e-09,1.2821609329805e-09,1.32413402464948e-09,1.10236353378923e-09,4.56600424136866e-10,2.84563483887723e-10,2.87909807106246e-10,3.98309552007703e-10,4.31672780853987e-10,7.11440018008602e-10,4.28952290354445e-10,5.64006064074363e-10,6.43973208092063e-10,1.34627631265261e-09,1.48568823910011e-09,1.12028253340668e-09,5.79974734904454e-10,3.24064886036979e-10,2.42324132981864e-10,4.12964995533116e-10,4.64533023158964e-10,5.27921206749937e-10,3.68857500099296e-10,4.96020835516475e-10,6.34098773488745e-10,1.24112120580833e-09,8.34325941667657e-10,1.06629072238462e-09,6.82819356612185e-10,3.69360708685207e-10,3.68863328770175e-10,7.29711069347161e-10,5.00629038224787e-10,7.62006846510843e-10,6.26069251996597e-10,5.77482062169565e-10,8.2033035919693e-10,1.22358267962142e-09,8.06476552206448e-10,9.94977544799269e-10,8.61807958330019e-10,3.91754045869774e-10,3.21360577038021e-10,2.76592165837641e-10,7.45859485284939e-10,4.66366223417225e-10,4.01128158467046e-10,7.96982646544819e-10,8.19528445106243e-10,7.72017838546191e-10,1.05129338567878e-09,7.29727334114472e-10,6.17275897063507e-10,2.1904753011448e-10,1.84623857868438e-10,1.36460995281418e-10,4.41266134743046e-10,7.33237193184522e-10,4.61122029449257e-10,4.9869230966948e-10,5.06249153708893e-10,1.08416420285806e-09,8.25827184414152e-10,9.97601778962576e-10,5.6295229589054e-10,3.11441705758142e-10,2.64064881072557e-10,3.89188542504471e-10,4.44070863414581e-10,6.75704936448085e-10,5.86153348081098e-10,1.4531724712441e-09,6.74873490424943e-10,8.13524192455617e-10,1.79138193168171e-09,1.26867993888169e-09,7.68813235296761e-10,2.94042179493914e-10,3.45990847083755e-10,3.14240328203041e-10,6.25311358248837e-10,1.43751854864149e-09,5.08246389419043e-10,7.86834541965931e-10,5.5746229854492e-10,8.26466894920941e-10,7.80158049273894e-10,1.30665722686274e-09,6.88964441053486e-10,2.70153149850572e-10,3.88959142672007e-10,3.98805544143954e-10,5.3044924008816e-10
"ACAD",2.72375733079144e-10,2.28152399750492e-10,3.76807585134031e-10,6.94325041905586e-10,6.50969222970588e-10,7.36880112484073e-10,3.3003486055172e-10,4.01355476631338e-10,2.57685567328636e-10,2.68475131015578e-10,3.38610056660471e-10,3.88782089855155e-10,2.64027216756446e-10,3.01602798291611e-10,5.72030978140958e-10,5.83376791318813e-10,6.48209985687487e-10,5.14396913953163e-10,1.82111853375133e-10,1.2788514691664e-10,2.39136099811077e-10,3.19053256037094e-10,2.38635972094059e-10,2.21312884685076e-10,3.51125045705558e-10,6.40930031270415e-10,5.63735336189808e-10,8.43698999553055e-10,1.06019337753338e-09,5.49600809307549e-10,4.57887616711616e-10,3.96457089379965e-10,3.33941985175557e-10,2.55709675656135e-10,3.20430071365507e-10,2.75205053190675e-10,1.7953216691069e-10,2.44495951262635e-10,3.89791504629144e-10,5.12073161651472e-10,8.14072254051723e-10,7.47239881082606e-10,2.98565505651993e-10,2.34358338291329e-10,2.46354520117009e-10,2.93043006527327e-10,2.87157575495911e-10,2.82122047945421e-10,3.13280235086921e-10,2.4406854315373e-10,3.73774095008272e-10,7.34410920966155e-10,8.85852946552745e-10,4.87155316086785e-10,4.66505167828757e-10,3.36701000414052e-10,2.93577773202713e-10,3.62388091756927e-10,4.42483438778396e-10,4.45272069216074e-10,3.0338606626934e-10,3.74450775941781e-10,8.93051688155566e-10,9.25277299224092e-10,1.19911935936301e-09,7.36450123106636e-10,4.86222395679192e-10,3.52247037094244e-10,4.35634528450635e-10,4.81743589464401e-10,4.4424622314132e-10,2.65739402705023e-10,2.85117540688162e-10,2.69424815790842e-10,6.23510854058651e-10,6.84556633601119e-10,7.96662291691064e-10,7.60471297045484e-10,4.92918150740707e-10,3.8218098130649e-10,3.83049175711747e-10,3.84290904653639e-10,4.7242404432879e-10,2.52153964375168e-10,2.75197947763317e-10,3.0356661628872e-10,5.51361845069209e-10,7.25572824045173e-10,8.22628909435963e-10,5.53102896816426e-10,3.14795994826866e-10,2.19785301069919e-10,2.64058136467682e-10,5.34439603683268e-10,5.2137771877625e-10,3.66314284461211e-10,3.9296504938946e-10,4.63510424486557e-10,5.06566566471633e-10,6.77133682458475e-10,7.06583902498892e-10,5.31869659425865e-10,4.22190254978361e-10,4.98588503816677e-10,2.67198402292834e-10,3.05264175048947e-10,4.87015816563741e-10,5.86178550143757e-10,7.18154036238872e-10,4.37820474319395e-10,8.0635359500647e-10,1.02492048181801e-09,1.00372576916641e-09,8.28832225074905e-10,3.06999092813953e-10,2.98190139247367e-10,3.46855738575513e-10,5.01966801458309e-10,6.09673145302025e-10,5.84497394928718e-10,2.93284396768456e-10,4.14256157155179e-10,8.26720969460126e-10,1.05262965011121e-09,8.38649816259363e-10,5.50430478973851e-10,4.10217193547169e-10,2.42486253299035e-10,3.08587128072801e-10,6.24543139426947e-10,5.01028107890988e-10,4.57030358003152e-10,3.96932819946016e-10,2.41750536256191e-10,6.68334110276447e-10,1.0789316107207e-09,1.27793331472503e-09,1.08443298785232e-09,4.30192520495254e-10,2.40786307559304e-10,2.27453930690125e-10,2.18981804911422e-10,2.55212795341464e-10,2.39290975923012e-10,2.74131106703379e-10,2.50802351109414e-10,3.09301528833572e-10,5.67147717678296e-10,3.71137148791334e-10,3.21699278327259e-10,2.32270883082641e-10,2.1059254340372e-10,1.92051347047695e-10,2.73722183807834e-10,3.52650242341213e-10,3.44924588890905e-10,2.7192426088618e-10,2.80900136484519e-10,4.54096038549068e-10,8.49809944636348e-10,6.19326867568049e-10,4.25378565704904e-10,2.58291554811052e-10,2.28381938360833e-10,2.71438482801756e-10,3.67537750234348e-10,5.61977353541465e-10,3.84108245210513e-10,2.5959667748765e-10,4.5050063679497e-10,6.42399189398901e-10,5.80593351173775e-10,6.79399758674037e-10,6.85185019833057e-10,2.50770654242061e-10,5.17692166912553e-10,3.12982084693658e-10,4.5307926854754e-10,4.13372308605275e-10,2.68888328269767e-10,1.82955595118273e-10,3.06444813968909e-10,3.68872182798796e-10,8.87559137296989e-10,6.55149323680604e-10,6.58644805362485e-10,4.82468565099481e-10,3.88100968029548e-10,3.64427987786797e-10,5.30333277293238e-10,5.56802770557141e-10,3.7855457657443e-10,5.6047216867583e-10,4.73048322735536e-10,6.78262945807973e-10,8.4637952202371e-10,1.15711973336374e-09,1.0714792386679e-09,5.07627051504755e-10,2.9930677380996e-10,7.3356531959945e-10,4.99784436058803e-10,5.48201706251916e-10,2.34924080189103e-10,5.3427379187454e-10,5.16826248464497e-10,5.73569691741938e-10,1.04197384054316e-09,1.19407217447076e-09,6.06341976627789e-10,3.59453272702481e-10,4.06937011865338e-10,4.98856844721729e-10,4.17247514317154e-10,3.28837401752935e-10,2.00860217347554e-10,2.22702148389153e-10,2.76999534420952e-10,8.23010160022619e-10,1.13524034617285e-09,8.28138335684514e-10,3.57861601463227e-10,1.72239181250866e-10,5.56627743897309e-10,1.57010932033685e-10,3.00780372830545e-10,2.7022159510004e-10,3.04999442368725e-10,3.17414816652928e-10,3.28644278457801e-10,5.11970910110904e-10,5.98560534470494e-10,7.14739156748578e-10,6.16598716529637e-10,6.20482054625171e-10,3.09758246830327e-10,2.87002005494585e-10,3.32051608431527e-10,3.20097337525027e-10,3.40807715382141e-10,3.88416132590663e-10,5.12966280563631e-10,5.75894110177444e-10,1.28481014716186e-09,1.67933855710345e-09,1.21609078362894e-09,6.44724107434769e-10,4.5560807904188e-10,5.96823590548468e-10,4.50255249750953e-10,2.84736678679565e-10,4.80203710129246e-10,3.61528140757628e-10,5.18372733626649e-10,6.29970908772037e-10,1.56993584798926e-09,2.03572780854699e-09,1.302002616832e-09,8.83994155653767e-10,6.86031675911636e-10,3.39505035196197e-10,4.82587358963116e-10,4.21684909213127e-10,4.05251249224747e-10,5.58077584145167e-10,5.86705684035849e-10,1.33853428341268e-09,1.320252907e-09,1.288693707302e-09,1.06613262662592e-09,7.64166452338344e-10,5.36894639857621e-10,4.58904969580232e-10,4.51735676643139e-10,5.12125952756293e-10,4.62205579365715e-10,3.30984628593711e-10,8.08696998255698e-10,7.73260622199956e-10,1.99289029723104e-09,1.51515755497655e-09,1.16976983655093e-09,1.57951685064717e-09,7.78319075855904e-10,4.47420739346782e-10,3.76233960652783e-10,6.86312617848017e-10,4.19315387967245e-10,2.94544555412557e-10,3.97179289457483e-10,1.1839521585344e-09,1.18742216059786e-09,2.13406869953303e-09,1.11694187232558e-09,8.97099061702988e-10,7.01077307319053e-10,3.3913682973008e-10,3.19758330924458e-10,4.08154038344932e-10,5.81943770949778e-10,3.79883985379692e-10,5.05232078396034e-10,8.2199352879897e-10,1.10081699311593e-09,1.40041889196141e-09,8.75189143378918e-10,6.79362621713864e-10,2.97077223931907e-10,3.57491869440452e-10,3.22960880261292e-10,4.6587639301876e-10,6.07710881617152e-10,5.42581868323566e-10,6.3968053076735e-10,7.81970710406199e-10,1.45808931595326e-09,1.71364844536726e-09,1.29662247605467e-09,1.15183740323488e-09,7.29271032451351e-10,4.84484841134503e-10,4.13706457980112e-10,3.34093225307086e-10,5.4395260518092e-10,4.54775522795714e-10,4.61452598354839e-10,7.96199883801307e-10,1.35174405002658e-09,1.44261014245473e-09,1.1914317310513e-09,6.72101596599362e-10,4.35043306934446e-10,4.79382311624477e-10,4.92226648329819e-10,5.12635267568839e-10,4.66095217976914e-10,5.33802779756343e-10,4.93717788874193e-10,1.26249255494315e-09,1.7112924410867e-09,1.46841594439451e-09,1.05207942358021e-09,1.6927086399221e-09,4.28233920546361e-10,6.19268192281197e-10,4.94561835928664e-10,4.48744486014618e-10,7.82854947534162e-10,6.02635497060078e-10,7.03248959066372e-10,1.22651599987478e-09,1.11471765151805e-09,1.49577794594791e-09,6.61545984659284e-10,9.35575616978213e-10,1.55992530004312e-09,4.46481657201403e-10,3.52889162336112e-10,3.95619481619036e-10,3.72400610348933e-10,4.79641992789936e-10,2.76465822457439e-10,1.06038156033605e-09,1.28497190665655e-09,1.17175191771679e-09,9.30343690974667e-10,6.66014576822249e-10,3.45520417832645e-10,6.7834310391035e-10,2.7286131687454e-10,3.39486189160354e-10,2.90884955012061e-10,2.83185752625315e-10,5.51019008199205e-10,7.21657400504228e-10,1.26866495087086e-09,8.41573977172771e-10,6.85963230662168e-10,8.09605160689841e-10,6.59406140801622e-10,5.48761702745537e-10,4.94982999033056e-10,5.7374294204493e-10,5.84569392891865e-10,4.46775366702568e-10,5.41111988550114e-10,1.07683462147179e-09,1.33388922129996e-09,1.07283537609248e-09,5.68491642649605e-10,5.18109111169451e-10,8.61403282037543e-10,2.68660427238387e-10,3.3621350148394e-10,5.45974487842216e-10,4.36216812671475e-10,5.22601961705504e-10,6.78433365042252e-10,5.99390259647947e-10,1.32930366714135e-09,9.27188326116379e-10,1.29604482701495e-09,6.48018749771495e-10,4.31920832433264e-10,2.75662048743186e-10,3.21023180260838e-10,9.00668095660251e-10,5.51449219621247e-10,3.42552458620915e-10,5.72187353053977e-10,1.03074604407283e-09,1.01358477166968e-09,8.1885787039937e-10,7.15850823063136e-10,8.40302771809576e-10,6.86016798923106e-10,2.84118284454848e-10,4.60391669232507e-10,5.23978749278342e-10,4.15743384163392e-10,5.16708509312735e-10,8.78461081654791e-10,8.40546243718876e-10,1.10481401804918e-09,1.30831490086081e-09,8.42048819560404e-10,6.73087696689834e-10,4.22166135383151e-10,2.88489260258373e-10,2.5704191553011e-10,3.81954190498135e-10,3.52870455078147e-10,3.55150020503459e-10,4.21285922813652e-10,5.87787485351043e-10,9.2124569084362e-10,9.11895947641739e-10,6.55706267060907e-10,4.68797556330003e-10,3.24677951191177e-10,2.06592271068118e-10,1.92139318344609e-10,3.53216456083771e-10,6.30103191845421e-10,3.25010240942447e-10,4.59530219432125e-10,6.24074292243648e-10,8.14737943777288e-10,1.52749723980605e-09,1.16262843796733e-09,4.72199834788967e-10,3.09615777460692e-10,3.96452703999017e-10,5.48388945365019e-10,5.1979026638449e-10,3.88979598531236e-10,5.55750945263611e-10,7.21825765825912e-10,6.48386788704158e-10,1.68563096814012e-09,1.59505297858686e-09,1.07943476379546e-09,1.12844333877149e-09,9.04392838396717e-10,3.23453208661562e-10,2.98193442160866e-10,4.48033998790009e-10,3.37694650021092e-10,3.77114284244584e-10,7.47838846404392e-10,5.99629457198603e-10,7.51521789243981e-10,1.29764132772436e-09,8.2052736827265e-10,7.06374403414145e-10,5.59590707105428e-10,5.26571675152354e-10,5.131745028919e-10
