"","ParkName","UnitCode","Year","Month","RecreationVisits"
"1","Acadia NP","ACAD",1979,1,6011
"2","Acadia NP","ACAD",1979,2,5243
"3","Acadia NP","ACAD",1979,3,11165
"4","Acadia NP","ACAD",1979,4,219351
"5","Acadia NP","ACAD",1979,5,339416
"6","Acadia NP","ACAD",1979,6,543205
"7","Acadia NP","ACAD",1979,7,383341
"8","Acadia NP","ACAD",1979,8,466928
"9","Acadia NP","ACAD",1979,9,320138
"10","Acadia NP","ACAD",1979,10,300976
"11","Acadia NP","ACAD",1979,11,183750
"12","Acadia NP","ACAD",1979,12,7842
"13","Acadia NP","ACAD",1980,1,8966
"14","Acadia NP","ACAD",1980,2,8225
"15","Acadia NP","ACAD",1980,3,7505
"16","Acadia NP","ACAD",1980,4,182879
"17","Acadia NP","ACAD",1980,5,209301
"18","Acadia NP","ACAD",1980,6,359552
"19","Acadia NP","ACAD",1980,7,533885
"20","Acadia NP","ACAD",1980,8,633067
"21","Acadia NP","ACAD",1980,9,282636
"22","Acadia NP","ACAD",1980,10,332937
"23","Acadia NP","ACAD",1980,11,200461
"24","Acadia NP","ACAD",1980,12,20252
"25","Acadia NP","ACAD",1981,1,23330
"26","Acadia NP","ACAD",1981,2,16207
"27","Acadia NP","ACAD",1981,3,21923
"28","Acadia NP","ACAD",1981,4,188071
"29","Acadia NP","ACAD",1981,5,212500
"30","Acadia NP","ACAD",1981,6,366518
"31","Acadia NP","ACAD",1981,7,545981
"32","Acadia NP","ACAD",1981,8,616233
"33","Acadia NP","ACAD",1981,9,463823
"34","Acadia NP","ACAD",1981,10,313788
"35","Acadia NP","ACAD",1981,11,203741
"36","Acadia NP","ACAD",1981,12,25857
"37","Acadia NP","ACAD",1982,1,21425
"38","Acadia NP","ACAD",1982,2,22210
"39","Acadia NP","ACAD",1982,3,36866
"40","Acadia NP","ACAD",1982,4,193208
"41","Acadia NP","ACAD",1982,5,261452
"42","Acadia NP","ACAD",1982,6,404915
"43","Acadia NP","ACAD",1982,7,737860
"44","Acadia NP","ACAD",1982,8,574164
"45","Acadia NP","ACAD",1982,9,541721
"46","Acadia NP","ACAD",1982,10,446170
"47","Acadia NP","ACAD",1982,11,303753
"48","Acadia NP","ACAD",1982,12,28370
"49","Acadia NP","ACAD",1983,1,23771
"50","Acadia NP","ACAD",1983,2,24667
"51","Acadia NP","ACAD",1983,3,25576
"52","Acadia NP","ACAD",1983,4,207347
"53","Acadia NP","ACAD",1983,5,287861
"54","Acadia NP","ACAD",1983,6,435142
"55","Acadia NP","ACAD",1983,7,916474
"56","Acadia NP","ACAD",1983,8,715624
"57","Acadia NP","ACAD",1983,9,668981
"58","Acadia NP","ACAD",1983,10,529524
"59","Acadia NP","ACAD",1983,11,262444
"60","Acadia NP","ACAD",1983,12,27228
"61","Acadia NP","ACAD",1984,1,24273
"62","Acadia NP","ACAD",1984,2,26185
"63","Acadia NP","ACAD",1984,3,37289
"64","Acadia NP","ACAD",1984,4,229638
"65","Acadia NP","ACAD",1984,5,271964
"66","Acadia NP","ACAD",1984,6,458908
"67","Acadia NP","ACAD",1984,7,790392
"68","Acadia NP","ACAD",1984,8,865843
"69","Acadia NP","ACAD",1984,9,443622
"70","Acadia NP","ACAD",1984,10,361873
"71","Acadia NP","ACAD",1984,11,194735
"72","Acadia NP","ACAD",1984,12,30041
"73","Acadia NP","ACAD",1985,1,31360
"74","Acadia NP","ACAD",1985,2,23261
"75","Acadia NP","ACAD",1985,3,46315
"76","Acadia NP","ACAD",1985,4,261410
"77","Acadia NP","ACAD",1985,5,341775
"78","Acadia NP","ACAD",1985,6,432926
"79","Acadia NP","ACAD",1985,7,725951
"80","Acadia NP","ACAD",1985,8,816294
"81","Acadia NP","ACAD",1985,9,451026
"82","Acadia NP","ACAD",1985,10,373037
"83","Acadia NP","ACAD",1985,11,206970
"84","Acadia NP","ACAD",1985,12,35245
"85","Acadia NP","ACAD",1986,1,28369
"86","Acadia NP","ACAD",1986,2,33055
"87","Acadia NP","ACAD",1986,3,47390
"88","Acadia NP","ACAD",1986,4,257926
"89","Acadia NP","ACAD",1986,5,411604
"90","Acadia NP","ACAD",1986,6,486835
"91","Acadia NP","ACAD",1986,7,717864
"92","Acadia NP","ACAD",1986,8,809273
"93","Acadia NP","ACAD",1986,9,488247
"94","Acadia NP","ACAD",1986,10,407396
"95","Acadia NP","ACAD",1986,11,204770
"96","Acadia NP","ACAD",1986,12,36325
"97","Acadia NP","ACAD",1987,1,35579
"98","Acadia NP","ACAD",1987,2,35766
"99","Acadia NP","ACAD",1987,3,56924
"100","Acadia NP","ACAD",1987,4,292358
"101","Acadia NP","ACAD",1987,5,444265
"102","Acadia NP","ACAD",1987,6,523486
"103","Acadia NP","ACAD",1987,7,751309
"104","Acadia NP","ACAD",1987,8,786970
"105","Acadia NP","ACAD",1987,9,562309
"106","Acadia NP","ACAD",1987,10,444810
"107","Acadia NP","ACAD",1987,11,299699
"108","Acadia NP","ACAD",1987,12,54679
"109","Acadia NP","ACAD",1988,1,43462
"110","Acadia NP","ACAD",1988,2,30060
"111","Acadia NP","ACAD",1988,3,54253
"112","Acadia NP","ACAD",1988,4,223653
"113","Acadia NP","ACAD",1988,5,448299
"114","Acadia NP","ACAD",1988,6,582015
"115","Acadia NP","ACAD",1988,7,799802
"116","Acadia NP","ACAD",1988,8,909762
"117","Acadia NP","ACAD",1988,9,601530
"118","Acadia NP","ACAD",1988,10,455637
"119","Acadia NP","ACAD",1988,11,303503
"120","Acadia NP","ACAD",1988,12,50307
"121","Acadia NP","ACAD",1989,1,41114
"122","Acadia NP","ACAD",1989,2,42012
"123","Acadia NP","ACAD",1989,3,74773
"124","Acadia NP","ACAD",1989,4,324714
"125","Acadia NP","ACAD",1989,5,579272
"126","Acadia NP","ACAD",1989,6,704488
"127","Acadia NP","ACAD",1989,7,999535
"128","Acadia NP","ACAD",1989,8,1045060
"129","Acadia NP","ACAD",1989,9,666669
"130","Acadia NP","ACAD",1989,10,610334
"131","Acadia NP","ACAD",1989,11,302857
"132","Acadia NP","ACAD",1989,12,50124
"133","Acadia NP","ACAD",1990,1,16084
"134","Acadia NP","ACAD",1990,2,13383
"135","Acadia NP","ACAD",1990,3,30060
"136","Acadia NP","ACAD",1990,4,17898
"137","Acadia NP","ACAD",1990,5,148090
"138","Acadia NP","ACAD",1990,6,290533
"139","Acadia NP","ACAD",1990,7,554953
"140","Acadia NP","ACAD",1990,8,645522
"141","Acadia NP","ACAD",1990,9,355864
"142","Acadia NP","ACAD",1990,10,207770
"143","Acadia NP","ACAD",1990,11,47633
"144","Acadia NP","ACAD",1990,12,11801
"145","Acadia NP","ACAD",1991,1,24588
"146","Acadia NP","ACAD",1991,2,14667
"147","Acadia NP","ACAD",1991,3,31291
"148","Acadia NP","ACAD",1991,4,75738
"149","Acadia NP","ACAD",1991,5,157252
"150","Acadia NP","ACAD",1991,6,295348
"151","Acadia NP","ACAD",1991,7,574529
"152","Acadia NP","ACAD",1991,8,640990
"153","Acadia NP","ACAD",1991,9,377904
"154","Acadia NP","ACAD",1991,10,224497
"155","Acadia NP","ACAD",1991,11,45518
"156","Acadia NP","ACAD",1991,12,13535
"157","Acadia NP","ACAD",1992,1,17510
"158","Acadia NP","ACAD",1992,2,21110
"159","Acadia NP","ACAD",1992,3,30312
"160","Acadia NP","ACAD",1992,4,63276
"161","Acadia NP","ACAD",1992,5,164400
"162","Acadia NP","ACAD",1992,6,262173
"163","Acadia NP","ACAD",1992,7,539109
"164","Acadia NP","ACAD",1992,8,615843
"165","Acadia NP","ACAD",1992,9,391798
"166","Acadia NP","ACAD",1992,10,211573
"167","Acadia NP","ACAD",1992,11,46316
"168","Acadia NP","ACAD",1992,12,18693
"169","Acadia NP","ACAD",1993,1,19402
"170","Acadia NP","ACAD",1993,2,15556
"171","Acadia NP","ACAD",1993,3,29040
"172","Acadia NP","ACAD",1993,4,57707
"173","Acadia NP","ACAD",1993,5,192823
"174","Acadia NP","ACAD",1993,6,300647
"175","Acadia NP","ACAD",1993,7,586449
"176","Acadia NP","ACAD",1993,8,719671
"177","Acadia NP","ACAD",1993,9,417317
"178","Acadia NP","ACAD",1993,10,254615
"179","Acadia NP","ACAD",1993,11,43755
"180","Acadia NP","ACAD",1993,12,19052
"181","Acadia NP","ACAD",1994,1,13364
"182","Acadia NP","ACAD",1994,2,18112
"183","Acadia NP","ACAD",1994,3,29086
"184","Acadia NP","ACAD",1994,4,58788
"185","Acadia NP","ACAD",1994,5,182781
"186","Acadia NP","ACAD",1994,6,311803
"187","Acadia NP","ACAD",1994,7,617622
"188","Acadia NP","ACAD",1994,8,720079
"189","Acadia NP","ACAD",1994,9,421106
"190","Acadia NP","ACAD",1994,10,268779
"191","Acadia NP","ACAD",1994,11,48907
"192","Acadia NP","ACAD",1994,12,20322
"193","Acadia NP","ACAD",1995,1,14894
"194","Acadia NP","ACAD",1995,2,20510
"195","Acadia NP","ACAD",1995,3,32120
"196","Acadia NP","ACAD",1995,4,86198
"197","Acadia NP","ACAD",1995,5,175550
"198","Acadia NP","ACAD",1995,6,355270
"199","Acadia NP","ACAD",1995,7,626947
"200","Acadia NP","ACAD",1995,8,753799
"201","Acadia NP","ACAD",1995,9,439553
"202","Acadia NP","ACAD",1995,10,271606
"203","Acadia NP","ACAD",1995,11,54121
"204","Acadia NP","ACAD",1995,12,14810
"205","Acadia NP","ACAD",1996,1,17655
"206","Acadia NP","ACAD",1996,2,15576
"207","Acadia NP","ACAD",1996,3,32452
"208","Acadia NP","ACAD",1996,4,76597
"209","Acadia NP","ACAD",1996,5,166290
"210","Acadia NP","ACAD",1996,6,327723
"211","Acadia NP","ACAD",1996,7,571017
"212","Acadia NP","ACAD",1996,8,714090
"213","Acadia NP","ACAD",1996,9,426562
"214","Acadia NP","ACAD",1996,10,280577
"215","Acadia NP","ACAD",1996,11,56828
"216","Acadia NP","ACAD",1996,12,19464
"217","Acadia NP","ACAD",1997,1,16292
"218","Acadia NP","ACAD",1997,2,17230
"219","Acadia NP","ACAD",1997,3,27035
"220","Acadia NP","ACAD",1997,4,77005
"221","Acadia NP","ACAD",1997,5,132194
"222","Acadia NP","ACAD",1997,6,340064
"223","Acadia NP","ACAD",1997,7,622847
"224","Acadia NP","ACAD",1997,8,758140
"225","Acadia NP","ACAD",1997,9,404808
"226","Acadia NP","ACAD",1997,10,287171
"227","Acadia NP","ACAD",1997,11,57810
"228","Acadia NP","ACAD",1997,12,19710
"229","Acadia NP","ACAD",1998,1,16726
"230","Acadia NP","ACAD",1998,2,17028
"231","Acadia NP","ACAD",1998,3,27500
"232","Acadia NP","ACAD",1998,4,81896
"233","Acadia NP","ACAD",1998,5,148052
"234","Acadia NP","ACAD",1998,6,307208
"235","Acadia NP","ACAD",1998,7,565477
"236","Acadia NP","ACAD",1998,8,701097
"237","Acadia NP","ACAD",1998,9,391378
"238","Acadia NP","ACAD",1998,10,266138
"239","Acadia NP","ACAD",1998,11,55225
"240","Acadia NP","ACAD",1998,12,16772
"241","Acadia NP","ACAD",1999,1,16430
"242","Acadia NP","ACAD",1999,2,17162
"243","Acadia NP","ACAD",1999,3,33688
"244","Acadia NP","ACAD",1999,4,82993
"245","Acadia NP","ACAD",1999,5,174610
"246","Acadia NP","ACAD",1999,6,315980
"247","Acadia NP","ACAD",1999,7,562996
"248","Acadia NP","ACAD",1999,8,639073
"249","Acadia NP","ACAD",1999,9,426024
"250","Acadia NP","ACAD",1999,10,277644
"251","Acadia NP","ACAD",1999,11,39416
"252","Acadia NP","ACAD",1999,12,16211
"253","Acadia NP","ACAD",2000,1,22500
"254","Acadia NP","ACAD",2000,2,23848
"255","Acadia NP","ACAD",2000,3,35423
"256","Acadia NP","ACAD",2000,4,78555
"257","Acadia NP","ACAD",2000,5,166456
"258","Acadia NP","ACAD",2000,6,319208
"259","Acadia NP","ACAD",2000,7,547929
"260","Acadia NP","ACAD",2000,8,594904
"261","Acadia NP","ACAD",2000,9,378135
"262","Acadia NP","ACAD",2000,10,253626
"263","Acadia NP","ACAD",2000,11,33693
"264","Acadia NP","ACAD",2000,12,14961
"265","Acadia NP","ACAD",2001,1,18090
"266","Acadia NP","ACAD",2001,2,23926
"267","Acadia NP","ACAD",2001,3,35473
"268","Acadia NP","ACAD",2001,4,76007
"269","Acadia NP","ACAD",2001,5,157353
"270","Acadia NP","ACAD",2001,6,325242
"271","Acadia NP","ACAD",2001,7,558641
"272","Acadia NP","ACAD",2001,8,630240
"273","Acadia NP","ACAD",2001,9,377456
"274","Acadia NP","ACAD",2001,10,257280
"275","Acadia NP","ACAD",2001,11,41353
"276","Acadia NP","ACAD",2001,12,15490
"277","Acadia NP","ACAD",2002,1,15309
"278","Acadia NP","ACAD",2002,2,25071
"279","Acadia NP","ACAD",2002,3,34498
"280","Acadia NP","ACAD",2002,4,72528
"281","Acadia NP","ACAD",2002,5,163145
"282","Acadia NP","ACAD",2002,6,325441
"283","Acadia NP","ACAD",2002,7,571119
"284","Acadia NP","ACAD",2002,8,636824
"285","Acadia NP","ACAD",2002,9,392531
"286","Acadia NP","ACAD",2002,10,271312
"287","Acadia NP","ACAD",2002,11,36589
"288","Acadia NP","ACAD",2002,12,14205
"289","Acadia NP","ACAD",2003,1,22917
"290","Acadia NP","ACAD",2003,2,21993
"291","Acadia NP","ACAD",2003,3,34274
"292","Acadia NP","ACAD",2003,4,68444
"293","Acadia NP","ACAD",2003,5,135443
"294","Acadia NP","ACAD",2003,6,309230
"295","Acadia NP","ACAD",2003,7,547836
"296","Acadia NP","ACAD",2003,8,595191
"297","Acadia NP","ACAD",2003,9,376060
"298","Acadia NP","ACAD",2003,10,262412
"299","Acadia NP","ACAD",2003,11,44294
"300","Acadia NP","ACAD",2003,12,12968
"301","Acadia NP","ACAD",2004,1,11861
"302","Acadia NP","ACAD",2004,2,14266
"303","Acadia NP","ACAD",2004,3,20952
"304","Acadia NP","ACAD",2004,4,60180
"305","Acadia NP","ACAD",2004,5,134597
"306","Acadia NP","ACAD",2004,6,305134
"307","Acadia NP","ACAD",2004,7,471406
"308","Acadia NP","ACAD",2004,8,524675
"309","Acadia NP","ACAD",2004,9,357146
"310","Acadia NP","ACAD",2004,10,261284
"311","Acadia NP","ACAD",2004,11,34125
"312","Acadia NP","ACAD",2004,12,12221
"313","Acadia NP","ACAD",2005,1,10810
"314","Acadia NP","ACAD",2005,2,11831
"315","Acadia NP","ACAD",2005,3,18917
"316","Acadia NP","ACAD",2005,4,59773
"317","Acadia NP","ACAD",2005,5,110330
"318","Acadia NP","ACAD",2005,6,275175
"319","Acadia NP","ACAD",2005,7,468512
"320","Acadia NP","ACAD",2005,8,519350
"321","Acadia NP","ACAD",2005,9,321070
"322","Acadia NP","ACAD",2005,10,207599
"323","Acadia NP","ACAD",2005,11,37101
"324","Acadia NP","ACAD",2005,12,11016
"325","Acadia NP","ACAD",2006,1,13494
"326","Acadia NP","ACAD",2006,2,12924
"327","Acadia NP","ACAD",2006,3,21695
"328","Acadia NP","ACAD",2006,4,59034
"329","Acadia NP","ACAD",2006,5,120889
"330","Acadia NP","ACAD",2006,6,244333
"331","Acadia NP","ACAD",2006,7,476631
"332","Acadia NP","ACAD",2006,8,506833
"333","Acadia NP","ACAD",2006,9,330649
"334","Acadia NP","ACAD",2006,10,249850
"335","Acadia NP","ACAD",2006,11,33903
"336","Acadia NP","ACAD",2006,12,13353
"337","Acadia NP","ACAD",2007,1,12415
"338","Acadia NP","ACAD",2007,2,11068
"339","Acadia NP","ACAD",2007,3,19220
"340","Acadia NP","ACAD",2007,4,61775
"341","Acadia NP","ACAD",2007,5,132152
"342","Acadia NP","ACAD",2007,6,273765
"343","Acadia NP","ACAD",2007,7,461894
"344","Acadia NP","ACAD",2007,8,544892
"345","Acadia NP","ACAD",2007,9,371217
"346","Acadia NP","ACAD",2007,10,263311
"347","Acadia NP","ACAD",2007,11,41449
"348","Acadia NP","ACAD",2007,12,9070
"349","Acadia NP","ACAD",2008,1,10744
"350","Acadia NP","ACAD",2008,2,11131
"351","Acadia NP","ACAD",2008,3,17489
"352","Acadia NP","ACAD",2008,4,53798
"353","Acadia NP","ACAD",2008,5,125679
"354","Acadia NP","ACAD",2008,6,263542
"355","Acadia NP","ACAD",2008,7,470295
"356","Acadia NP","ACAD",2008,8,514443
"357","Acadia NP","ACAD",2008,9,319582
"358","Acadia NP","ACAD",2008,10,246533
"359","Acadia NP","ACAD",2008,11,32759
"360","Acadia NP","ACAD",2008,12,9862
"361","Acadia NP","ACAD",2009,1,9366
"362","Acadia NP","ACAD",2009,2,9751
"363","Acadia NP","ACAD",2009,3,19258
"364","Acadia NP","ACAD",2009,4,59277
"365","Acadia NP","ACAD",2009,5,129885
"366","Acadia NP","ACAD",2009,6,244780
"367","Acadia NP","ACAD",2009,7,457622
"368","Acadia NP","ACAD",2009,8,586446
"369","Acadia NP","ACAD",2009,9,399789
"370","Acadia NP","ACAD",2009,10,258007
"371","Acadia NP","ACAD",2009,11,44042
"372","Acadia NP","ACAD",2009,12,9475
"373","Acadia NP","ACAD",2010,1,10510
"374","Acadia NP","ACAD",2010,2,13398
"375","Acadia NP","ACAD",2010,3,26080
"376","Acadia NP","ACAD",2010,4,57992
"377","Acadia NP","ACAD",2010,5,169898
"378","Acadia NP","ACAD",2010,6,286635
"379","Acadia NP","ACAD",2010,7,545382
"380","Acadia NP","ACAD",2010,8,627918
"381","Acadia NP","ACAD",2010,9,431001
"382","Acadia NP","ACAD",2010,10,289114
"383","Acadia NP","ACAD",2010,11,36736
"384","Acadia NP","ACAD",2010,12,9544
"385","Acadia NP","ACAD",2011,1,10428
"386","Acadia NP","ACAD",2011,2,9533
"387","Acadia NP","ACAD",2011,3,19510
"388","Acadia NP","ACAD",2011,4,58307
"389","Acadia NP","ACAD",2011,5,132720
"390","Acadia NP","ACAD",2011,6,297222
"391","Acadia NP","ACAD",2011,7,559892
"392","Acadia NP","ACAD",2011,8,583153
"393","Acadia NP","ACAD",2011,9,387868
"394","Acadia NP","ACAD",2011,10,270477
"395","Acadia NP","ACAD",2011,11,34192
"396","Acadia NP","ACAD",2011,12,11343
"397","Acadia NP","ACAD",2012,1,11930
"398","Acadia NP","ACAD",2012,2,12388
"399","Acadia NP","ACAD",2012,3,22684
"400","Acadia NP","ACAD",2012,4,59471
"401","Acadia NP","ACAD",2012,5,157406
"402","Acadia NP","ACAD",2012,6,309198
"403","Acadia NP","ACAD",2012,7,539234
"404","Acadia NP","ACAD",2012,8,574307
"405","Acadia NP","ACAD",2012,9,391810
"406","Acadia NP","ACAD",2012,10,302932
"407","Acadia NP","ACAD",2012,11,38385
"408","Acadia NP","ACAD",2012,12,11307
"409","Acadia NP","ACAD",2013,1,11249
"410","Acadia NP","ACAD",2013,2,9869
"411","Acadia NP","ACAD",2013,3,20631
"412","Acadia NP","ACAD",2013,4,47090
"413","Acadia NP","ACAD",2013,5,133653
"414","Acadia NP","ACAD",2013,6,315791
"415","Acadia NP","ACAD",2013,7,555308
"416","Acadia NP","ACAD",2013,8,617306
"417","Acadia NP","ACAD",2013,9,400400
"418","Acadia NP","ACAD",2013,10,94904
"419","Acadia NP","ACAD",2013,11,41181
"420","Acadia NP","ACAD",2013,12,7540
"421","Acadia NP","ACAD",2014,1,10459
"422","Acadia NP","ACAD",2014,2,10258
"423","Acadia NP","ACAD",2014,3,17502
"424","Acadia NP","ACAD",2014,4,57211
"425","Acadia NP","ACAD",2014,5,153013
"426","Acadia NP","ACAD",2014,6,338845
"427","Acadia NP","ACAD",2014,7,561073
"428","Acadia NP","ACAD",2014,8,638152
"429","Acadia NP","ACAD",2014,9,418173
"430","Acadia NP","ACAD",2014,10,313920
"431","Acadia NP","ACAD",2014,11,31013
"432","Acadia NP","ACAD",2014,12,13510
"433","Acadia NP","ACAD",2015,1,12578
"434","Acadia NP","ACAD",2015,2,10626
"435","Acadia NP","ACAD",2015,3,18062
"436","Acadia NP","ACAD",2015,4,63214
"437","Acadia NP","ACAD",2015,5,187205
"438","Acadia NP","ACAD",2015,6,359661
"439","Acadia NP","ACAD",2015,7,606597
"440","Acadia NP","ACAD",2015,8,666767
"441","Acadia NP","ACAD",2015,9,479320
"442","Acadia NP","ACAD",2015,10,344362
"443","Acadia NP","ACAD",2015,11,48912
"444","Acadia NP","ACAD",2015,12,13880
"445","Acadia NP","ACAD",2016,1,17204
"446","Acadia NP","ACAD",2016,2,16530
"447","Acadia NP","ACAD",2016,3,28121
"448","Acadia NP","ACAD",2016,4,94199
"449","Acadia NP","ACAD",2016,5,217147
"450","Acadia NP","ACAD",2016,6,445410
"451","Acadia NP","ACAD",2016,7,696854
"452","Acadia NP","ACAD",2016,8,735945
"453","Acadia NP","ACAD",2016,9,570434
"454","Acadia NP","ACAD",2016,10,412416
"455","Acadia NP","ACAD",2016,11,55022
"456","Acadia NP","ACAD",2016,12,14111
"457","Acadia NP","ACAD",2017,1,15520
"458","Acadia NP","ACAD",2017,2,14342
"459","Acadia NP","ACAD",2017,3,20936
"460","Acadia NP","ACAD",2017,4,85267
"461","Acadia NP","ACAD",2017,5,222978
"462","Acadia NP","ACAD",2017,6,476191
"463","Acadia NP","ACAD",2017,7,743529
"464","Acadia NP","ACAD",2017,8,762436
"465","Acadia NP","ACAD",2017,9,595388
"466","Acadia NP","ACAD",2017,10,507594
"467","Acadia NP","ACAD",2017,11,53006
"468","Acadia NP","ACAD",2017,12,12084
"469","Acadia NP","ACAD",2018,1,11974
"470","Acadia NP","ACAD",2018,2,12167
"471","Acadia NP","ACAD",2018,3,23756
"472","Acadia NP","ACAD",2018,4,72858
"473","Acadia NP","ACAD",2018,5,249050
"474","Acadia NP","ACAD",2018,6,499163
"475","Acadia NP","ACAD",2018,7,759165
"476","Acadia NP","ACAD",2018,8,767219
"477","Acadia NP","ACAD",2018,9,600397
"478","Acadia NP","ACAD",2018,10,488204
"479","Acadia NP","ACAD",2018,11,40930
"480","Acadia NP","ACAD",2018,12,12692
"481","Arches NP","ARCH",1979,1,2970
"482","Arches NP","ARCH",1979,2,3135
"483","Arches NP","ARCH",1979,3,14659
"484","Arches NP","ARCH",1979,4,31818
"485","Arches NP","ARCH",1979,5,39266
"486","Arches NP","ARCH",1979,6,43503
"487","Arches NP","ARCH",1979,7,36524
"488","Arches NP","ARCH",1979,8,43309
"489","Arches NP","ARCH",1979,9,30813
"490","Arches NP","ARCH",1979,10,15273
"491","Arches NP","ARCH",1979,11,5492
"492","Arches NP","ARCH",1979,12,3078
"493","Arches NP","ARCH",1980,1,3599
"494","Arches NP","ARCH",1980,2,4687
"495","Arches NP","ARCH",1980,3,15915
"496","Arches NP","ARCH",1980,4,27050
"497","Arches NP","ARCH",1980,5,39099
"498","Arches NP","ARCH",1980,6,47171
"499","Arches NP","ARCH",1980,7,43685
"500","Arches NP","ARCH",1980,8,47837
"501","Arches NP","ARCH",1980,9,31387
"502","Arches NP","ARCH",1980,10,16983
"503","Arches NP","ARCH",1980,11,7481
"504","Arches NP","ARCH",1980,12,5625
"505","Arches NP","ARCH",1981,1,7144
"506","Arches NP","ARCH",1981,2,6275
"507","Arches NP","ARCH",1981,3,17024
"508","Arches NP","ARCH",1981,4,30543
"509","Arches NP","ARCH",1981,5,41614
"510","Arches NP","ARCH",1981,6,51670
"511","Arches NP","ARCH",1981,7,48711
"512","Arches NP","ARCH",1981,8,52953
"513","Arches NP","ARCH",1981,9,35795
"514","Arches NP","ARCH",1981,10,20656
"515","Arches NP","ARCH",1981,11,10157
"516","Arches NP","ARCH",1981,12,3966
"517","Arches NP","ARCH",1982,1,5531
"518","Arches NP","ARCH",1982,2,6897
"519","Arches NP","ARCH",1982,3,19703
"520","Arches NP","ARCH",1982,4,29711
"521","Arches NP","ARCH",1982,5,43011
"522","Arches NP","ARCH",1982,6,55267
"523","Arches NP","ARCH",1982,7,53035
"524","Arches NP","ARCH",1982,8,52025
"525","Arches NP","ARCH",1982,9,36934
"526","Arches NP","ARCH",1982,10,18992
"527","Arches NP","ARCH",1982,11,10845
"528","Arches NP","ARCH",1982,12,7464
"529","Arches NP","ARCH",1983,1,4672
"530","Arches NP","ARCH",1983,2,6993
"531","Arches NP","ARCH",1983,3,14734
"532","Arches NP","ARCH",1983,4,20073
"533","Arches NP","ARCH",1983,5,34040
"534","Arches NP","ARCH",1983,6,38975
"535","Arches NP","ARCH",1983,7,50659
"536","Arches NP","ARCH",1983,8,50320
"537","Arches NP","ARCH",1983,9,36578
"538","Arches NP","ARCH",1983,10,20107
"539","Arches NP","ARCH",1983,11,7384
"540","Arches NP","ARCH",1983,12,3340
"541","Arches NP","ARCH",1984,1,4021
"542","Arches NP","ARCH",1984,2,4601
"543","Arches NP","ARCH",1984,3,16732
"544","Arches NP","ARCH",1984,4,30806
"545","Arches NP","ARCH",1984,5,44454
"546","Arches NP","ARCH",1984,6,58744
"547","Arches NP","ARCH",1984,7,55728
"548","Arches NP","ARCH",1984,8,57412
"549","Arches NP","ARCH",1984,9,42668
"550","Arches NP","ARCH",1984,10,18121
"551","Arches NP","ARCH",1984,11,7059
"552","Arches NP","ARCH",1984,12,4834
"553","Arches NP","ARCH",1985,1,4727
"554","Arches NP","ARCH",1985,2,4944
"555","Arches NP","ARCH",1985,3,18033
"556","Arches NP","ARCH",1985,4,36032
"557","Arches NP","ARCH",1985,5,50174
"558","Arches NP","ARCH",1985,6,56588
"559","Arches NP","ARCH",1985,7,54484
"560","Arches NP","ARCH",1985,8,61538
"561","Arches NP","ARCH",1985,9,44554
"562","Arches NP","ARCH",1985,10,21037
"563","Arches NP","ARCH",1985,11,6217
"564","Arches NP","ARCH",1985,12,5136
"565","Arches NP","ARCH",1986,1,7070
"566","Arches NP","ARCH",1986,2,6762
"567","Arches NP","ARCH",1986,3,33700
"568","Arches NP","ARCH",1986,4,36042
"569","Arches NP","ARCH",1986,5,53931
"570","Arches NP","ARCH",1986,6,62158
"571","Arches NP","ARCH",1986,7,63528
"572","Arches NP","ARCH",1986,8,68397
"573","Arches NP","ARCH",1986,9,49456
"574","Arches NP","ARCH",1986,10,23414
"575","Arches NP","ARCH",1986,11,8425
"576","Arches NP","ARCH",1986,12,6561
"577","Arches NP","ARCH",1987,1,6015
"578","Arches NP","ARCH",1987,2,6957
"579","Arches NP","ARCH",1987,3,22167
"580","Arches NP","ARCH",1987,4,43965
"581","Arches NP","ARCH",1987,5,63510
"582","Arches NP","ARCH",1987,6,69019
"583","Arches NP","ARCH",1987,7,71987
"584","Arches NP","ARCH",1987,8,80492
"585","Arches NP","ARCH",1987,9,60969
"586","Arches NP","ARCH",1987,10,28961
"587","Arches NP","ARCH",1987,11,9904
"588","Arches NP","ARCH",1987,12,4970
"589","Arches NP","ARCH",1988,1,4145
"590","Arches NP","ARCH",1988,2,6674
"591","Arches NP","ARCH",1988,3,31382
"592","Arches NP","ARCH",1988,4,45863
"593","Arches NP","ARCH",1988,5,68712
"594","Arches NP","ARCH",1988,6,79183
"595","Arches NP","ARCH",1988,7,77160
"596","Arches NP","ARCH",1988,8,80219
"597","Arches NP","ARCH",1988,9,75694
"598","Arches NP","ARCH",1988,10,34808
"599","Arches NP","ARCH",1988,11,11253
"600","Arches NP","ARCH",1988,12,5362
"601","Arches NP","ARCH",1989,1,4687
"602","Arches NP","ARCH",1989,2,5683
"603","Arches NP","ARCH",1989,3,41135
"604","Arches NP","ARCH",1989,4,51807
"605","Arches NP","ARCH",1989,5,75599
"606","Arches NP","ARCH",1989,6,80321
"607","Arches NP","ARCH",1989,7,78010
"608","Arches NP","ARCH",1989,8,88731
"609","Arches NP","ARCH",1989,9,69361
"610","Arches NP","ARCH",1989,10,37592
"611","Arches NP","ARCH",1989,11,15113
"612","Arches NP","ARCH",1989,12,7770
"613","Arches NP","ARCH",1990,1,6440
