"","ParkName","UnitCode","Year","Month","RecreationVisits"
"16188","Joshua Tree NP","JOTR",2017,1,240124
"16189","Joshua Tree NP","JOTR",2017,2,260139
"16190","Joshua Tree NP","JOTR",2017,3,404545
"16191","Joshua Tree NP","JOTR",2017,4,361992
"16192","Joshua Tree NP","JOTR",2017,5,221752
"16193","Joshua Tree NP","JOTR",2017,6,125896
"16194","Joshua Tree NP","JOTR",2017,7,124571
"16195","Joshua Tree NP","JOTR",2017,8,142340
"16196","Joshua Tree NP","JOTR",2017,9,157084
"16197","Joshua Tree NP","JOTR",2017,10,223008
"16198","Joshua Tree NP","JOTR",2017,11,307770
"16199","Joshua Tree NP","JOTR",2017,12,284398
"16200","Joshua Tree NP","JOTR",2018,1,297435
"16201","Joshua Tree NP","JOTR",2018,2,288392
"16202","Joshua Tree NP","JOTR",2018,3,404708
"16203","Joshua Tree NP","JOTR",2018,4,325715
"16204","Joshua Tree NP","JOTR",2018,5,247786
"16205","Joshua Tree NP","JOTR",2018,6,153556
"16206","Joshua Tree NP","JOTR",2018,7,130427
"16207","Joshua Tree NP","JOTR",2018,8,142015
"16208","Joshua Tree NP","JOTR",2018,9,149124
"16209","Joshua Tree NP","JOTR",2018,10,221232
"16210","Joshua Tree NP","JOTR",2018,11,299880
"16211","Joshua Tree NP","JOTR",2018,12,282112
"16212","Katmai NP & PRES","KATM",1979,1,0
"16213","Katmai NP & PRES","KATM",1979,2,0
"16214","Katmai NP & PRES","KATM",1979,3,1629
"16215","Katmai NP & PRES","KATM",1979,4,840
"16216","Katmai NP & PRES","KATM",1979,5,548
"16217","Katmai NP & PRES","KATM",1979,6,1344
"16218","Katmai NP & PRES","KATM",1979,7,2004
"16219","Katmai NP & PRES","KATM",1979,8,1703
"16220","Katmai NP & PRES","KATM",1979,9,1495
"16221","Katmai NP & PRES","KATM",1979,10,736
"16222","Katmai NP & PRES","KATM",1979,11,209
"16223","Katmai NP & PRES","KATM",1979,12,151
"16224","Katmai NP & PRES","KATM",1980,1,0
"16225","Katmai NP & PRES","KATM",1980,2,0
"16226","Katmai NP & PRES","KATM",1980,3,1320
"16227","Katmai NP & PRES","KATM",1980,4,600
"16228","Katmai NP & PRES","KATM",1980,5,508
"16229","Katmai NP & PRES","KATM",1980,6,1397
"16230","Katmai NP & PRES","KATM",1980,7,2699
"16231","Katmai NP & PRES","KATM",1980,8,1583
"16232","Katmai NP & PRES","KATM",1980,9,1676
"16233","Katmai NP & PRES","KATM",1980,10,1523
"16234","Katmai NP & PRES","KATM",1980,11,300
"16235","Katmai NP & PRES","KATM",1980,12,218
"16236","Katmai NP & PRES","KATM",1981,1,723
"16237","Katmai NP & PRES","KATM",1981,2,723
"16238","Katmai NP & PRES","KATM",1981,3,724
"16239","Katmai NP & PRES","KATM",1981,4,658
"16240","Katmai NP & PRES","KATM",1981,5,862
"16241","Katmai NP & PRES","KATM",1981,6,1483
"16242","Katmai NP & PRES","KATM",1981,7,2779
"16243","Katmai NP & PRES","KATM",1981,8,1943
"16244","Katmai NP & PRES","KATM",1981,9,1661
"16245","Katmai NP & PRES","KATM",1981,10,1139
"16246","Katmai NP & PRES","KATM",1981,11,210
"16247","Katmai NP & PRES","KATM",1981,12,210
"16248","Katmai NP & PRES","KATM",1982,1,513
"16249","Katmai NP & PRES","KATM",1982,2,513
"16250","Katmai NP & PRES","KATM",1982,3,514
"16251","Katmai NP & PRES","KATM",1982,4,630
"16252","Katmai NP & PRES","KATM",1982,5,843
"16253","Katmai NP & PRES","KATM",1982,6,2609
"16254","Katmai NP & PRES","KATM",1982,7,2601
"16255","Katmai NP & PRES","KATM",1982,8,2453
"16256","Katmai NP & PRES","KATM",1982,9,1792
"16257","Katmai NP & PRES","KATM",1982,10,1000
"16258","Katmai NP & PRES","KATM",1982,11,455
"16259","Katmai NP & PRES","KATM",1982,12,454
"16260","Katmai NP & PRES","KATM",1983,1,760
"16261","Katmai NP & PRES","KATM",1983,2,761
"16262","Katmai NP & PRES","KATM",1983,3,761
"16263","Katmai NP & PRES","KATM",1983,4,932
"16264","Katmai NP & PRES","KATM",1983,5,695
"16265","Katmai NP & PRES","KATM",1983,6,1288
"16266","Katmai NP & PRES","KATM",1983,7,4198
"16267","Katmai NP & PRES","KATM",1983,8,1787
"16268","Katmai NP & PRES","KATM",1983,9,0
"16269","Katmai NP & PRES","KATM",1983,10,0
"16270","Katmai NP & PRES","KATM",1983,11,0
"16271","Katmai NP & PRES","KATM",1983,12,0
"16272","Katmai NP & PRES","KATM",1984,1,184
"16273","Katmai NP & PRES","KATM",1984,2,184
"16274","Katmai NP & PRES","KATM",1984,3,1579
"16275","Katmai NP & PRES","KATM",1984,4,1417
"16276","Katmai NP & PRES","KATM",1984,5,589
"16277","Katmai NP & PRES","KATM",1984,6,1604
"16278","Katmai NP & PRES","KATM",1984,7,4870
"16279","Katmai NP & PRES","KATM",1984,8,3443
"16280","Katmai NP & PRES","KATM",1984,9,4006
"16281","Katmai NP & PRES","KATM",1984,10,924
"16282","Katmai NP & PRES","KATM",1984,11,678
"16283","Katmai NP & PRES","KATM",1984,12,596
"16284","Katmai NP & PRES","KATM",1985,1,689
"16285","Katmai NP & PRES","KATM",1985,2,618
"16286","Katmai NP & PRES","KATM",1985,3,3522
"16287","Katmai NP & PRES","KATM",1985,4,1836
"16288","Katmai NP & PRES","KATM",1985,5,1015
"16289","Katmai NP & PRES","KATM",1985,6,3547
"16290","Katmai NP & PRES","KATM",1985,7,4926
"16291","Katmai NP & PRES","KATM",1985,8,3122
"16292","Katmai NP & PRES","KATM",1985,9,3616
"16293","Katmai NP & PRES","KATM",1985,10,893
"16294","Katmai NP & PRES","KATM",1985,11,734
"16295","Katmai NP & PRES","KATM",1985,12,624
"16296","Katmai NP & PRES","KATM",1986,1,358
"16297","Katmai NP & PRES","KATM",1986,2,554
"16298","Katmai NP & PRES","KATM",1986,3,972
"16299","Katmai NP & PRES","KATM",1986,4,1221
"16300","Katmai NP & PRES","KATM",1986,5,1754
"16301","Katmai NP & PRES","KATM",1986,6,4839
"16302","Katmai NP & PRES","KATM",1986,7,5169
"16303","Katmai NP & PRES","KATM",1986,8,3952
"16304","Katmai NP & PRES","KATM",1986,9,18381
"16305","Katmai NP & PRES","KATM",1986,10,2730
"16306","Katmai NP & PRES","KATM",1986,11,591
"16307","Katmai NP & PRES","KATM",1986,12,1142
"16308","Katmai NP & PRES","KATM",1987,1,358
"16309","Katmai NP & PRES","KATM",1987,2,619
"16310","Katmai NP & PRES","KATM",1987,3,2023
"16311","Katmai NP & PRES","KATM",1987,4,1434
"16312","Katmai NP & PRES","KATM",1987,5,2710
"16313","Katmai NP & PRES","KATM",1987,6,5717
"16314","Katmai NP & PRES","KATM",1987,7,9737
"16315","Katmai NP & PRES","KATM",1987,8,7979
"16316","Katmai NP & PRES","KATM",1987,9,5353
"16317","Katmai NP & PRES","KATM",1987,10,608
"16318","Katmai NP & PRES","KATM",1987,11,591
"16319","Katmai NP & PRES","KATM",1987,12,1083
"16320","Katmai NP & PRES","KATM",1988,1,364
"16321","Katmai NP & PRES","KATM",1988,2,572
"16322","Katmai NP & PRES","KATM",1988,3,2049
"16323","Katmai NP & PRES","KATM",1988,4,1434
"16324","Katmai NP & PRES","KATM",1988,5,2808
"16325","Katmai NP & PRES","KATM",1988,6,8324
"16326","Katmai NP & PRES","KATM",1988,7,12412
"16327","Katmai NP & PRES","KATM",1988,8,9133
"16328","Katmai NP & PRES","KATM",1988,9,5402
"16329","Katmai NP & PRES","KATM",1988,10,1503
"16330","Katmai NP & PRES","KATM",1988,11,626
"16331","Katmai NP & PRES","KATM",1988,12,1083
"16332","Katmai NP & PRES","KATM",1989,1,364
"16333","Katmai NP & PRES","KATM",1989,2,619
"16334","Katmai NP & PRES","KATM",1989,3,2023
"16335","Katmai NP & PRES","KATM",1989,4,1809
"16336","Katmai NP & PRES","KATM",1989,5,3354
"16337","Katmai NP & PRES","KATM",1989,6,7862
"16338","Katmai NP & PRES","KATM",1989,7,8003
"16339","Katmai NP & PRES","KATM",1989,8,8209
"16340","Katmai NP & PRES","KATM",1989,9,5086
"16341","Katmai NP & PRES","KATM",1989,10,845
"16342","Katmai NP & PRES","KATM",1989,11,924
"16343","Katmai NP & PRES","KATM",1989,12,1149
"16344","Katmai NP & PRES","KATM",1990,1,500
"16345","Katmai NP & PRES","KATM",1990,2,528
"16346","Katmai NP & PRES","KATM",1990,3,1124
"16347","Katmai NP & PRES","KATM",1990,4,1033
"16348","Katmai NP & PRES","KATM",1990,5,1926
"16349","Katmai NP & PRES","KATM",1990,6,4780
"16350","Katmai NP & PRES","KATM",1990,7,10804
"16351","Katmai NP & PRES","KATM",1990,8,11072
"16352","Katmai NP & PRES","KATM",1990,9,5963
"16353","Katmai NP & PRES","KATM",1990,10,1211
"16354","Katmai NP & PRES","KATM",1990,11,778
"16355","Katmai NP & PRES","KATM",1990,12,1059
"16356","Katmai NP & PRES","KATM",1991,1,504
"16357","Katmai NP & PRES","KATM",1991,2,502
"16358","Katmai NP & PRES","KATM",1991,3,1196
"16359","Katmai NP & PRES","KATM",1991,4,1104
"16360","Katmai NP & PRES","KATM",1991,5,1480
"16361","Katmai NP & PRES","KATM",1991,6,5292
"16362","Katmai NP & PRES","KATM",1991,7,10413
"16363","Katmai NP & PRES","KATM",1991,8,11240
"16364","Katmai NP & PRES","KATM",1991,9,6332
"16365","Katmai NP & PRES","KATM",1991,10,1461
"16366","Katmai NP & PRES","KATM",1991,11,779
"16367","Katmai NP & PRES","KATM",1991,12,1114
"16368","Katmai NP & PRES","KATM",1992,1,549
"16369","Katmai NP & PRES","KATM",1992,2,517
"16370","Katmai NP & PRES","KATM",1992,3,1129
"16371","Katmai NP & PRES","KATM",1992,4,1111
"16372","Katmai NP & PRES","KATM",1992,5,1555
"16373","Katmai NP & PRES","KATM",1992,6,5916
"16374","Katmai NP & PRES","KATM",1992,7,12204
"16375","Katmai NP & PRES","KATM",1992,8,13369
"16376","Katmai NP & PRES","KATM",1992,9,6590
"16377","Katmai NP & PRES","KATM",1992,10,1389
"16378","Katmai NP & PRES","KATM",1992,11,747
"16379","Katmai NP & PRES","KATM",1992,12,1120
"16380","Katmai NP & PRES","KATM",1993,1,544
"16381","Katmai NP & PRES","KATM",1993,2,512
"16382","Katmai NP & PRES","KATM",1993,3,1157
"16383","Katmai NP & PRES","KATM",1993,4,1307
"16384","Katmai NP & PRES","KATM",1993,5,2006
"16385","Katmai NP & PRES","KATM",1993,6,6328
"16386","Katmai NP & PRES","KATM",1993,7,16230
"16387","Katmai NP & PRES","KATM",1993,8,13993
"16388","Katmai NP & PRES","KATM",1993,9,7845
"16389","Katmai NP & PRES","KATM",1993,10,1485
"16390","Katmai NP & PRES","KATM",1993,11,894
"16391","Katmai NP & PRES","KATM",1993,12,1120
"16392","Katmai NP & PRES","KATM",1994,1,544
"16393","Katmai NP & PRES","KATM",1994,2,495
"16394","Katmai NP & PRES","KATM",1994,3,1239
"16395","Katmai NP & PRES","KATM",1994,4,1364
"16396","Katmai NP & PRES","KATM",1994,5,2027
"16397","Katmai NP & PRES","KATM",1994,6,6962
"16398","Katmai NP & PRES","KATM",1994,7,15673
"16399","Katmai NP & PRES","KATM",1994,8,13759
"16400","Katmai NP & PRES","KATM",1994,9,8412
"16401","Katmai NP & PRES","KATM",1994,10,2119
"16402","Katmai NP & PRES","KATM",1994,11,935
"16403","Katmai NP & PRES","KATM",1994,12,2199
"16404","Katmai NP & PRES","KATM",1995,1,0
"16405","Katmai NP & PRES","KATM",1995,2,0
"16406","Katmai NP & PRES","KATM",1995,3,0
"16407","Katmai NP & PRES","KATM",1995,4,0
"16408","Katmai NP & PRES","KATM",1995,5,0
"16409","Katmai NP & PRES","KATM",1995,6,0
"16410","Katmai NP & PRES","KATM",1995,7,0
"16411","Katmai NP & PRES","KATM",1995,8,0
"16412","Katmai NP & PRES","KATM",1995,9,0
"16413","Katmai NP & PRES","KATM",1995,10,0
"16414","Katmai NP & PRES","KATM",1995,11,0
"16415","Katmai NP & PRES","KATM",1995,12,0
"16416","Katmai NP & PRES","KATM",1997,1,241
"16417","Katmai NP & PRES","KATM",1997,2,241
"16418","Katmai NP & PRES","KATM",1997,3,241
"16419","Katmai NP & PRES","KATM",1997,4,241
"16420","Katmai NP & PRES","KATM",1997,5,241
"16421","Katmai NP & PRES","KATM",1997,6,3077
"16422","Katmai NP & PRES","KATM",1997,7,7973
"16423","Katmai NP & PRES","KATM",1997,8,3851
"16424","Katmai NP & PRES","KATM",1997,9,1973
"16425","Katmai NP & PRES","KATM",1997,10,241
"16426","Katmai NP & PRES","KATM",1997,11,241
"16427","Katmai NP & PRES","KATM",1997,12,241
"16428","Katmai NP & PRES","KATM",1998,1,200
"16429","Katmai NP & PRES","KATM",1998,2,200
"16430","Katmai NP & PRES","KATM",1998,3,200
"16431","Katmai NP & PRES","KATM",1998,4,200
"16432","Katmai NP & PRES","KATM",1998,5,200
"16433","Katmai NP & PRES","KATM",1998,6,9783
"16434","Katmai NP & PRES","KATM",1998,7,18887
"16435","Katmai NP & PRES","KATM",1998,8,9392
"16436","Katmai NP & PRES","KATM",1998,9,5685
"16437","Katmai NP & PRES","KATM",1998,10,241
"16438","Katmai NP & PRES","KATM",1998,11,241
"16439","Katmai NP & PRES","KATM",1998,12,241
"16440","Katmai NP & PRES","KATM",1999,1,200
"16441","Katmai NP & PRES","KATM",1999,2,200
"16442","Katmai NP & PRES","KATM",1999,3,200
"16443","Katmai NP & PRES","KATM",1999,4,200
"16444","Katmai NP & PRES","KATM",1999,5,200
"16445","Katmai NP & PRES","KATM",1999,6,9030
"16446","Katmai NP & PRES","KATM",1999,7,22823
"16447","Katmai NP & PRES","KATM",1999,8,11648
"16448","Katmai NP & PRES","KATM",1999,9,6153
"16449","Katmai NP & PRES","KATM",1999,10,250
"16450","Katmai NP & PRES","KATM",1999,11,250
"16451","Katmai NP & PRES","KATM",1999,12,245
"16452","Katmai NP & PRES","KATM",2000,1,206
"16453","Katmai NP & PRES","KATM",2000,2,206
"16454","Katmai NP & PRES","KATM",2000,3,206
"16455","Katmai NP & PRES","KATM",2000,4,206
"16456","Katmai NP & PRES","KATM",2000,5,206
"16457","Katmai NP & PRES","KATM",2000,6,11288
"16458","Katmai NP & PRES","KATM",2000,7,31488
"16459","Katmai NP & PRES","KATM",2000,8,17003
"16460","Katmai NP & PRES","KATM",2000,9,9816
"16461","Katmai NP & PRES","KATM",2000,10,257
"16462","Katmai NP & PRES","KATM",2000,11,257
"16463","Katmai NP & PRES","KATM",2000,12,250
"16464","Katmai NP & PRES","KATM",2001,1,210
"16465","Katmai NP & PRES","KATM",2001,2,210
"16466","Katmai NP & PRES","KATM",2001,3,210
"16467","Katmai NP & PRES","KATM",2001,4,210
"16468","Katmai NP & PRES","KATM",2001,5,210
"16469","Katmai NP & PRES","KATM",2001,6,11598
"16470","Katmai NP & PRES","KATM",2001,7,30027
"16471","Katmai NP & PRES","KATM",2001,8,15840
"16472","Katmai NP & PRES","KATM",2001,9,7823
"16473","Katmai NP & PRES","KATM",2001,10,250
"16474","Katmai NP & PRES","KATM",2001,11,225
"16475","Katmai NP & PRES","KATM",2001,12,225
"16476","Katmai NP & PRES","KATM",2002,1,210
"16477","Katmai NP & PRES","KATM",2002,2,210
"16478","Katmai NP & PRES","KATM",2002,3,210
"16479","Katmai NP & PRES","KATM",2002,4,210
"16480","Katmai NP & PRES","KATM",2002,5,210
"16481","Katmai NP & PRES","KATM",2002,6,9995
"16482","Katmai NP & PRES","KATM",2002,7,24407
"16483","Katmai NP & PRES","KATM",2002,8,14162
"16484","Katmai NP & PRES","KATM",2002,9,8711
"16485","Katmai NP & PRES","KATM",2002,10,250
"16486","Katmai NP & PRES","KATM",2002,11,225
"16487","Katmai NP & PRES","KATM",2002,12,225
"16488","Katmai NP & PRES","KATM",2003,1,210
"16489","Katmai NP & PRES","KATM",2003,2,210
"16490","Katmai NP & PRES","KATM",2003,3,210
"16491","Katmai NP & PRES","KATM",2003,4,210
"16492","Katmai NP & PRES","KATM",2003,5,210
"16493","Katmai NP & PRES","KATM",2003,6,8548
"16494","Katmai NP & PRES","KATM",2003,7,23121
"16495","Katmai NP & PRES","KATM",2003,8,10949
"16496","Katmai NP & PRES","KATM",2003,9,7471
"16497","Katmai NP & PRES","KATM",2003,10,225
"16498","Katmai NP & PRES","KATM",2003,11,0
"16499","Katmai NP & PRES","KATM",2003,12,225
"16500","Katmai NP & PRES","KATM",2004,1,200
"16501","Katmai NP & PRES","KATM",2004,2,210
"16502","Katmai NP & PRES","KATM",2004,3,0
"16503","Katmai NP & PRES","KATM",2004,4,0
"16504","Katmai NP & PRES","KATM",2004,5,0
"16505","Katmai NP & PRES","KATM",2004,6,6490
"16506","Katmai NP & PRES","KATM",2004,7,26990
"16507","Katmai NP & PRES","KATM",2004,8,14177
"16508","Katmai NP & PRES","KATM",2004,9,8720
"16509","Katmai NP & PRES","KATM",2004,10,0
"16510","Katmai NP & PRES","KATM",2004,11,0
"16511","Katmai NP & PRES","KATM",2004,12,0
"16512","Katmai NP & PRES","KATM",2005,1,0
"16513","Katmai NP & PRES","KATM",2005,2,210
"16514","Katmai NP & PRES","KATM",2005,3,210
"16515","Katmai NP & PRES","KATM",2005,4,210
"16516","Katmai NP & PRES","KATM",2005,5,210
"16517","Katmai NP & PRES","KATM",2005,6,5988
"16518","Katmai NP & PRES","KATM",2005,7,26717
"16519","Katmai NP & PRES","KATM",2005,8,12868
"16520","Katmai NP & PRES","KATM",2005,9,7761
"16521","Katmai NP & PRES","KATM",2005,10,0
"16522","Katmai NP & PRES","KATM",2005,11,0
"16523","Katmai NP & PRES","KATM",2005,12,100
"16524","Katmai NP & PRES","KATM",2006,1,0
"16525","Katmai NP & PRES","KATM",2006,2,0
"16526","Katmai NP & PRES","KATM",2006,3,100
"16527","Katmai NP & PRES","KATM",2006,4,200
"16528","Katmai NP & PRES","KATM",2006,5,250
"16529","Katmai NP & PRES","KATM",2006,6,13789
"16530","Katmai NP & PRES","KATM",2006,7,24554
"16531","Katmai NP & PRES","KATM",2006,8,17735
"16532","Katmai NP & PRES","KATM",2006,9,11402
"16533","Katmai NP & PRES","KATM",2006,10,200
"16534","Katmai NP & PRES","KATM",2006,11,200
"16535","Katmai NP & PRES","KATM",2006,12,200
"16536","Katmai NP & PRES","KATM",2007,1,100
"16537","Katmai NP & PRES","KATM",2007,2,100
"16538","Katmai NP & PRES","KATM",2007,3,100
"16539","Katmai NP & PRES","KATM",2007,4,200
"16540","Katmai NP & PRES","KATM",2007,5,0
"16541","Katmai NP & PRES","KATM",2007,6,13789
"16542","Katmai NP & PRES","KATM",2007,7,24554
"16543","Katmai NP & PRES","KATM",2007,8,43791
"16544","Katmai NP & PRES","KATM",2007,9,0
"16545","Katmai NP & PRES","KATM",2007,10,0
"16546","Katmai NP & PRES","KATM",2007,11,0
"16547","Katmai NP & PRES","KATM",2007,12,0
"16548","Katmai NP & PRES","KATM",2008,1,0
"16549","Katmai NP & PRES","KATM",2008,2,0
"16550","Katmai NP & PRES","KATM",2008,3,25
"16551","Katmai NP & PRES","KATM",2008,4,0
"16552","Katmai NP & PRES","KATM",2008,5,0
"16553","Katmai NP & PRES","KATM",2008,6,3450
"16554","Katmai NP & PRES","KATM",2008,7,0
"16555","Katmai NP & PRES","KATM",2008,8,4495
"16556","Katmai NP & PRES","KATM",2008,9,0
"16557","Katmai NP & PRES","KATM",2008,10,0
"16558","Katmai NP & PRES","KATM",2008,11,0
"16559","Katmai NP & PRES","KATM",2008,12,0
"16560","Katmai NP & PRES","KATM",2009,1,10
"16561","Katmai NP & PRES","KATM",2009,2,10
"16562","Katmai NP & PRES","KATM",2009,3,10
"16563","Katmai NP & PRES","KATM",2009,4,10
"16564","Katmai NP & PRES","KATM",2009,5,250
"16565","Katmai NP & PRES","KATM",2009,6,14020
"16566","Katmai NP & PRES","KATM",2009,7,24825
"16567","Katmai NP & PRES","KATM",2009,8,1950
"16568","Katmai NP & PRES","KATM",2009,9,1950
"16569","Katmai NP & PRES","KATM",2009,10,0
"16570","Katmai NP & PRES","KATM",2009,11,0
"16571","Katmai NP & PRES","KATM",2009,12,0
"16572","Katmai NP & PRES","KATM",2010,1,0
"16573","Katmai NP & PRES","KATM",2010,2,0
"16574","Katmai NP & PRES","KATM",2010,3,0
"16575","Katmai NP & PRES","KATM",2010,4,0
"16576","Katmai NP & PRES","KATM",2010,5,100
"16577","Katmai NP & PRES","KATM",2010,6,8143
"16578","Katmai NP & PRES","KATM",2010,7,25238
"16579","Katmai NP & PRES","KATM",2010,8,13177
"16580","Katmai NP & PRES","KATM",2010,9,8474
"16581","Katmai NP & PRES","KATM",2010,10,0
"16582","Katmai NP & PRES","KATM",2010,11,0
"16583","Katmai NP & PRES","KATM",2010,12,40
"16584","Katmai NP & PRES","KATM",2011,1,25
"16585","Katmai NP & PRES","KATM",2011,2,25
"16586","Katmai NP & PRES","KATM",2011,3,25
"16587","Katmai NP & PRES","KATM",2011,4,210
"16588","Katmai NP & PRES","KATM",2011,5,210
"16589","Katmai NP & PRES","KATM",2011,6,5524
"16590","Katmai NP & PRES","KATM",2011,7,25229
"16591","Katmai NP & PRES","KATM",2011,8,8960
"16592","Katmai NP & PRES","KATM",2011,9,8731
"16593","Katmai NP & PRES","KATM",2011,10,0
"16594","Katmai NP & PRES","KATM",2011,11,0
"16595","Katmai NP & PRES","KATM",2011,12,0
"16596","Katmai NP & PRES","KATM",2012,1,0
"16597","Katmai NP & PRES","KATM",2012,2,0
"16598","Katmai NP & PRES","KATM",2012,3,0
"16599","Katmai NP & PRES","KATM",2012,4,0
"16600","Katmai NP & PRES","KATM",2012,5,0
"16601","Katmai NP & PRES","KATM",2012,6,5614
"16602","Katmai NP & PRES","KATM",2012,7,17171
"16603","Katmai NP & PRES","KATM",2012,8,10727
"16604","Katmai NP & PRES","KATM",2012,9,6306
"16605","Katmai NP & PRES","KATM",2012,10,0
"16606","Katmai NP & PRES","KATM",2012,11,0
"16607","Katmai NP & PRES","KATM",2012,12,0
"16608","Katmai NP & PRES","KATM",2013,1,0
"16609","Katmai NP & PRES","KATM",2013,2,0
"16610","Katmai NP & PRES","KATM",2013,3,0
"16611","Katmai NP & PRES","KATM",2013,4,0
"16612","Katmai NP & PRES","KATM",2013,5,0
"16613","Katmai NP & PRES","KATM",2013,6,5040
"16614","Katmai NP & PRES","KATM",2013,7,15222
"16615","Katmai NP & PRES","KATM",2013,8,4975
"16616","Katmai NP & PRES","KATM",2013,9,3429
"16617","Katmai NP & PRES","KATM",2013,10,100
"16618","Katmai NP & PRES","KATM",2013,11,100
"16619","Katmai NP & PRES","KATM",2013,12,100
"16620","Katmai NP & PRES","KATM",2014,1,0
"16621","Katmai NP & PRES","KATM",2014,2,0
"16622","Katmai NP & PRES","KATM",2014,3,0
"16623","Katmai NP & PRES","KATM",2014,4,0
"16624","Katmai NP & PRES","KATM",2014,5,0
"16625","Katmai NP & PRES","KATM",2014,6,5188
"16626","Katmai NP & PRES","KATM",2014,7,16895
"16627","Katmai NP & PRES","KATM",2014,8,4860
"16628","Katmai NP & PRES","KATM",2014,9,3953
"16629","Katmai NP & PRES","KATM",2014,10,0
"16630","Katmai NP & PRES","KATM",2014,11,0
"16631","Katmai NP & PRES","KATM",2014,12,0
"16632","Katmai NP & PRES","KATM",2015,1,100
"16633","Katmai NP & PRES","KATM",2015,2,100
"16634","Katmai NP & PRES","KATM",2015,3,100
"16635","Katmai NP & PRES","KATM",2015,4,100
"16636","Katmai NP & PRES","KATM",2015,5,100
"16637","Katmai NP & PRES","KATM",2015,6,5140
"16638","Katmai NP & PRES","KATM",2015,7,16676
"16639","Katmai NP & PRES","KATM",2015,8,10222
"16640","Katmai NP & PRES","KATM",2015,9,4980
"16641","Katmai NP & PRES","KATM",2015,10,100
"16642","Katmai NP & PRES","KATM",2015,11,100
"16643","Katmai NP & PRES","KATM",2015,12,100
"16644","Katmai NP & PRES","KATM",2016,1,100
"16645","Katmai NP & PRES","KATM",2016,2,100
"16646","Katmai NP & PRES","KATM",2016,3,100
"16647","Katmai NP & PRES","KATM",2016,4,100
"16648","Katmai NP & PRES","KATM",2016,5,100
"16649","Katmai NP & PRES","KATM",2016,6,5140
"16650","Katmai NP & PRES","KATM",2016,7,16676
"16651","Katmai NP & PRES","KATM",2016,8,10222
"16652","Katmai NP & PRES","KATM",2016,9,4980
"16653","Katmai NP & PRES","KATM",2016,10,100
"16654","Katmai NP & PRES","KATM",2016,11,100
"16655","Katmai NP & PRES","KATM",2016,12,100
"16656","Katmai NP & PRES","KATM",2017,1,100
"16657","Katmai NP & PRES","KATM",2017,2,100
"16658","Katmai NP & PRES","KATM",2017,3,100
"16659","Katmai NP & PRES","KATM",2017,4,100
"16660","Katmai NP & PRES","KATM",2017,5,100
"16661","Katmai NP & PRES","KATM",2017,6,5140
"16662","Katmai NP & PRES","KATM",2017,7,16676
"16663","Katmai NP & PRES","KATM",2017,8,10222
"16664","Katmai NP & PRES","KATM",2017,9,4980
"16665","Katmai NP & PRES","KATM",2017,10,100
"16666","Katmai NP & PRES","KATM",2017,11,100
"16667","Katmai NP & PRES","KATM",2017,12,100
"16668","Katmai NP & PRES","KATM",2018,1,100
"16669","Katmai NP & PRES","KATM",2018,2,100
"16670","Katmai NP & PRES","KATM",2018,3,100
"16671","Katmai NP & PRES","KATM",2018,4,100
"16672","Katmai NP & PRES","KATM",2018,5,100
"16673","Katmai NP & PRES","KATM",2018,6,5140
"16674","Katmai NP & PRES","KATM",2018,7,16676
"16675","Katmai NP & PRES","KATM",2018,8,10222
"16676","Katmai NP & PRES","KATM",2018,9,4980
"16677","Katmai NP & PRES","KATM",2018,10,100
"16678","Katmai NP & PRES","KATM",2018,11,100
"16679","Katmai NP & PRES","KATM",2018,12,100
"16680","Kenai Fjords NP","KEFJ",1982,1,35
"16681","Kenai Fjords NP","KEFJ",1982,2,94
"16682","Kenai Fjords NP","KEFJ",1982,3,144
"16683","Kenai Fjords NP","KEFJ",1982,4,150
"16684","Kenai Fjords NP","KEFJ",1982,5,1039
"16685","Kenai Fjords NP","KEFJ",1982,6,1840
"16686","Kenai Fjords NP","KEFJ",1982,7,5439
"16687","Kenai Fjords NP","KEFJ",1982,8,5724
"16688","Kenai Fjords NP","KEFJ",1982,9,1468
"16689","Kenai Fjords NP","KEFJ",1982,10,92
"16690","Kenai Fjords NP","KEFJ",1982,11,35
"16691","Kenai Fjords NP","KEFJ",1982,12,58
"16692","Kenai Fjords NP","KEFJ",1983,1,33
"16693","Kenai Fjords NP","KEFJ",1983,2,159
"16694","Kenai Fjords NP","KEFJ",1983,3,194
"16695","Kenai Fjords NP","KEFJ",1983,4,172
"16696","Kenai Fjords NP","KEFJ",1983,5,1195
"16697","Kenai Fjords NP","KEFJ",1983,6,2451
"16698","Kenai Fjords NP","KEFJ",1983,7,8474
"16699","Kenai Fjords NP","KEFJ",1983,8,7531
"16700","Kenai Fjords NP","KEFJ",1983,9,2794
"16701","Kenai Fjords NP","KEFJ",1983,10,711
"16702","Kenai Fjords NP","KEFJ",1983,11,91
"16703","Kenai Fjords NP","KEFJ",1983,12,243
"16704","Kenai Fjords NP","KEFJ",1984,1,75
"16705","Kenai Fjords NP","KEFJ",1984,2,54
"16706","Kenai Fjords NP","KEFJ",1984,3,255
"16707","Kenai Fjords NP","KEFJ",1984,4,413
"16708","Kenai Fjords NP","KEFJ",1984,5,1760
"16709","Kenai Fjords NP","KEFJ",1984,6,4695
"16710","Kenai Fjords NP","KEFJ",1984,7,8964
"16711","Kenai Fjords NP","KEFJ",1984,8,8544
"16712","Kenai Fjords NP","KEFJ",1984,9,4414
