"","UnitCode","Year","Month","ParkName","RecreationVisits","Smoke","stdsmoke","Season","CatColS","CatColM"
"1","ACAD","1980","01","Acadia NP",8966,2.69146926967778e-10,-0.437670512486623,"Winter","ACADWinter","ACAD01"
"2","ACAD","1980","02","Acadia NP",8225,2.27843452438314e-10,-0.455195137099843,"Winter","ACADWinter","ACAD02"
"3","ACAD","1980","03","Acadia NP",7505,3.60712015812226e-10,-0.396286725531343,"Spring","ACADSpring","ACAD03"
"4","ACAD","1980","04","Acadia NP",182879,6.71082300840453e-10,-0.270462328787808,"Spring","ACADSpring","ACAD04"
"5","ACAD","1980","05","Acadia NP",209301,6.38003039288293e-10,-0.287643178679607,"Spring","ACADSpring","ACAD05"
"6","ACAD","1980","06","Acadia NP",359552,7.31185390012712e-10,-0.253598795871036,"Summer","ACADSummer","ACAD06"
"7","ACAD","1980","07","Acadia NP",533885,3.0562702368897e-10,-0.414821611500951,"Summer","ACADSummer","ACAD07"
"8","ACAD","1980","08","Acadia NP",633067,3.51916579210965e-10,-0.386558996951063,"Summer","ACADSummer","ACAD08"
"9","ACAD","1980","09","Acadia NP",282636,2.38947528430344e-10,-0.443491865625484,"Fall","ACADFall","ACAD09"
"10","ACAD","1980","10","Acadia NP",332937,2.58200905101091e-10,-0.439216225615517,"Fall","ACADFall","ACAD10"
"11","ACAD","1980","11","Acadia NP",200461,3.27132598787472e-10,-0.411423471164631,"Fall","ACADFall","ACAD11"
"12","ACAD","1980","12","Acadia NP",20252,3.70909442048983e-10,-0.391541522391466,"Winter","ACADWinter","ACAD12"
"13","ACAD","1981","01","Acadia NP",23330,2.58326277036147e-10,-0.440978825171814,"Winter","ACADWinter","ACAD01"
"14","ACAD","1981","02","Acadia NP",16207,3.00799912755778e-10,-0.426088541887795,"Winter","ACADWinter","ACAD02"
"15","ACAD","1981","03","Acadia NP",21923,5.70495650720204e-10,-0.318924473058416,"Spring","ACADSpring","ACAD03"
"16","ACAD","1981","04","Acadia NP",188071,5.82694947848239e-10,-0.314428404989643,"Spring","ACADSpring","ACAD04"
"17","ACAD","1981","05","Acadia NP",212500,6.45351438954833e-10,-0.288736596881392,"Spring","ACADSpring","ACAD05"
"18","ACAD","1981","06","Acadia NP",366518,4.7609349795863e-10,-0.341763442077763,"Summer","ACADSummer","ACAD06"
"19","ACAD","1981","07","Acadia NP",545981,1.76995362810572e-10,-0.47343987876641,"Summer","ACADSummer","ACAD07"
"20","ACAD","1981","08","Acadia NP",616233,1.23083210290531e-10,-0.494928595314167,"Summer","ACADSummer","ACAD08"
"21","ACAD","1981","09","Acadia NP",463823,2.23790666553647e-10,-0.450842565596572,"Fall","ACADFall","ACAD09"
"22","ACAD","1981","10","Acadia NP",313788,2.99059998987161e-10,-0.419173352590648,"Fall","ACADFall","ACAD10"
"23","ACAD","1981","11","Acadia NP",203741,2.25884477789151e-10,-0.451040753969987,"Fall","ACADFall","ACAD11"
"24","ACAD","1981","12","Acadia NP",25857,2.0289336877255e-10,-0.457905469520222,"Winter","ACADWinter","ACAD12"
"25","ACAD","1982","01","Acadia NP",21425,3.31701138778229e-10,-0.406464087315752,"Winter","ACADWinter","ACAD01"
"26","ACAD","1982","02","Acadia NP",22210,6.37416897042442e-10,-0.291621464636892,"Winter","ACADWinter","ACAD02"
"27","ACAD","1982","03","Acadia NP",36866,5.45825995512672e-10,-0.322211832924286,"Spring","ACADSpring","ACAD03"
"28","ACAD","1982","04","Acadia NP",193208,8.14006251292909e-10,-0.211269085363369,"Spring","ACADSpring","ACAD04"
"29","ACAD","1982","05","Acadia NP",261452,1.05876851730358e-09,-0.125477662161904,"Spring","ACADSpring","ACAD05"
"30","ACAD","1982","06","Acadia NP",404915,5.48848244630307e-10,-0.327812999979157,"Summer","ACADSummer","ACAD06"
"31","ACAD","1982","07","Acadia NP",737860,4.23994450660103e-10,-0.364156693485463,"Summer","ACADSummer","ACAD07"
"32","ACAD","1982","08","Acadia NP",574164,3.53495288596406e-10,-0.388500107928667,"Summer","ACADSummer","ACAD08"
"33","ACAD","1982","09","Acadia NP",541721,3.13359560522031e-10,-0.413273313641064,"Fall","ACADFall","ACAD09"
"34","ACAD","1982","10","Acadia NP",446170,2.50339304841418e-10,-0.444274863134505,"Fall","ACADFall","ACAD10"
"35","ACAD","1982","11","Acadia NP",303753,3.11142972497791e-10,-0.41862775437414,"Fall","ACADFall","ACAD11"
"36","ACAD","1982","12","Acadia NP",28370,2.71603101120732e-10,-0.436549322175238,"Winter","ACADWinter","ACAD12"
"37","ACAD","1983","01","Acadia NP",23771,1.79442072312241e-10,-0.474462145373343,"Winter","ACADWinter","ACAD01"
"38","ACAD","1983","02","Acadia NP",24667,2.35112151969474e-10,-0.448718587650967,"Winter","ACADWinter","ACAD02"
"39","ACAD","1983","03","Acadia NP",25576,3.75906555882821e-10,-0.391141516022391,"Spring","ACADSpring","ACAD03"
"40","ACAD","1983","04","Acadia NP",207347,4.84508544396078e-10,-0.342684288240096,"Spring","ACADSpring","ACAD04"
"41","ACAD","1983","05","Acadia NP",287861,7.66023022791273e-10,-0.223009439478329,"Spring","ACADSpring","ACAD05"
"42","ACAD","1983","06","Acadia NP",435142,6.99583169172513e-10,-0.249493473135188,"Summer","ACADSummer","ACAD06"
"43","ACAD","1983","07","Acadia NP",916474,2.73464889621877e-10,-0.427292146621845,"Summer","ACADSummer","ACAD07"
"44","ACAD","1983","08","Acadia NP",715624,2.29721727751375e-10,-0.452735875549099,"Summer","ACADSummer","ACAD08"
"45","ACAD","1983","09","Acadia NP",668981,2.34573915847136e-10,-0.447982082303243,"Fall","ACADFall","ACAD09"
"46","ACAD","1983","10","Acadia NP",529524,2.85828916091191e-10,-0.429480577859431,"Fall","ACADFall","ACAD10"
"47","ACAD","1983","11","Acadia NP",262444,2.68334160447026e-10,-0.431812830128749,"Fall","ACADFall","ACAD11"
"48","ACAD","1983","12","Acadia NP",27228,2.71310973687378e-10,-0.433808286450326,"Winter","ACADWinter","ACAD12"
"49","ACAD","1984","01","Acadia NP",24273,3.12218334519443e-10,-0.421461059496055,"Winter","ACADWinter","ACAD01"
"50","ACAD","1984","02","Acadia NP",26185,2.29439953147725e-10,-0.448887959023531,"Winter","ACADWinter","ACAD02"
"51","ACAD","1984","03","Acadia NP",37289,3.56565749148885e-10,-0.397488823422218,"Spring","ACADSpring","ACAD03"
"52","ACAD","1984","04","Acadia NP",229638,7.30791371861272e-10,-0.254577276035073,"Spring","ACADSpring","ACAD04"
"53","ACAD","1984","05","Acadia NP",271964,8.79512074281052e-10,-0.194564507903205,"Spring","ACADSpring","ACAD05"
"54","ACAD","1984","06","Acadia NP",458908,4.85979534392555e-10,-0.352558620562495,"Summer","ACADSummer","ACAD06"
"55","ACAD","1984","07","Acadia NP",790392,3.49409279287727e-10,-0.360741768895975,"Summer","ACADSummer","ACAD07"
"56","ACAD","1984","08","Acadia NP",865843,3.23184173867119e-10,-0.412179983430122,"Summer","ACADSummer","ACAD08"
"57","ACAD","1984","09","Acadia NP",443622,2.81924622536067e-10,-0.429268662914617,"Fall","ACADFall","ACAD09"
"58","ACAD","1984","10","Acadia NP",361873,3.58802682010051e-10,-0.402000817833445,"Fall","ACADFall","ACAD10"
"59","ACAD","1984","11","Acadia NP",194735,4.21230494929148e-10,-0.37026099217658,"Fall","ACADFall","ACAD11"
"60","ACAD","1984","12","Acadia NP",30041,4.34864616538633e-10,-0.369155926187046,"Winter","ACADWinter","ACAD12"
"61","ACAD","1985","01","Acadia NP",31360,3.01796421187106e-10,-0.425381876434465,"Winter","ACADWinter","ACAD01"
"62","ACAD","1985","02","Acadia NP",23261,3.72853997676614e-10,-0.397220671330323,"Winter","ACADWinter","ACAD02"
"63","ACAD","1985","03","Acadia NP",46315,8.57174720092502e-10,-0.191711822798274,"Spring","ACADSpring","ACAD03"
"64","ACAD","1985","04","Acadia NP",261410,9.23952692133412e-10,-0.178941601867378,"Spring","ACADSpring","ACAD04"
"65","ACAD","1985","05","Acadia NP",341775,1.1809315747513e-09,-0.0704246958354164,"Spring","ACADSpring","ACAD05"
"66","ACAD","1985","06","Acadia NP",432926,7.01073366027316e-10,-0.253769190137141,"Summer","ACADSummer","ACAD06"
"67","ACAD","1985","07","Acadia NP",725951,4.4382397756948e-10,-0.3529283140864,"Summer","ACADSummer","ACAD07"
"68","ACAD","1985","08","Acadia NP",816294,3.42326694768857e-10,-0.406019469589633,"Summer","ACADSummer","ACAD08"
"69","ACAD","1985","09","Acadia NP",451026,4.3482639711101e-10,-0.372975047709473,"Fall","ACADFall","ACAD09"
"70","ACAD","1985","10","Acadia NP",373037,4.43592163001938e-10,-0.354703155368631,"Fall","ACADFall","ACAD10"
"71","ACAD","1985","11","Acadia NP",206970,4.30494917491586e-10,-0.369562443878452,"Fall","ACADFall","ACAD11"
"72","ACAD","1985","12","Acadia NP",35245,2.49106374416996e-10,-0.440300327786874,"Winter","ACADWinter","ACAD12"
"73","ACAD","1986","01","Acadia NP",28369,2.74250455678526e-10,-0.432621245992339,"Winter","ACADWinter","ACAD01"
"74","ACAD","1986","02","Acadia NP",33055,2.55680920879797e-10,-0.438839888783019,"Winter","ACADWinter","ACAD02"
"75","ACAD","1986","03","Acadia NP",47390,6.23128770804726e-10,-0.29852425822413,"Spring","ACADSpring","ACAD03"
"76","ACAD","1986","04","Acadia NP",257926,6.56275866983691e-10,-0.274333309912913,"Spring","ACADSpring","ACAD04"
"77","ACAD","1986","05","Acadia NP",411604,7.9406070607746e-10,-0.229908581445612,"Spring","ACADSpring","ACAD05"
"78","ACAD","1986","06","Acadia NP",486835,7.59025453600515e-10,-0.244250186833642,"Summer","ACADSummer","ACAD06"
"79","ACAD","1986","07","Acadia NP",717864,4.84106588150013e-10,-0.350274950236979,"Summer","ACADSummer","ACAD07"
"80","ACAD","1986","08","Acadia NP",809273,3.53530871244345e-10,-0.394157380144358,"Summer","ACADSummer","ACAD08"
"81","ACAD","1986","09","Acadia NP",488247,3.75870362612218e-10,-0.393813335950983,"Fall","ACADFall","ACAD09"
"82","ACAD","1986","10","Acadia NP",407396,3.79387354865202e-10,-0.393321269163156,"Fall","ACADFall","ACAD10"
"83","ACAD","1986","11","Acadia NP",204770,4.57950621868264e-10,-0.358396263006036,"Fall","ACADFall","ACAD11"
"84","ACAD","1986","12","Acadia NP",36325,2.42201009248433e-10,-0.445683904487604,"Winter","ACADWinter","ACAD12"
"85","ACAD","1987","01","Acadia NP",35579,2.54242876751576e-10,-0.436552137882192,"Winter","ACADWinter","ACAD01"
"86","ACAD","1987","02","Acadia NP",35766,3.01673352964826e-10,-0.425310328880823,"Winter","ACADWinter","ACAD02"
"87","ACAD","1987","03","Acadia NP",56924,5.50575751656623e-10,-0.327115144608912,"Spring","ACADSpring","ACAD03"
"88","ACAD","1987","04","Acadia NP",292358,7.23928750279157e-10,-0.25807959752867,"Spring","ACADSpring","ACAD04"
"89","ACAD","1987","05","Acadia NP",444265,8.20400136714028e-10,-0.21961864637734,"Spring","ACADSpring","ACAD05"
"90","ACAD","1987","06","Acadia NP",523486,5.49143175376798e-10,-0.326425208414473,"Summer","ACADSummer","ACAD06"
"91","ACAD","1987","07","Acadia NP",751309,3.13884224167893e-10,-0.42086040100998,"Summer","ACADSummer","ACAD07"
"92","ACAD","1987","08","Acadia NP",786970,2.14759210415139e-10,-0.458510813518649,"Summer","ACADSummer","ACAD08"
"93","ACAD","1987","09","Acadia NP",562309,2.50813592117538e-10,-0.440966572447024,"Fall","ACADFall","ACAD09"
"94","ACAD","1987","10","Acadia NP",444810,5.24271515089936e-10,-0.333821014691093,"Fall","ACADFall","ACAD10"
"95","ACAD","1987","11","Acadia NP",299699,5.00943508896512e-10,-0.338997119984546,"Fall","ACADFall","ACAD11"
"96","ACAD","1987","12","Acadia NP",54679,3.51889489769164e-10,-0.400444963759977,"Winter","ACADWinter","ACAD12"
"97","ACAD","1988","01","Acadia NP",43462,3.76605691077003e-10,-0.389883917907738,"Winter","ACADWinter","ACAD01"
"98","ACAD","1988","02","Acadia NP",30060,4.56329696252311e-10,-0.36192851238487,"Winter","ACADWinter","ACAD02"
"99","ACAD","1988","03","Acadia NP",54253,5.06383046605663e-10,-0.344866417133603,"Spring","ACADSpring","ACAD03"
"100","ACAD","1988","04","Acadia NP",223653,6.73335998069291e-10,-0.277274843770851,"Spring","ACADSpring","ACAD04"
"101","ACAD","1988","05","Acadia NP",448299,7.04638569715144e-10,-0.265604442375516,"Spring","ACADSpring","ACAD05"
"102","ACAD","1988","06","Acadia NP",582015,5.03372621363241e-10,-0.334839420699821,"Summer","ACADSummer","ACAD06"
"103","ACAD","1988","07","Acadia NP",799802,3.72022773698077e-10,-0.378302684232215,"Summer","ACADSummer","ACAD07"
"104","ACAD","1988","08","Acadia NP",909762,4.04482419780194e-10,-0.34802792809728,"Summer","ACADSummer","ACAD08"
"105","ACAD","1988","09","Acadia NP",601530,2.65457184012163e-10,-0.439722161959861,"Fall","ACADFall","ACAD09"
"106","ACAD","1988","10","Acadia NP",455637,2.97326663289965e-10,-0.424637627892619,"Fall","ACADFall","ACAD10"
"107","ACAD","1988","11","Acadia NP",303503,4.65206845268185e-10,-0.352613900809167,"Fall","ACADFall","ACAD11"
"108","ACAD","1988","12","Acadia NP",50307,5.76575398536505e-10,-0.313318136541559,"Winter","ACADWinter","ACAD12"
"109","ACAD","1989","01","Acadia NP",41114,6.698039900499e-10,-0.261019481558315,"Winter","ACADWinter","ACAD01"
"110","ACAD","1989","02","Acadia NP",42012,4.17973294863927e-10,-0.37210881086364,"Winter","ACADWinter","ACAD02"
"111","ACAD","1989","03","Acadia NP",74773,7.60568830138197e-10,-0.226068155140494,"Spring","ACADSpring","ACAD03"
"112","ACAD","1989","04","Acadia NP",324714,1.01809771724248e-09,-0.139455447414755,"Spring","ACADSpring","ACAD04"
"113","ACAD","1989","05","Acadia NP",579272,1.00236163813605e-09,-0.147854393288962,"Spring","ACADSpring","ACAD05"
"114","ACAD","1989","06","Acadia NP",704488,8.07639566335894e-10,-0.217160424218421,"Summer","ACADSummer","ACAD06"
"115","ACAD","1989","07","Acadia NP",999535,3.05974245939922e-10,-0.423950122445199,"Summer","ACADSummer","ACAD07"
"116","ACAD","1989","08","Acadia NP",1045060,2.7522356615961e-10,-0.427440895140745,"Summer","ACADSummer","ACAD08"
"117","ACAD","1989","09","Acadia NP",666669,3.45465350770624e-10,-0.408155909238278,"Fall","ACADFall","ACAD09"
"118","ACAD","1989","10","Acadia NP",610334,4.91727547569099e-10,-0.346689191427175,"Fall","ACADFall","ACAD10"
"119","ACAD","1989","11","Acadia NP",302857,5.94309490509204e-10,-0.304007803520564,"Fall","ACADFall","ACAD11"
"120","ACAD","1989","12","Acadia NP",50124,5.52482448679115e-10,-0.313984337206289,"Winter","ACADWinter","ACAD12"
"121","ACAD","1990","01","Acadia NP",16084,2.70984734651591e-10,-0.429384920815,"Winter","ACADWinter","ACAD01"
"122","ACAD","1990","02","Acadia NP",13383,3.88512499949201e-10,-0.381446773009117,"Winter","ACADWinter","ACAD02"
"123","ACAD","1990","03","Acadia NP",30060,7.89645737686584e-10,-0.217997063144677,"Spring","ACADSpring","ACAD03"
"124","ACAD","1990","04","Acadia NP",17898,1.02935415746686e-09,-0.128474982213859,"Spring","ACADSpring","ACAD04"
"125","ACAD","1990","05","Acadia NP",148090,8.37433233868978e-10,-0.213269953121747,"Spring","ACADSpring","ACAD05"
"126","ACAD","1990","06","Acadia NP",290533,5.49657097614897e-10,-0.327484222196921,"Summer","ACADSummer","ACAD06"
"127","ACAD","1990","07","Acadia NP",554953,3.74123065860488e-10,-0.383047315431616,"Summer","ACADSummer","ACAD07"
"128","ACAD","1990","08","Acadia NP",645522,2.41211217666404e-10,-0.449514981765728,"Summer","ACADSummer","ACAD08"
"129","ACAD","1990","09","Acadia NP",355864,2.92532387202726e-10,-0.423320822939957,"Fall","ACADFall","ACAD09"
"130","ACAD","1990","10","Acadia NP",207770,5.75733294372327e-10,-0.298115188798299,"Fall","ACADFall","ACAD10"
"131","ACAD","1990","11","Acadia NP",47633,4.85674445105388e-10,-0.347061172712979,"Fall","ACADFall","ACAD11"
"132","ACAD","1990","12","Acadia NP",11801,4.37286484800126e-10,-0.364496404129855,"Winter","ACADWinter","ACAD12"
"133","ACAD","1991","01","Acadia NP",24588,3.8615138864273e-10,-0.38831158754905,"Winter","ACADWinter","ACAD01"
"134","ACAD","1991","02","Acadia NP",14667,2.3153097494788e-10,-0.449806528422819,"Winter","ACADWinter","ACAD02"
"135","ACAD","1991","03","Acadia NP",31291,6.54662990484667e-10,-0.28076189885331,"Spring","ACADSpring","ACAD03"
"136","ACAD","1991","04","Acadia NP",75738,1.0761722624153e-09,-0.11805215897601,"Spring","ACADSpring","ACAD04"
"137","ACAD","1991","05","Acadia NP",157252,1.26631538588384e-09,-0.0391926543305838,"Spring","ACADSpring","ACAD05"
"138","ACAD","1991","06","Acadia NP",295348,1.05801123417848e-09,-0.115872097867298,"Summer","ACADSummer","ACAD06"
"139","ACAD","1991","07","Acadia NP",574529,4.13792722309125e-10,-0.375131582266728,"Summer","ACADSummer","ACAD07"
"140","ACAD","1991","08","Acadia NP",640990,2.36881958493029e-10,-0.450188628655487,"Summer","ACADSummer","ACAD08"
"141","ACAD","1991","09","Acadia NP",377904,2.11135497973913e-10,-0.455471923293139,"Fall","ACADFall","ACAD09"
"142","ACAD","1991","10","Acadia NP",224497,1.95206587005892e-10,-0.458829219380351,"Fall","ACADFall","ACAD10"
"143","ACAD","1991","11","Acadia NP",45518,2.43801256960552e-10,-0.444471764641852,"Fall","ACADFall","ACAD11"
"144","ACAD","1991","12","Acadia NP",13535,2.28072380425992e-10,-0.450781191984071,"Winter","ACADWinter","ACAD12"
"145","ACAD","1992","01","Acadia NP",17510,2.72447064908476e-10,-0.436974900882856,"Winter","ACADWinter","ACAD01"
"146","ACAD","1992","02","Acadia NP",21110,2.4972035550519e-10,-0.446219515743512,"Winter","ACADWinter","ACAD02"
"147","ACAD","1992","03","Acadia NP",30312,3.09011427557238e-10,-0.423037723403726,"Spring","ACADSpring","ACAD03"
"148","ACAD","1992","04","Acadia NP",63276,5.65801516749787e-10,-0.320859589659889,"Spring","ACADSpring","ACAD04"
"149","ACAD","1992","05","Acadia NP",164400,3.6365963018703e-10,-0.398533780667608,"Spring","ACADSpring","ACAD05"
"150","ACAD","1992","06","Acadia NP",262173,3.04574143683567e-10,-0.418124798719579,"Summer","ACADSummer","ACAD06"
"151","ACAD","1992","07","Acadia NP",539109,2.16944406883357e-10,-0.453563082956947,"Summer","ACADSummer","ACAD07"
"152","ACAD","1992","08","Acadia NP",615843,1.8548644564742e-10,-0.462153678385103,"Summer","ACADSummer","ACAD08"
"153","ACAD","1992","09","Acadia NP",391798,1.83899326322567e-10,-0.469501100697316,"Fall","ACADFall","ACAD09"
"154","ACAD","1992","10","Acadia NP",211573,2.63678995304772e-10,-0.437136947017798,"Fall","ACADFall","ACAD10"
"155","ACAD","1992","11","Acadia NP",46316,3.37002675765419e-10,-0.40585968921888,"Fall","ACADFall","ACAD11"
"156","ACAD","1992","12","Acadia NP",18693,3.35012045882266e-10,-0.408921176592577,"Winter","ACADWinter","ACAD12"
"157","ACAD","1993","01","Acadia NP",19402,2.68639832601281e-10,-0.43784941986672,"Winter","ACADWinter","ACAD01"
"158","ACAD","1993","02","Acadia NP",15556,2.75052813858423e-10,-0.434292500055478,"Winter","ACADWinter","ACAD02"
"159","ACAD","1993","03","Acadia NP",29040,4.53339643602391e-10,-0.36565920311079,"Spring","ACADSpring","ACAD03"
"160","ACAD","1993","04","Acadia NP",57707,8.43116132465127e-10,-0.208847467394845,"Spring","ACADSpring","ACAD04"
"161","ACAD","1993","05","Acadia NP",192823,6.18071260838349e-10,-0.300182269665504,"Spring","ACADSpring","ACAD05"
"162","ACAD","1993","06","Acadia NP",300647,4.24003165910847e-10,-0.377039234726549,"Summer","ACADSummer","ACAD06"
"163","ACAD","1993","07","Acadia NP",586449,1.97137819957227e-10,-0.443251727618004,"Summer","ACADSummer","ACAD07"
"164","ACAD","1993","08","Acadia NP",719671,2.1751261902736e-10,-0.45510417656662,"Summer","ACADSummer","ACAD08"
"165","ACAD","1993","09","Acadia NP",417317,2.57106141932084e-10,-0.438041921831952,"Fall","ACADFall","ACAD09"
"166","ACAD","1993","10","Acadia NP",254615,3.58253648968798e-10,-0.399960134218929,"Fall","ACADFall","ACAD10"
"167","ACAD","1993","11","Acadia NP",43755,5.50716361402692e-10,-0.32290847842045,"Fall","ACADFall","ACAD11"
"168","ACAD","1993","12","Acadia NP",19052,3.66668001516857e-10,-0.393393652629799,"Winter","ACADWinter","ACAD12"
"169","ACAD","1994","01","Acadia NP",13364,2.5656901603277e-10,-0.442734539444702,"Winter","ACADWinter","ACAD01"
"170","ACAD","1994","02","Acadia NP",18112,4.49430548332685e-10,-0.367083972826949,"Winter","ACADWinter","ACAD02"
"171","ACAD","1994","03","Acadia NP",29086,6.20914486493263e-10,-0.291039273228844,"Spring","ACADSpring","ACAD03"
"172","ACAD","1994","04","Acadia NP",58788,5.79879366746638e-10,-0.315531414193239,"Spring","ACADSpring","ACAD04"
"173","ACAD","1994","05","Acadia NP",182781,6.76305789149012e-10,-0.276376853229804,"Spring","ACADSpring","ACAD05"
"174","ACAD","1994","06","Acadia NP",311803,6.38541830522144e-10,-0.274084295829217,"Summer","ACADSummer","ACAD06"
"175","ACAD","1994","07","Acadia NP",617622,2.47183828960829e-10,-0.446232076436249,"Summer","ACADSummer","ACAD07"
"176","ACAD","1994","08","Acadia NP",720079,4.62513527477171e-10,-0.340457613982677,"Summer","ACADSummer","ACAD08"
"177","ACAD","1994","09","Acadia NP",421106,2.9484428787363e-10,-0.421579209199547,"Fall","ACADFall","ACAD09"
"178","ACAD","1994","10","Acadia NP",268779,4.347222581913e-10,-0.366062124176516,"Fall","ACADFall","ACAD10"
"179","ACAD","1994","11","Acadia NP",48907,4.07900463406108e-10,-0.381797020556874,"Fall","ACADFall","ACAD11"
"180","ACAD","1994","12","Acadia NP",20322,2.55425264272802e-10,-0.43905248565686,"Winter","ACADWinter","ACAD12"
"181","ACAD","1995","01","Acadia NP",14894,1.77013223523481e-10,-0.473105524564542,"Winter","ACADWinter","ACAD01"
"182","ACAD","1995","02","Acadia NP",20510,2.91139501396032e-10,-0.424169769585279,"Winter","ACADWinter","ACAD02"
"183","ACAD","1995","03","Acadia NP",32120,3.60449420311326e-10,-0.399431331254444,"Spring","ACADSpring","ACAD03"
"184","ACAD","1995","04","Acadia NP",86198,8.79164463452042e-10,-0.193888386271006,"Spring","ACADSpring","ACAD04"
"185","ACAD","1995","05","Acadia NP",175550,6.50682341341025e-10,-0.285986707077974,"Spring","ACADSpring","ACAD05"
"186","ACAD","1995","06","Acadia NP",355270,6.54640452957267e-10,-0.284601533240848,"Summer","ACADSummer","ACAD06"
"187","ACAD","1995","07","Acadia NP",626947,4.7560660965118e-10,-0.354415865268536,"Summer","ACADSummer","ACAD07"
"188","ACAD","1995","08","Acadia NP",753799,3.84715620471709e-10,-0.391811434300207,"Summer","ACADSummer","ACAD08"
"189","ACAD","1995","09","Acadia NP",439553,3.63361091215708e-10,-0.401192456964132,"Fall","ACADFall","ACAD09"
"190","ACAD","1995","10","Acadia NP",271606,5.01120200890881e-10,-0.335448251335374,"Fall","ACADFall","ACAD10"
"191","ACAD","1995","11","Acadia NP",54121,5.32163313415879e-10,-0.324959039007014,"Fall","ACADFall","ACAD11"
"192","ACAD","1995","12","Acadia NP",14810,3.67601199480205e-10,-0.395594435581873,"Winter","ACADWinter","ACAD12"
"193","ACAD","1996","01","Acadia NP",17655,5.48863454685744e-10,-0.32350494634266,"Winter","ACADWinter","ACAD01"
"194","ACAD","1996","02","Acadia NP",15576,4.46797820963241e-10,-0.358148876752922,"Winter","ACADWinter","ACAD02"
"195","ACAD","1996","03","Acadia NP",32452,6.56072363103277e-10,-0.276827344344646,"Spring","ACADSpring","ACAD03"
"196","ACAD","1996","04","Acadia NP",76597,8.33730418037248e-10,-0.210206859915178,"Spring","ACADSpring","ACAD04"
"197","ACAD","1996","05","Acadia NP",166290,1.14964904263104e-09,-0.087068119660187,"Spring","ACADSpring","ACAD05"
"198","ACAD","1996","06","Acadia NP",327723,9.5738084127106e-10,-0.121005351620554,"Summer","ACADSummer","ACAD06"
"199","ACAD","1996","07","Acadia NP",571017,4.77248185415391e-10,-0.3444461728708,"Summer","ACADSummer","ACAD07"
"200","ACAD","1996","08","Acadia NP",714090,2.90212492926045e-10,-0.426998400193696,"Summer","ACADSummer","ACAD08"
"201","ACAD","1996","09","Acadia NP",426562,6.77219225142522e-10,-0.254912367160244,"Fall","ACADFall","ACAD09"
"202","ACAD","1996","10","Acadia NP",280577,4.76824302264589e-10,-0.347554009420676,"Fall","ACADFall","ACAD10"
"203","ACAD","1996","11","Acadia NP",56828,5.24130627788111e-10,-0.328367430276461,"Fall","ACADFall","ACAD11"
"204","ACAD","1996","12","Acadia NP",19464,2.21209175976789e-10,-0.452511685881785,"Winter","ACADWinter","ACAD12"
"205","ACAD","1997","01","Acadia NP",16292,5.32706045941467e-10,-0.333886721852577,"Winter","ACADWinter","ACAD01"
"206","ACAD","1997","02","Acadia NP",17230,5.14566611542477e-10,-0.340800756269919,"Winter","ACADWinter","ACAD02"
"207","ACAD","1997","03","Acadia NP",27035,5.28381949305157e-10,-0.318314718519019,"Spring","ACADSpring","ACAD03"
"208","ACAD","1997","04","Acadia NP",77005,1.04104835862984e-09,-0.132697618740198,"Spring","ACADSpring","ACAD04"
"209","ACAD","1997","05","Acadia NP",132194,1.11766118582324e-09,-0.0724247716762145,"Spring","ACADSpring","ACAD05"
"210","ACAD","1997","06","Acadia NP",340064,6.05772709771912e-10,-0.305327864134391,"Summer","ACADSummer","ACAD06"
"211","ACAD","1997","07","Acadia NP",622847,3.48398587757259e-10,-0.403163814793776,"Summer","ACADSummer","ACAD07"
"212","ACAD","1997","08","Acadia NP",758140,3.80396297794405e-10,-0.384347171148282,"Summer","ACADSummer","ACAD08"
"213","ACAD","1997","09","Acadia NP",404808,4.923903507148e-10,-0.347921591164365,"Fall","ACADFall","ACAD09"
"214","ACAD","1997","10","Acadia NP",287171,3.99043353915829e-10,-0.380261371380567,"Fall","ACADFall","ACAD10"
"215","ACAD","1997","11","Acadia NP",57810,3.10600822839291e-10,-0.415296135114596,"Fall","ACADFall","ACAD11"
"216","ACAD","1997","12","Acadia NP",19710,1.90608001604531e-10,-0.466010360998335,"Winter","ACADWinter","ACAD12"
"217","ACAD","1998","01","Acadia NP",16726,2.2232778118525e-10,-0.457354938317118,"Winter","ACADWinter","ACAD01"
"218","ACAD","1998","02","Acadia NP",17028,2.61752231001111e-10,-0.435838213184372,"Winter","ACADWinter","ACAD02"
"219","ACAD","1998","03","Acadia NP",27500,8.21117618343692e-10,-0.219467566101119,"Spring","ACADSpring","ACAD03"
"220","ACAD","1998","04","Acadia NP",81896,1.13177256455543e-09,-0.0957383852966135,"Spring","ACADSpring","ACAD04"
"221","ACAD","1998","05","Acadia NP",148052,8.23278611949974e-10,-0.217435395600594,"Spring","ACADSpring","ACAD05"
"222","ACAD","1998","06","Acadia NP",307208,3.55828672082836e-10,-0.40379455514906,"Summer","ACADSummer","ACAD06"
"223","ACAD","1998","07","Acadia NP",565477,1.71334155196767e-10,-0.4773521770914,"Summer","ACADSummer","ACAD07"
"224","ACAD","1998","08","Acadia NP",701097,4.63617894075341e-10,-0.325028397788453,"Summer","ACADSummer","ACAD08"
"225","ACAD","1998","09","Acadia NP",391378,1.56439167176003e-10,-0.483386759538282,"Fall","ACADFall","ACAD09"
