"","UNIT_CODE","County","Year","Month","Monthly_Med"
"11215","HALE","15009",2006,1,20.5
"11216","HALE","15009",2006,2,18
"11217","HALE","15009",2006,3,16
"11218","HALE","15009",2006,4,21
"11219","HALE","15009",2006,5,19
"11220","HALE","15009",2006,6,21
"11221","HALE","15009",2006,7,20
"11222","HALE","15009",2006,8,26
"11223","HALE","15009",2006,9,19
"11224","HALE","15009",2006,10,19
"11225","HALE","15009",2006,11,18
"11226","HALE","15009",2006,12,17
"11227","HALE","15009",2007,1,16
"11228","HALE","15009",2007,2,18
"11229","HALE","15009",2007,3,16
"11230","HALE","15009",2007,4,23
"11231","HALE","15009",2007,5,31
"11232","HALE","15009",2007,6,32.5
"11233","HALE","15009",2007,7,31
"11234","HALE","15009",2007,8,24.5
"11235","HALE","15009",2007,9,21
"11236","HALE","15009",2007,10,26.5
"11237","HALE","15009",2007,11,19
"11238","HALE","15009",2007,12,13
"11239","HALE","15009",2008,1,15
"11240","HALE","15009",2008,2,15
"11241","HALE","15009",2008,3,20
"11242","HALE","15009",2008,4,18
"11243","HALE","15009",2008,5,20.5
"11244","HALE","15009",2008,6,21
"11245","HALE","15009",2008,7,15
"11246","HALE","15009",2008,8,19
"11247","HALE","15009",2008,9,17
"11248","HALE","15009",2008,10,22
"11249","HALE","15009",2008,11,18.5
"11250","HALE","15009",2008,12,14
"11251","HALE","15009",2009,1,12
"11252","HALE","15009",2009,2,13
"11253","HALE","15009",2009,3,13
"11254","HALE","15009",2009,4,16
"11255","HALE","15009",2009,5,26
"11256","HALE","15009",2009,6,20
"11257","HALE","15009",2009,7,12
"11258","HALE","15009",2009,8,11
"11259","HALE","15009",2009,9,11.5
"11260","HALE","15009",2009,10,16
"11261","HALE","15009",2009,11,5
"11262","HALE","15009",2009,12,15
"11263","HALE","15009",2010,1,21
"11264","HALE","15009",2010,2,15
"11265","HALE","15009",2010,3,26
"11266","HALE","15009",2010,4,22
"11267","HALE","15009",2010,5,24
"11268","HALE","15009",2010,6,18
"11269","HALE","15009",2010,7,20
"11270","HALE","15009",2010,8,16
"11271","HALE","15009",2010,9,12
"11272","HALE","15009",2010,10,18
"11273","HALE","15009",2010,11,10
"11274","HALE","15009",2010,12,18
"11275","HALE","15009",2011,1,12
"11276","HALE","15009",2011,2,27
"11277","HALE","15009",2011,3,23
"11278","HALE","15009",2011,4,29.5
"11279","HALE","15009",2011,5,25
"11280","HALE","15009",2011,6,28
"11281","HALE","15009",2011,7,17
"11282","HALE","15009",2011,8,36
"11283","HALE","15009",2011,9,18
"11284","HALE","15009",2011,10,21
"11285","HALE","15009",2011,11,20
"11286","HALE","15009",2011,12,21
"11287","HALE","15009",2012,1,26
"11288","HALE","15009",2012,2,27
"11289","HALE","15009",2012,3,25
"11290","HALE","15009",2012,4,26
"11291","HALE","15009",2012,5,26
"11292","HALE","15009",2012,6,21.5
"11293","HALE","15009",2012,7,22
"11294","HALE","15009",2012,8,28
"11295","HALE","15009",2012,9,19
"11296","HALE","15009",2012,10,27
"11297","HALE","15009",2012,11,23.5
"11298","HALE","15009",2012,12,23
"11299","HALE","15009",2013,1,27
"11300","HALE","15009",2013,2,23
"11301","HALE","15009",2013,3,33
"11302","HALE","15009",2013,4,45
"11303","HALE","15009",2013,5,36
"11304","HALE","15009",2013,6,29.5
"11305","HALE","15009",2013,7,25
"11306","HALE","15009",2013,8,23
"11307","HALE","15009",2013,9,20.5
"11308","HALE","15009",2013,10,23
"11309","HALE","15009",2013,11,30
"11310","HALE","15009",2013,12,28
"11311","HALE","15009",2014,1,30
"11312","HALE","15009",2014,2,25.5
"11313","HALE","15009",2014,3,27
"11314","HALE","15009",2014,4,30
"11315","HALE","15009",2014,5,33
"11316","HALE","15009",2014,6,18
"11317","HALE","15009",2014,7,14
"11318","HALE","15009",2014,8,13
"11319","HALE","15009",2014,9,6
"11320","HALE","15009",2014,10,17
"11321","HALE","15009",2014,11,21.5
"11322","HALE","15009",2014,12,14.5
"11323","HALE","15009",2015,1,22
"11324","HALE","15009",2015,2,31
"11325","HALE","15009",2015,3,29
"11326","HALE","15009",2015,4,29.5
"11327","HALE","15009",2015,5,29
"11328","HALE","15009",2015,6,25
"11329","HALE","15009",2015,7,25
"11330","HALE","15009",2015,8,28
"11331","HALE","15009",2015,9,24
"11332","HALE","15009",2015,10,20
"11333","HALE","15009",2015,11,20.5
"11334","HALE","15009",2015,12,20
"11335","HALE","15009",2016,1,28
"11336","HALE","15009",2016,2,31
"11337","HALE","15009",2016,3,32
"11338","HALE","15009",2016,4,22.5
"11339","HALE","15009",2016,5,15
"11340","HALE","15009",2016,6,12.5
"11341","HALE","15009",2016,7,13
"11342","HALE","15009",2016,8,18
"11343","HALE","15009",2016,9,19.5
"11344","HALE","15009",2016,10,23
"11345","HALE","15009",2016,11,21.5
"11346","HALE","15009",2016,12,23
"11347","HALE","15009",2017,1,24
"11348","HALE","15009",2017,2,16.5
"11349","HALE","15009",2017,3,20
"11350","HALE","15009",2017,4,19
"11351","HALE","15009",2017,5,26
"11352","HALE","15009",2017,6,21
"11353","HALE","15009",2017,7,21
"11354","HALE","15009",2017,8,19
"11355","HALE","15009",2017,9,19.5
"11356","HALE","15009",2017,10,25
"11357","HALE","15009",2017,11,18.5
"11358","HALE","15009",2017,12,18
"11359","HALE","15009",2018,1,19
"11360","HALE","15009",2018,2,23.5
"11361","HALE","15009",2018,3,22
"11362","HALE","15009",2018,4,20
"11363","HALE","15009",2018,5,19
"11364","HALE","15009",2018,6,18
"11365","HALE","15009",2018,7,24
"11366","HALE","15009",2018,8,17
"11367","HALE","15009",2018,9,18
"11368","HALE","15009",2018,10,15
"11369","HALE","15009",2018,11,19.5
"11370","HALE","15009",2018,12,13
"11371","HALE","15009",2019,1,16.5
"11372","HALE","15009",2019,2,8.5
"11373","HALE","15009",2019,3,14
"11374","HALE","15009",2019,4,19.5
"11375","HALE","15009",2019,5,11
"11376","HALE","15009",2019,6,15
"11377","HALE","15009",2019,7,31
"11378","HALE","15009",2019,8,16
"11379","HALE","15009",2019,9,13
"11380","HALE","15009",2019,10,15
"11381","HALE","15009",2019,11,11.5
"11382","HALE","15009",2019,12,18
"11383","HALE","15009",2020,1,16
"11384","HALE","15009",2020,2,17
"11385","HALE","15009",2020,3,17
"11386","HALE","15009",2020,4,14
"11387","HALE","15009",2020,5,15
"11388","HALE","15009",2020,6,15
"11389","CAVE","35015",1984,10,0
"11390","CAVE","35015",1984,11,14
"11391","CAVE","35015",1984,12,0
"11392","CAVE","35015",1985,1,0
"11393","CAVE","35015",1985,2,0
"11394","CAVE","35015",1985,3,0
"11395","CAVE","35015",1985,5,0
"11396","CAVE","35015",1985,6,0
"11397","CAVE","35015",1985,9,14
"11398","CAVE","35015",1985,10,14
"11399","CAVE","35015",1985,11,14
"11400","CAVE","35015",1985,12,43
"11401","CAVE","35015",1986,1,43
"11402","CAVE","35015",1986,2,29
"11403","CAVE","35015",1986,3,29
"11404","CAVE","35015",1986,4,43
"11405","CAVE","35015",1986,5,43
"11406","CAVE","35015",1986,6,37.5
"11407","CAVE","35015",1986,7,43
"11408","CAVE","35015",1986,8,43
"11409","CAVE","35015",1986,9,25.5
"11410","CAVE","35015",1986,10,29
"11411","CAVE","35015",1986,11,29
"11412","CAVE","35015",1986,12,28
"11413","CAVE","35015",1987,1,33.5
"11414","CAVE","35015",1987,2,25.5
"11415","CAVE","35015",1987,3,56
"11416","CAVE","35015",1987,4,56
"11417","CAVE","35015",1987,5,37.5
"11418","CAVE","35015",1987,6,62.5
"11419","CAVE","35015",1987,7,43
"11420","CAVE","35015",1987,8,43
"11421","CAVE","35015",1987,9,43
"11422","CAVE","35015",1987,10,43
"11423","CAVE","35015",1987,11,36
"11424","CAVE","35015",1987,12,68
"11425","CAVE","35015",1988,1,43
"11426","CAVE","35015",1988,2,43
"11427","CAVE","35015",1988,3,62.5
"11428","CAVE","35015",1988,4,62.5
"11429","CAVE","35015",1988,5,29
"11430","CAVE","35015",1988,6,43
"11431","CAVE","35015",1988,7,14
"11432","CAVE","35015",1988,8,29
"11433","CAVE","35015",1988,9,56
"11434","CAVE","35015",1988,10,56
"11435","CAVE","35015",1988,11,45
"11436","CAVE","35015",1988,12,38
"11437","CAVE","35015",1989,1,38
"11438","CAVE","35015",1989,2,19
"11439","CAVE","35015",1989,3,56
"11440","CAVE","35015",1989,4,49.5
"11441","CAVE","35015",1989,5,94
"11442","CAVE","35015",1989,6,69
"11443","CAVE","35015",1989,7,56
"11444","CAVE","35015",1989,8,81
"11445","CAVE","35015",1989,9,62.5
"11446","CAVE","35015",1989,10,43
"11447","CAVE","35015",1989,11,33.5
"11448","CAVE","35015",1989,12,29
"11449","CAVE","35015",1990,1,30
"11450","CAVE","35015",1990,2,39
"11451","CAVE","35015",1990,3,33
"11452","CAVE","35015",1990,4,19
"11453","CAVE","35015",1990,5,19
"11454","CAVE","35015",1990,6,52.5
"11455","CAVE","35015",1990,7,52
"11456","CAVE","35015",1990,8,33
"11457","CAVE","35015",1990,9,24.5
"11458","CAVE","35015",1990,10,25
"11459","CAVE","35015",1990,11,27
"11460","CAVE","35015",1990,12,31
"11461","CAVE","35015",1991,1,16
"11462","CAVE","35015",1991,2,48
"11463","CAVE","35015",1991,3,39
"11464","CAVE","35015",1991,4,33
"11465","CAVE","35015",1991,5,62
"11466","CAVE","35015",1991,6,45
"11467","CAVE","35015",1991,7,18
"11468","CAVE","35015",1991,8,19
"11469","CAVE","35015",1991,9,27
"11470","CAVE","35015",1992,1,19
"11471","CAVE","35015",1992,2,19
"11472","CAVE","35015",1992,3,11
"11473","CAVE","35015",1992,4,17.5
"11474","CAVE","35015",1992,5,13
"11475","CAVE","35015",1992,6,13
"11476","CAVE","35015",1992,7,11
"11477","CAVE","35015",1992,8,16
"11478","CAVE","35015",1992,9,12.5
"11479","CAVE","35015",1992,10,20
"11480","CAVE","35015",1992,11,19.5
"11481","CAVE","35015",1992,12,18
"11482","CAVE","35015",1993,1,18
"11483","CAVE","35015",1993,2,22
"11484","CAVE","35015",1993,3,20
"11485","CAVE","35015",1993,4,17
"11486","CAVE","35015",1993,5,19
"11487","CAVE","35015",1993,6,16.5
"11488","CAVE","35015",1993,7,14
"11489","CAVE","35015",1993,8,20
"11490","CAVE","35015",1993,9,14.5
"11491","CAVE","35015",1993,10,20
"11492","CAVE","35015",1993,11,21.5
"11493","CAVE","35015",1993,12,25
"11494","CAVE","35015",1994,1,25
"11495","CAVE","35015",1994,2,18.5
"11496","CAVE","35015",1994,3,17
"11497","CAVE","35015",1994,4,14
"11498","CAVE","35015",1994,5,14
"11499","CAVE","35015",1994,6,22
"11500","CAVE","35015",1994,7,14
"11501","CAVE","35015",1994,8,15
"11502","CAVE","35015",1994,9,17
"11503","CAVE","35015",1994,10,17
"11504","CAVE","35015",1994,11,18
"11505","CAVE","35015",1994,12,23
"11506","CAVE","35015",1995,1,20
"11507","CAVE","35015",1995,2,15
"11508","CAVE","35015",1995,3,13
"11509","CAVE","35015",1995,4,14
"11510","CAVE","35015",1995,5,11
"11511","CAVE","35015",1995,6,7.5
"11512","CAVE","35015",1995,7,14
"11513","CAVE","35015",1995,8,14
"11514","CAVE","35015",1995,9,13
"11515","CAVE","35015",1995,10,16
"11516","CAVE","35015",1995,11,19.5
"11517","CAVE","35015",1995,12,18
"11518","CAVE","35015",1996,1,13
"11519","CAVE","35015",1996,2,18
"11520","CAVE","35015",1996,3,15
"11521","CAVE","35015",1996,4,14
"11522","CAVE","35015",1996,5,8
"11523","CAVE","35015",1996,6,13.5
"11524","CAVE","35015",1996,7,13
"11525","CAVE","35015",1996,8,10
"11526","CAVE","35015",1996,9,9.5
"11527","CAVE","35015",1996,10,14
"11528","CAVE","35015",1996,11,16
"11529","CAVE","35015",1996,12,21
"11530","CAVE","35015",1997,1,16
"11531","CAVE","35015",1997,2,18
"11532","CAVE","35015",1997,3,15
"11533","CAVE","35015",1997,4,11
"11534","CAVE","35015",1997,5,11
"11535","CAVE","35015",1997,6,13
"11536","CAVE","35015",1997,7,13
"11537","CAVE","35015",1997,8,24
"11538","CAVE","35015",1997,9,47
"11539","CAVE","35015",1997,10,37
"11540","CAVE","35015",1997,11,40
"11541","CAVE","35015",1997,12,37
"11542","CAVE","35015",1998,1,37
"11543","CAVE","35015",1998,2,42
"11544","CAVE","35015",1998,3,46
"11545","CAVE","35015",1998,4,62.5
"11546","CAVE","35015",1998,5,74
"11547","CAVE","35015",1998,6,49.5
"11548","CAVE","35015",1998,7,50
"11549","CAVE","35015",1998,8,50
"11550","CAVE","35015",1998,9,46.5
"11551","CAVE","35015",1998,10,38
"11552","CAVE","35015",1998,11,34.5
"11553","CAVE","35015",1998,12,32
"11554","CAVE","35015",1999,1,38
"11555","CAVE","35015",1999,2,44
"11556","CAVE","35015",1999,3,47
"11557","CAVE","35015",1999,4,58
"11558","CAVE","35015",1999,5,64
"11559","CAVE","35015",1999,6,48
"11560","CAVE","35015",1999,7,41
"11561","CAVE","35015",1999,8,58
"11562","CAVE","35015",1999,9,45
"11563","CAVE","35015",1999,10,45
"11564","CAVE","35015",1999,11,37
"11565","CAVE","35015",1999,12,29
"11566","CAVE","35015",2000,1,34
"11567","CAVE","35015",2000,2,42
"11568","CAVE","35015",2000,3,47
"11569","CAVE","35015",2000,4,57
"11570","CAVE","35015",2000,5,62
"11571","CAVE","35015",2000,6,44.5
"11572","CAVE","35015",2000,7,51
"11573","CAVE","35015",2000,8,43
"11574","CAVE","35015",2000,9,49
"11575","CAVE","35015",2000,10,23
"11576","CAVE","35015",2000,11,26
"11577","CAVE","35015",2000,12,25
"11578","CAVE","35015",2001,1,29
"11579","CAVE","35015",2001,2,34.5
"11580","CAVE","35015",2001,3,44
"11581","CAVE","35015",2001,4,58
"11582","CAVE","35015",2001,5,54
"11583","CAVE","35015",2001,6,48.5
"11584","CAVE","35015",2001,7,52
"11585","CAVE","35015",2001,8,41
"11586","CAVE","35015",2001,9,39
"11587","CAVE","35015",2001,10,39
"11588","CAVE","35015",2001,11,39
"11589","CAVE","35015",2001,12,50
"11590","CAVE","35015",2002,1,64
"11591","CAVE","35015",2002,2,88.5
"11592","CAVE","35015",2002,3,45
"11593","CAVE","35015",2002,4,41.5
"11594","CAVE","35015",2002,5,44
"11595","CAVE","35015",2002,6,41
"11596","CAVE","35015",2002,7,34
"11597","CAVE","35015",2002,8,44
"11598","CAVE","35015",2002,9,47.5
"11599","CAVE","35015",2002,10,36
"11600","CAVE","35015",2002,11,37
"11601","CAVE","35015",2002,12,33
"11602","CAVE","35015",2003,1,31
"11603","CAVE","35015",2003,2,37
"11604","CAVE","35015",2003,3,46
"11605","CAVE","35015",2003,4,54
"11606","CAVE","35015",2003,5,61
"11607","CAVE","35015",2003,6,10
"11608","CAVE","35015",2003,7,10
"11609","CAVE","35015",2003,8,9
"11610","CAVE","35015",2003,9,39
"11611","CAVE","35015",2003,10,44
"11612","CAVE","35015",2003,11,36
"11613","CAVE","35015",2003,12,35
"11614","CAVE","35015",2004,1,36
"11615","CAVE","35015",2004,2,42
"11616","CAVE","35015",2004,3,45
"11617","CAVE","35015",2004,4,51
"11618","CAVE","35015",2004,5,47
"11619","CAVE","35015",2004,6,46
"11620","CAVE","35015",2004,7,48
"11621","CAVE","35015",2004,8,44
"11622","CAVE","35015",2004,9,40.5
"11623","CAVE","35015",2004,10,32.5
"11624","CAVE","35015",2004,11,31
"11625","CAVE","35015",2004,12,31
"11626","CAVE","35015",2005,1,31
"11627","CAVE","35015",2005,2,31.5
"11628","CAVE","35015",2005,3,44
"11629","CAVE","35015",2005,4,50
"11630","CAVE","35015",2005,5,49
"11631","CAVE","35015",2005,6,51
"11632","CAVE","35015",2005,7,54
"11633","CAVE","35015",2005,8,46
"11634","CAVE","35015",2005,9,44
"11635","CAVE","35015",2005,10,38
"11636","CAVE","35015",2005,11,38
"11637","CAVE","35015",2005,12,36
"11638","CAVE","35015",2006,1,39
"11639","CAVE","35015",2006,2,43
"11640","CAVE","35015",2006,3,47
"11641","CAVE","35015",2006,4,58
"11642","CAVE","35015",2006,5,87
"11643","CAVE","35015",2006,6,97
"11644","CAVE","35015",2006,7,49
"11645","CAVE","35015",2006,8,40
"11646","CAVE","35015",2006,9,41
"11647","CAVE","35015",2006,10,37
"11648","CAVE","35015",2006,11,37.5
"11649","CAVE","35015",2006,12,35
"11650","CAVE","35015",2007,1,32
"11651","CAVE","35015",2007,2,40
"11652","CAVE","35015",2007,3,45
"11653","CAVE","35015",2007,4,51
"11654","CAVE","35015",2007,5,49
"11655","CAVE","35015",2007,6,50.5
"11656","CAVE","35015",2007,7,44
"11657","CAVE","35015",2007,8,41
"11658","CAVE","35015",2007,9,36
"11659","CAVE","35015",2007,10,38
"11660","CAVE","35015",2007,11,36
"11661","CAVE","35015",2007,12,35
"11662","CAVE","35015",2008,1,36
"11663","CAVE","35015",2008,2,42
"11664","CAVE","35015",2008,3,47
"11665","CAVE","35015",2008,4,67
"11666","CAVE","35015",2008,5,64
"11667","CAVE","35015",2008,6,67
"11668","CAVE","35015",2008,7,46
"11669","CAVE","35015",2008,8,51
"11670","CAVE","35015",2008,9,44.5
"11671","CAVE","35015",2008,10,36
"11672","CAVE","35015",2008,11,37
"11673","CAVE","35015",2008,12,34
"11674","CAVE","35015",2009,1,36
"11675","CAVE","35015",2009,2,40.5
"11676","CAVE","35015",2009,3,42
"11677","CAVE","35015",2009,4,48.5
"11678","CAVE","35015",2009,5,71
"11679","CAVE","35015",2009,6,48
"11680","CAVE","35015",2009,7,49
"11681","CAVE","35015",2009,8,42
"11682","CAVE","35015",2009,9,41.5
"11683","CAVE","35015",2009,10,35
"11684","CAVE","35015",2009,11,38.5
"11685","CAVE","35015",2009,12,31
"11686","CAVE","35015",2010,1,32
"11687","CAVE","35015",2010,2,36.5
"11688","CAVE","35015",2010,3,43
"11689","CAVE","35015",2010,4,51
"11690","CAVE","35015",2010,5,58
"11691","CAVE","35015",2010,6,64.5
"11692","CAVE","35015",2010,7,33
"11693","CAVE","35015",2010,8,35
"11694","CAVE","35015",2010,9,41
"11695","CAVE","35015",2010,10,39
"11696","CAVE","35015",2010,11,31
"11697","CAVE","35015",2010,12,31
"11698","CAVE","35015",2011,1,35
"11699","CAVE","35015",2011,2,38
"11700","CAVE","35015",2011,3,43
"11701","CAVE","35015",2011,4,57.5
"11702","CAVE","35015",2011,5,71
"11703","CAVE","35015",2011,6,60.5
"11704","CAVE","35015",2011,7,51
"11705","CAVE","35015",2011,8,61
"11706","CAVE","35015",2011,9,61
"11707","CAVE","35015",2011,10,44
"11708","CAVE","35015",2011,11,37
"11709","CAVE","35015",2011,12,32
"11710","CAVE","35015",2012,1,33
"11711","CAVE","35015",2012,2,39
"11712","CAVE","35015",2012,3,46
"11713","CAVE","35015",2012,4,67
"11714","CAVE","35015",2012,5,77
"11715","CAVE","35015",2012,6,48.5
"11716","CAVE","35015",2012,7,48
"11717","CAVE","35015",2012,8,67
"11718","CAVE","35015",2012,9,49
"11719","CAVE","35015",2012,10,40
"11720","CAVE","35015",2012,11,39.5
"11721","CAVE","35015",2012,12,37
"11722","CAVE","35015",2013,1,35
"11723","CAVE","35015",2013,2,44
"11724","CAVE","35015",2013,3,48
"11725","CAVE","35015",2013,4,49
"11726","CAVE","35015",2013,5,71
"11727","CAVE","35015",2013,6,57
"11728","CAVE","35015",2013,7,51
"11729","CAVE","35015",2013,8,48
"11730","CAVE","35015",2013,9,44
"11731","CAVE","35015",2013,10,40
"11732","CAVE","35015",2013,11,34
"11733","CAVE","35015",2013,12,32
"11734","CAVE","35015",2014,1,35
"11735","CAVE","35015",2014,2,30
"11736","CAVE","35015",2014,3,32
"11737","CAVE","35015",2014,4,50
"11738","CAVE","35015",2014,5,61
"11739","CAVE","35015",2014,6,48
"11740","CAVE","35015",2014,7,49
"11741","CAVE","35015",2014,8,47
"11742","CAVE","35015",2014,9,39.5
"11743","CAVE","35015",2014,10,39
"11744","CAVE","35015",2014,11,37
"11745","CAVE","35015",2014,12,32
"11746","CAVE","35015",2015,1,30
"11747","CAVE","35015",2015,2,31.5
"11748","CAVE","35015",2015,3,42
"11749","CAVE","35015",2015,4,49
"11750","CAVE","35015",2015,5,54
"11751","CAVE","35015",2015,6,48
"11752","CAVE","35015",2015,7,47
"11753","CAVE","35015",2015,8,58
"11754","CAVE","35015",2015,9,48.5
"11755","CAVE","35015",2015,10,39.5
"11756","CAVE","35015",2015,11,37
"11757","CAVE","35015",2015,12,37
"11758","CAVE","35015",2016,1,38
"11759","CAVE","35015",2016,2,43
"11760","CAVE","35015",2016,3,46
"11761","CAVE","35015",2016,4,50
"11762","CAVE","35015",2016,5,51
"11763","CAVE","35015",2016,6,54
"11764","CAVE","35015",2016,7,49
"11765","CAVE","35015",2016,8,47
"11766","CAVE","35015",2016,9,41
"11767","CAVE","35015",2016,10,43
"11768","CAVE","35015",2016,11,36
"11769","CAVE","35015",2016,12,31
"11770","CAVE","35015",2017,1,38
"11771","CAVE","35015",2017,2,43
"11772","CAVE","35015",2017,3,50
"11773","CAVE","35015",2017,4,54
"11774","CAVE","35015",2017,5,54
"11775","CAVE","35015",2017,6,77
"11776","CAVE","35015",2017,7,51
"11777","CAVE","35015",2017,8,48
"11778","CAVE","35015",2017,9,45
"11779","CAVE","35015",2017,10,41
"11780","CAVE","35015",2017,11,35.5
"11781","CAVE","35015",2017,12,35
"11782","CAVE","35015",2018,1,38
"11783","CAVE","35015",2018,2,36.5
"11784","CAVE","35015",2018,3,48
"11785","CAVE","35015",2018,4,67
"11786","CAVE","35015",2018,5,67
"11787","CAVE","35015",2018,6,65.5
"11788","CAVE","35015",2018,7,87
"11789","CAVE","35015",2018,8,74
"11790","CAVE","35015",2018,9,49.5
"11791","CAVE","35015",2018,10,40
"11792","CAVE","35015",2018,11,38
"11793","CAVE","35015",2018,12,37
"11794","CAVE","35015",2019,1,36
"11795","CAVE","35015",2019,2,44
"11796","CAVE","35015",2019,3,49
"11797","CAVE","35015",2019,4,54
"11798","CAVE","35015",2019,5,61
"11799","CAVE","35015",2019,6,71
"11800","CAVE","35015",2019,7,77
"11801","CAVE","35015",2019,8,74
"11802","CAVE","35015",2019,9,52.5
"11803","CAVE","35015",2019,10,39
"11804","CAVE","35015",2019,11,40
"11805","CAVE","35015",2019,12,38
"11806","CAVE","35015",2020,1,39
"11807","CAVE","35015",2020,2,39
"11808","CAVE","35015",2020,3,43
"11809","CAVE","35015",2020,4,47.5
"11810","CAVE","35015",2020,5,51
"11811","CAVE","35015",2020,6,51
"11812","CAVE","35015",2020,7,48
"11813","CAVE","35015",2020,8,64
"11814","ZION","49053",1995,7,64
"11815","ZION","49053",1995,8,48
"11816","ZION","49053",1995,9,46
"11817","ZION","49053",1995,10,38.5
"11818","ZION","49053",1995,11,29
"11819","ZION","49053",1995,12,28
"11820","ZION","49053",1996,1,24
"11821","ZION","49053",1996,2,16
"11822","ZION","49053",1996,3,14
"11823","ZION","49053",1996,4,16.5
"11824","ZION","49053",1996,5,71
"11825","ZION","49053",1996,6,84
"11826","ZION","49053",1996,7,64
"11827","ZION","49053",1996,8,58
"11828","ZION","49053",1996,9,44.5
"11829","ZION","49053",1996,10,19
"11830","ZION","49053",1996,11,25.5
"11831","ZION","49053",1996,12,21
"11832","ZION","49053",1997,1,19
"11833","ZION","49053",1997,2,16
"11834","ZION","49053",1997,3,15
"11835","ZION","49053",1997,4,13
"11836","ZION","49053",1997,5,27.5
"11837","ZION","49053",1997,6,72.5
"11838","ZION","49053",1997,7,49
"11839","ZION","49053",1997,8,46
"11840","ZION","49053",1997,9,41.5
"11841","ZION","49053",1997,10,23
"11842","ZION","49053",1997,11,24
"11843","ZION","49053",1997,12,23.5
"11844","ZION","49053",1998,1,46
"11845","ZION","49053",1998,2,17
"11846","ZION","49053",2000,3,13
"11847","ZION","49053",2000,4,15
"11848","ZION","49053",2000,5,16
"11849","ZION","49053",2000,6,13.5
"11850","ZION","49053",2000,7,18
"11851","ZION","49053",2000,8,23
"11852","ZION","49053",2000,9,16.5
"11853","ZION","49053",2000,10,11
"11854","ZION","49053",2000,11,8
"11855","ZION","49053",2000,12,9
"11856","ZION","49053",2001,1,10
"11857","ZION","49053",2001,2,6
"11858","ZION","49053",2001,3,8
"11859","ZION","49053",2001,4,15
"11860","ZION","49053",2001,5,15
"11861","ZION","49053",2001,6,19.5
"11862","ZION","49053",2001,7,18
"11863","ZION","49053",2001,8,17.5
"11864","ZION","49053",2001,9,14.5
"11865","ZION","49053",2001,10,11
"11866","ZION","49053",2001,11,12.5
"11867","ZION","49053",2001,12,5.5
"11868","ZION","49053",2002,1,5
"11869","ZION","49053",2002,2,7
"11870","ZION","49053",2002,3,7
"11871","ZION","49053",2002,4,17.5
"11872","ZION","49053",2002,5,14
"11873","ZION","49053",2002,6,19
"11874","ZION","49053",2002,7,23
"11875","ZION","49053",2002,8,23.5
"11876","ZION","49053",2002,9,13
"11877","ZION","49053",2002,10,14
"11878","ZION","49053",2002,11,10
"11879","ZION","49053",2002,12,6.5
"11880","ZION","49053",2003,1,5.5
"11881","ZION","49053",2003,2,6
"11882","ZION","49053",2003,3,7
"11883","ZION","49053",2003,4,12
"11884","ZION","49053",2003,5,21.5
"11885","ZION","49053",2003,6,24
"11886","ZION","49053",2003,7,23
"11887","ZION","49053",2003,8,18
"11888","ZION","49053",2003,9,13
"11889","ZION","49053",2003,10,18
"11890","ZION","49053",2003,11,9
"11891","ZION","49053",2003,12,6.5
"11892","ZION","49053",2004,1,34
"11893","ZION","49053",2004,2,42
"11894","ZION","49053",2004,3,46
"11895","ZION","49053",2004,4,64
"11896","ZION","49053",2004,5,75.5
"11897","ZION","49053",2004,6,74
"11898","ZION","49053",2004,7,71
"11899","ZION","49053",2004,8,58
"11900","ZION","49053",2004,9,48
"11901","ZION","49053",2004,10,44
"11902","ZION","49053",2004,11,35
"11903","ZION","49053",2004,12,33
"11904","ZION","49053",2005,1,34
"11905","ZION","49053",2005,2,38.5
"11906","ZION","49053",2005,3,46
"11907","ZION","49053",2005,4,56
"11908","ZION","49053",2005,5,61
"11909","ZION","49053",2005,6,77
"11910","ZION","49053",2005,7,84
"11911","ZION","49053",2005,8,48
"11912","ZION","49053",2005,9,50
"11913","ZION","49053",2005,10,44
"11914","ZION","49053",2005,11,36.5
"11915","ZION","49053",2005,12,32.5
"11916","ZION","49053",2006,1,38
"11917","ZION","49053",2006,2,41
"11918","ZION","49053",2006,3,47
"11919","ZION","49053",2006,4,58
"11920","ZION","49053",2006,5,72.5
"11921","ZION","49053",2006,6,84
"11922","ZION","49053",2006,7,78.5
"11923","ZION","49053",2006,8,49
"11924","ZION","49053",2006,9,46
"11925","ZION","49053",2006,10,38
"11926","ZION","49053",2006,11,39
"11927","ZION","49053",2006,12,32
"11928","ZION","49053",2007,1,36
"11929","ZION","49053",2007,2,40
"11930","ZION","49053",2007,3,35
"11931","ZION","49053",2007,4,58
"11932","ZION","49053",2007,5,74
"11933","ZION","49053",2007,6,71
"11934","ZION","49053",2007,7,65.5
"11935","ZION","49053",2007,8,61
"11936","ZION","49053",2007,9,50
"11937","ZION","49053",2007,10,44
"11938","ZION","49053",2007,11,38
"11939","ZION","49053",2007,12,35.5
"11940","ZION","49053",2008,1,38
"11941","ZION","49053",2008,2,42
"11942","ZION","49053",2008,3,47
"11943","ZION","49053",2008,4,67.5
"11944","ZION","49053",2008,5,71
"11945","ZION","49053",2008,6,62.5
"11946","ZION","49053",2008,7,71
"11947","ZION","49053",2008,8,61
"11948","ZION","49053",2008,9,49
"11949","ZION","49053",2008,10,43
"11950","ZION","49053",2008,11,35
"11951","ZION","49053",2008,12,34
"11952","ZION","49053",2009,1,37
"11953","ZION","49053",2009,2,42
