"","UNIT_CODE","County","Year","Month","Monthly_Med"
"5212","CANY","49037",2006,8,51
"5213","CANY","49037",2006,9,47
"5214","CANY","49037",2006,10,40
"5215","CANY","49037",2006,11,41
"5216","CANY","49037",2006,12,35
"5217","CANY","49037",2007,1,39
"5218","CANY","49037",2007,2,42
"5219","CANY","49037",2007,3,43.5
"5220","CANY","49037",2007,4,58
"5221","CANY","49037",2007,5,64
"5222","CANY","49037",2007,6,59.5
"5223","CANY","49037",2007,7,64
"5224","CANY","49037",2007,8,58
"5225","CANY","49037",2007,9,49.5
"5226","CANY","49037",2007,10,42
"5227","CANY","49037",2007,11,38
"5228","CANY","49037",2007,12,36
"5229","CANY","49037",2008,1,39
"5230","CANY","49037",2008,2,44
"5231","CANY","49037",2008,3,49
"5232","CANY","49037",2008,4,67
"5233","CANY","49037",2008,5,69
"5234","CANY","49037",2008,6,58
"5235","CANY","49037",2008,7,61
"5236","CANY","49037",2008,8,48.5
"5237","CANY","49037",2008,9,48
"5238","CANY","49037",2008,10,44
"5239","CANY","49037",2008,11,37.5
"5240","CANY","49037",2008,12,39
"5241","CANY","49037",2009,1,42
"5242","CANY","49037",2009,2,44
"5243","CANY","49037",2009,3,51
"5244","CANY","49037",2009,4,58
"5245","CANY","49037",2009,5,54
"5246","CANY","49037",2009,6,51
"5247","CANY","49037",2009,7,56
"5248","CANY","49037",2009,8,51
"5249","CANY","49037",2009,9,47
"5250","CANY","49037",2009,10,43
"5251","CANY","49037",2009,11,37
"5252","CANY","49037",2009,12,40
"5253","CANY","49037",2010,1,45
"5254","CANY","49037",2010,2,44
"5255","CANY","49037",2010,3,48
"5256","CANY","49037",2010,4,61
"5257","CANY","49037",2010,5,64
"5258","CANY","49037",2010,6,59.5
"5259","CANY","49037",2010,7,50
"5260","CANY","49037",2010,8,48
"5261","CANY","49037",2010,9,47.5
"5262","CANY","49037",2010,10,42
"5263","CANY","49037",2010,11,38
"5264","CANY","49037",2010,12,35
"5265","CANY","49037",2011,1,42
"5266","CANY","49037",2011,2,44
"5267","CANY","49037",2011,3,48
"5268","CANY","49037",2011,4,54
"5269","CANY","49037",2011,5,62.5
"5270","CANY","49037",2011,6,64
"5271","CANY","49037",2011,7,51
"5272","CANY","49037",2011,8,51
"5273","CANY","49037",2011,9,48
"5274","CANY","49037",2011,10,42
"5275","CANY","49037",2011,11,38.5
"5276","CANY","49037",2011,12,33
"5277","CANY","49037",2012,1,36
"5278","CANY","49037",2012,2,42
"5279","CANY","49037",2012,3,47
"5280","CANY","49037",2012,4,61
"5281","CANY","49037",2012,5,80
"5282","CANY","49037",2012,6,51
"5283","CANY","49037",2012,7,61
"5284","CANY","49037",2012,8,64
"5285","CANY","49037",2012,9,45
"5286","CANY","49037",2012,10,41
"5287","CANY","49037",2012,11,38.5
"5288","CANY","49037",2012,12,39
"5289","CANY","49037",2013,1,43
"5290","CANY","49037",2013,2,43
"5291","CANY","49037",2013,3,48
"5292","CANY","49037",2013,4,48
"5293","CANY","49037",2013,5,62.5
"5294","CANY","49037",2013,6,54
"5295","CANY","49037",2013,7,45
"5296","CANY","49037",2013,8,46
"5297","CANY","49037",2013,9,45
"5298","CANY","49037",2013,10,42
"5299","CANY","49037",2013,11,36.5
"5300","CANY","49037",2013,12,40
"5301","CANY","49037",2014,1,39
"5302","CANY","49037",2014,2,41
"5303","CANY","49037",2014,3,46
"5304","CANY","49037",2014,4,51
"5305","CANY","49037",2014,5,51
"5306","CANY","49037",2014,6,59.5
"5307","CANY","49037",2014,7,50
"5308","CANY","49037",2014,8,47
"5309","CANY","49037",2014,9,43
"5310","CANY","49037",2014,10,43
"5311","CANY","49037",2014,11,37.5
"5312","CANY","49037",2014,12,32
"5313","CANY","49037",2015,1,34
"5314","CANY","49037",2015,2,38.5
"5315","CANY","49037",2015,3,46
"5316","CANY","49037",2015,4,50
"5317","CANY","49037",2015,5,61
"5318","CANY","49037",2015,6,58
"5319","CANY","49037",2015,7,45
"5320","CANY","49037",2015,8,46
"5321","CANY","49037",2015,9,44
"5322","CANY","49037",2015,10,41
"5323","CANY","49037",2015,11,38
"5324","CANY","49037",2015,12,36
"5325","CANY","49037",2016,1,39
"5326","CANY","49037",2016,2,40
"5327","CANY","49037",2016,3,45
"5328","CANY","49037",2016,4,46
"5329","CANY","49037",2016,5,49.5
"5330","CANY","49037",2016,6,50
"5331","CANY","49037",2016,7,50
"5332","CANY","49037",2016,8,49
"5333","CANY","49037",2016,9,43
"5334","CANY","49037",2016,10,40
"5335","CANY","49037",2016,11,36.5
"5336","CANY","49037",2016,12,35
"5337","CANY","49037",2017,1,40
"5338","CANY","49037",2017,2,40
"5339","CANY","49037",2017,3,45
"5340","CANY","49037",2017,4,59.5
"5341","CANY","49037",2017,5,54
"5342","CANY","49037",2017,6,54
"5343","CANY","49037",2017,7,54
"5344","CANY","49037",2017,8,46
"5345","CANY","49037",2017,9,45.5
"5346","CANY","49037",2017,10,42
"5347","CANY","49037",2017,11,38
"5348","CANY","49037",2017,12,35
"5349","CANY","49037",2018,1,36
"5350","CANY","49037",2018,2,41
"5351","CANY","49037",2018,3,45
"5352","CANY","49037",2018,4,54
"5353","CANY","49037",2018,5,71
"5354","CANY","49037",2018,6,64
"5355","CANY","49037",2018,7,80
"5356","CANY","49037",2018,8,58
"5357","CANY","49037",2018,9,44
"5358","CANY","49037",2018,10,39
"5359","CANY","49037",2018,11,37.5
"5360","CANY","49037",2018,12,35
"5361","CANY","49037",2019,1,38
"5362","CANY","49037",2019,2,44
"5363","CANY","49037",2019,3,45
"5364","CANY","49037",2019,4,48.5
"5365","CANY","49037",2019,5,50
"5366","CANY","49037",2019,6,50.5
"5367","CANY","49037",2019,7,46
"5368","CANY","49037",2019,8,48
"5369","CANY","49037",2019,9,45
"5370","CANY","49037",2019,10,40
"5371","CANY","49037",2019,11,38
"5372","CANY","49037",2019,12,32
"5373","CANY","49037",2020,1,35
"5374","CANY","49037",2020,2,40
"5375","CANY","49037",2020,3,43
"5376","CANY","49037",2020,4,46
"5377","CANY","49037",2020,5,49
"5378","CANY","49037",2020,6,45.5
"5379","CANY","49037",2020,7,44
"5380","CANY","49037",2020,8,54
"5381","BISC","12086",1980,1,30.5
"5382","BISC","12086",1980,2,41.5
"5383","BISC","12086",1980,3,36
"5384","BISC","12086",1980,4,31
"5385","BISC","12086",1980,5,31
"5386","BISC","12086",1980,6,18
"5387","BISC","12086",1980,7,55
"5388","BISC","12086",1980,8,35
"5389","BISC","12086",1980,9,62
"5390","BISC","12086",1980,10,75
"5391","BISC","12086",1980,11,78
"5392","BISC","12086",1980,12,98
"5393","BISC","12086",1981,1,86
"5394","BISC","12086",1981,2,83
"5395","BISC","12086",1981,3,63
"5396","BISC","12086",1981,4,69
"5397","BISC","12086",1981,5,90
"5398","BISC","12086",1981,6,58
"5399","BISC","12086",1981,7,48
"5400","BISC","12086",1981,8,43
"5401","BISC","12086",1981,9,68
"5402","BISC","12086",1981,10,73
"5403","BISC","12086",1981,11,91
"5404","BISC","12086",1981,12,96
"5405","BISC","12086",1982,1,47
"5406","BISC","12086",1982,2,47
"5407","BISC","12086",1982,3,55
"5408","BISC","12086",1982,4,54
"5409","BISC","12086",1982,5,76
"5410","BISC","12086",1982,6,50
"5411","BISC","12086",1982,7,52
"5412","BISC","12086",1982,8,60
"5413","BISC","12086",1982,9,61
"5414","BISC","12086",1982,10,73
"5415","BISC","12086",1982,11,68.5
"5416","BISC","12086",1982,12,66
"5417","BISC","12086",1983,1,79
"5418","BISC","12086",1983,2,79
"5419","BISC","12086",1983,3,67
"5420","BISC","12086",1983,4,57
"5421","BISC","12086",1983,5,42
"5422","BISC","12086",1983,6,53.5
"5423","BISC","12086",1983,7,50
"5424","BISC","12086",1983,8,56
"5425","BISC","12086",1983,9,52
"5426","BISC","12086",1983,10,59
"5427","BISC","12086",1983,11,74.5
"5428","BISC","12086",1983,12,63
"5429","BISC","12086",1984,1,47
"5430","BISC","12086",1984,2,44
"5431","BISC","12086",1984,3,46
"5432","BISC","12086",1984,4,56
"5433","BISC","12086",1984,5,36
"5434","BISC","12086",1984,6,42
"5435","BISC","12086",1984,7,33
"5436","BISC","12086",1984,8,43
"5437","BISC","12086",1984,9,44
"5438","BISC","12086",1984,10,58
"5439","BISC","12086",1984,11,55
"5440","BISC","12086",1984,12,60
"5441","BISC","12086",1985,1,40
"5442","BISC","12086",1985,2,43
"5443","BISC","12086",1985,3,45
"5444","BISC","12086",1985,4,53.5
"5445","BISC","12086",1985,5,74
"5446","BISC","12086",1985,6,40.5
"5447","BISC","12086",1985,7,47
"5448","BISC","12086",1985,8,43
"5449","BISC","12086",1985,9,51.5
"5450","BISC","12086",1985,10,44
"5451","BISC","12086",1985,11,38.5
"5452","BISC","12086",1985,12,57
"5453","BISC","12086",1986,1,54
"5454","BISC","12086",1986,2,51.5
"5455","BISC","12086",1986,3,52
"5456","BISC","12086",1986,4,85.5
"5457","BISC","12086",1986,5,47
"5458","BISC","12086",1986,6,41
"5459","BISC","12086",1986,7,41
"5460","BISC","12086",1986,8,35
"5461","BISC","12086",1986,9,53.5
"5462","BISC","12086",1986,10,47
"5463","BISC","12086",1986,11,48.5
"5464","BISC","12086",1986,12,60
"5465","BISC","12086",1987,1,50
"5466","BISC","12086",1987,2,43.5
"5467","BISC","12086",1987,3,50
"5468","BISC","12086",1987,4,90
"5469","BISC","12086",1987,5,43
"5470","BISC","12086",1987,6,36
"5471","BISC","12086",1987,7,44
"5472","BISC","12086",1987,8,40
"5473","BISC","12086",1987,9,41
"5474","BISC","12086",1987,10,49
"5475","BISC","12086",1987,11,38.5
"5476","BISC","12086",1987,12,44
"5477","BISC","12086",1988,1,41
"5478","BISC","12086",1988,2,54
"5479","BISC","12086",1988,3,47
"5480","BISC","12086",1988,4,62.5
"5481","BISC","12086",1988,5,58
"5482","BISC","12086",1988,6,38.5
"5483","BISC","12086",1988,7,38
"5484","BISC","12086",1988,8,35
"5485","BISC","12086",1988,9,38.5
"5486","BISC","12086",1988,10,55
"5487","BISC","12086",1988,11,38
"5488","BISC","12086",1988,12,48
"5489","BISC","12086",1989,1,44
"5490","BISC","12086",1989,2,43
"5491","BISC","12086",1989,3,36
"5492","BISC","12086",1989,4,50
"5493","BISC","12086",1989,5,60
"5494","BISC","12086",1989,6,33.5
"5495","BISC","12086",1989,7,36
"5496","BISC","12086",1989,8,39
"5497","BISC","12086",1989,9,40.5
"5498","BISC","12086",1989,10,45
"5499","BISC","12086",1989,11,47.5
"5500","BISC","12086",1989,12,51
"5501","BISC","12086",1990,1,36
"5502","BISC","12086",1990,2,38.5
"5503","BISC","12086",1990,3,43
"5504","BISC","12086",1990,4,47
"5505","BISC","12086",1990,5,36
"5506","BISC","12086",1990,6,38
"5507","BISC","12086",1990,7,43
"5508","BISC","12086",1990,8,44
"5509","BISC","12086",1990,9,35
"5510","BISC","12086",1990,10,39
"5511","BISC","12086",1990,11,42
"5512","BISC","12086",1990,12,36
"5513","BISC","12086",1991,1,29
"5514","BISC","12086",1991,2,41
"5515","BISC","12086",1991,3,47
"5516","BISC","12086",1991,4,34
"5517","BISC","12086",1991,5,33
"5518","BISC","12086",1991,6,35.5
"5519","BISC","12086",1991,7,34
"5520","BISC","12086",1991,8,33
"5521","BISC","12086",1991,9,34.5
"5522","BISC","12086",1991,10,36
"5523","BISC","12086",1991,11,40
"5524","BISC","12086",1991,12,36
"5525","BISC","12086",1992,1,38
"5526","BISC","12086",1992,2,41
"5527","BISC","12086",1992,3,47
"5528","BISC","12086",1992,4,46.5
"5529","BISC","12086",1992,5,58
"5530","BISC","12086",1992,6,29.5
"5531","BISC","12086",1992,7,33
"5532","BISC","12086",1992,8,29.5
"5533","BISC","12086",1992,9,24.5
"5534","BISC","12086",1992,10,40
"5535","BISC","12086",1992,11,30.5
"5536","BISC","12086",1992,12,40
"5537","BISC","12086",1993,1,37
"5538","BISC","12086",1993,2,47
"5539","BISC","12086",1993,3,46
"5540","BISC","12086",1993,4,62.5
"5541","BISC","12086",1993,5,43
"5542","BISC","12086",1993,6,30
"5543","BISC","12086",1993,7,34
"5544","BISC","12086",1993,8,31
"5545","BISC","12086",1993,9,30
"5546","BISC","12086",1993,10,34
"5547","BISC","12086",1993,11,36
"5548","BISC","12086",1993,12,42
"5549","BISC","12086",1994,1,35
"5550","BISC","12086",1994,2,41
"5551","BISC","12086",1994,3,47
"5552","BISC","12086",1994,4,42.5
"5553","BISC","12086",1994,5,71
"5554","BISC","12086",1994,6,32.5
"5555","BISC","12086",1994,7,29
"5556","BISC","12086",1994,8,31
"5557","BISC","12086",1994,9,30
"5558","BISC","12086",1994,10,44
"5559","BISC","12086",1994,11,33
"5560","BISC","12086",1994,12,37
"5561","BISC","12086",1995,1,43
"5562","BISC","12086",1995,2,42
"5563","BISC","12086",1995,3,48
"5564","BISC","12086",1995,4,43
"5565","BISC","12086",1995,5,41
"5566","BISC","12086",1995,6,35
"5567","BISC","12086",1995,7,33
"5568","BISC","12086",1995,8,38
"5569","BISC","12086",1995,9,31.5
"5570","BISC","12086",1995,10,29
"5571","BISC","12086",1995,11,37.5
"5572","BISC","12086",1995,12,39
"5573","BISC","12086",1996,1,41
"5574","BISC","12086",1996,2,46
"5575","BISC","12086",1996,3,45
"5576","BISC","12086",1996,4,46.5
"5577","BISC","12086",1996,5,36
"5578","BISC","12086",1996,6,43
"5579","BISC","12086",1996,7,28
"5580","BISC","12086",1996,8,29
"5581","BISC","12086",1996,9,42
"5582","BISC","12086",1996,10,37
"5583","BISC","12086",1996,11,39.5
"5584","BISC","12086",1996,12,41
"5585","BISC","12086",1997,1,40
"5586","BISC","12086",1997,2,34.5
"5587","BISC","12086",1997,3,42
"5588","BISC","12086",1997,4,47.5
"5589","BISC","12086",1997,5,48
"5590","BISC","12086",1997,6,31
"5591","BISC","12086",1997,7,39
"5592","BISC","12086",1997,8,36
"5593","BISC","12086",1997,9,36
"5594","BISC","12086",1997,10,44
"5595","BISC","12086",1997,11,43
"5596","BISC","12086",1997,12,41
"5597","BISC","12086",1998,1,41
"5598","BISC","12086",1998,2,44.5
"5599","BISC","12086",1998,3,49
"5600","BISC","12086",1998,4,54.5
"5601","BISC","12086",1998,5,80
"5602","BISC","12086",1998,6,46
"5603","BISC","12086",1998,7,36
"5604","BISC","12086",1998,8,38
"5605","BISC","12086",1998,9,34.5
"5606","BISC","12086",1998,10,36
"5607","BISC","12086",1998,11,39
"5608","BISC","12086",1998,12,32
"5609","BISC","12086",1999,1,38
"5610","BISC","12086",1999,2,47.5
"5611","BISC","12086",1999,3,64
"5612","BISC","12086",1999,4,62.5
"5613","BISC","12086",1999,5,56
"5614","BISC","12086",1999,6,40
"5615","BISC","12086",1999,7,50
"5616","BISC","12086",1999,8,41
"5617","BISC","12086",1999,9,42.5
"5618","BISC","12086",1999,10,40
"5619","BISC","12086",1999,11,43
"5620","BISC","12086",1999,12,42
"5621","BISC","12086",2000,1,42
"5622","BISC","12086",2000,2,47
"5623","BISC","12086",2000,3,47
"5624","BISC","12086",2000,4,50.5
"5625","BISC","12086",2000,5,49
"5626","BISC","12086",2000,6,43.5
"5627","BISC","12086",2000,7,45
"5628","BISC","12086",2000,8,43
"5629","BISC","12086",2000,9,41
"5630","BISC","12086",2000,10,52
"5631","BISC","12086",2000,11,49
"5632","BISC","12086",2000,12,43
"5633","BISC","12086",2001,1,52
"5634","BISC","12086",2001,2,36
"5635","BISC","12086",2001,3,54
"5636","BISC","12086",2001,4,49.5
"5637","BISC","12086",2001,5,49
"5638","BISC","12086",2001,6,47.5
"5639","BISC","12086",2001,7,44
"5640","BISC","12086",2001,8,42
"5641","BISC","12086",2001,9,34.5
"5642","BISC","12086",2001,10,42
"5643","BISC","12086",2001,11,45.5
"5644","BISC","12086",2001,12,36
"5645","BISC","12086",2002,1,41
"5646","BISC","12086",2002,2,48
"5647","BISC","12086",2002,3,41
"5648","BISC","12086",2002,4,50.5
"5649","BISC","12086",2002,5,43
"5650","BISC","12086",2002,6,36
"5651","BISC","12086",2002,7,43
"5652","BISC","12086",2002,8,35
"5653","BISC","12086",2002,9,31
"5654","BISC","12086",2002,10,35
"5655","BISC","12086",2002,11,47
"5656","BISC","12086",2002,12,45
"5657","BISC","12086",2003,1,55
"5658","BISC","12086",2003,2,49.5
"5659","BISC","12086",2003,3,60
"5660","BISC","12086",2003,4,53.5
"5661","BISC","12086",2003,5,46
"5662","BISC","12086",2003,6,45
"5663","BISC","12086",2003,7,51
"5664","BISC","12086",2003,8,44
"5665","BISC","12086",2003,9,44.5
"5666","BISC","12086",2003,10,45
"5667","BISC","12086",2003,11,41
"5668","BISC","12086",2003,12,49
"5669","BISC","12086",2004,1,54
"5670","BISC","12086",2004,2,52
"5671","BISC","12086",2004,3,51
"5672","BISC","12086",2004,4,61
"5673","BISC","12086",2004,5,54
"5674","BISC","12086",2004,6,54.5
"5675","BISC","12086",2004,7,53
"5676","BISC","12086",2004,8,44
"5677","BISC","12086",2004,9,36.5
"5678","BISC","12086",2004,10,43
"5679","BISC","12086",2004,11,45.5
"5680","BISC","12086",2004,12,44
"5681","BISC","12086",2005,1,43
"5682","BISC","12086",2005,2,51.5
"5683","BISC","12086",2005,3,59
"5684","BISC","12086",2005,4,61
"5685","BISC","12086",2005,5,60
"5686","BISC","12086",2005,6,47
"5687","BISC","12086",2005,7,57
"5688","BISC","12086",2005,8,44
"5689","BISC","12086",2005,9,47.5
"5690","BISC","12086",2005,10,43
"5691","BISC","12086",2005,11,44.5
"5692","BISC","12086",2005,12,54
"5693","BISC","12086",2006,1,45
"5694","BISC","12086",2006,2,50.5
"5695","BISC","12086",2006,3,58
"5696","BISC","12086",2006,4,57
"5697","BISC","12086",2006,5,61
"5698","BISC","12086",2006,6,54.5
"5699","BISC","12086",2006,7,51
"5700","BISC","12086",2006,8,54
"5701","BISC","12086",2006,9,47.5
"5702","BISC","12086",2006,10,47
"5703","BISC","12086",2006,11,52
"5704","BISC","12086",2006,12,43
"5705","BISC","12086",2007,1,42
"5706","BISC","12086",2007,2,54
"5707","BISC","12086",2007,3,50
"5708","BISC","12086",2007,4,54
"5709","BISC","12086",2007,5,55
"5710","BISC","12086",2007,6,49
"5711","BISC","12086",2007,7,47
"5712","BISC","12086",2007,8,55
"5713","BISC","12086",2007,9,39.5
"5714","BISC","12086",2007,10,36
"5715","BISC","12086",2007,11,43.5
"5716","BISC","12086",2007,12,42
"5717","BISC","12086",2008,1,41
"5718","BISC","12086",2008,2,45
"5719","BISC","12086",2008,3,51
"5720","BISC","12086",2008,4,48
"5721","BISC","12086",2008,5,56
"5722","BISC","12086",2008,6,43.5
"5723","BISC","12086",2008,7,46
"5724","BISC","12086",2008,8,52
"5725","BISC","12086",2008,9,40
"5726","BISC","12086",2008,10,39
"5727","BISC","12086",2008,11,41.5
"5728","BISC","12086",2008,12,42
"5729","BISC","12086",2009,1,41
"5730","BISC","12086",2009,2,44
"5731","BISC","12086",2009,3,45
"5732","BISC","12086",2009,4,54
"5733","BISC","12086",2009,5,38
"5734","BISC","12086",2009,6,48.5
"5735","BISC","12086",2009,7,57
"5736","BISC","12086",2009,8,48
"5737","BISC","12086",2009,9,33
"5738","BISC","12086",2009,10,35
"5739","BISC","12086",2009,11,39.5
"5740","BISC","12086",2009,12,41
"5741","BISC","12086",2010,1,45
"5742","BISC","12086",2010,2,44
"5743","BISC","12086",2010,3,54
"5744","BISC","12086",2010,4,51.5
"5745","BISC","12086",2010,5,44
"5746","BISC","12086",2010,6,48.5
"5747","BISC","12086",2010,7,51
"5748","BISC","12086",2010,8,39
"5749","BISC","12086",2010,9,36.5
"5750","BISC","12086",2010,10,48
"5751","BISC","12086",2010,11,39
"5752","BISC","12086",2010,12,44
"5753","BISC","12086",2011,1,44
"5754","BISC","12086",2011,2,45
"5755","BISC","12086",2011,3,50
"5756","BISC","12086",2011,4,46
"5757","BISC","12086",2011,5,46
"5758","BISC","12086",2011,6,42
"5759","BISC","12086",2011,7,39
"5760","BISC","12086",2011,8,43
"5761","BISC","12086",2011,9,33.5
"5762","BISC","12086",2011,10,40
"5763","BISC","12086",2011,11,40
"5764","BISC","12086",2011,12,38
"5765","BISC","12086",2012,1,42
"5766","BISC","12086",2012,2,39
"5767","BISC","12086",2012,3,40
"5768","BISC","12086",2012,4,51
"5769","BISC","12086",2012,5,42
"5770","BISC","12086",2012,6,48.5
"5771","BISC","12086",2012,7,57
"5772","BISC","12086",2012,8,52
"5773","BISC","12086",2012,9,34
"5774","BISC","12086",2012,10,40
"5775","BISC","12086",2012,11,46.5
"5776","BISC","12086",2012,12,40
"5777","BISC","12086",2013,1,39
"5778","BISC","12086",2013,2,44
"5779","BISC","12086",2013,3,54
"5780","BISC","12086",2013,4,43
"5781","BISC","12086",2013,5,46
"5782","BISC","12086",2013,6,46.5
"5783","BISC","12086",2013,7,45
"5784","BISC","12086",2013,8,38
"5785","BISC","12086",2013,9,36
"5786","BISC","12086",2013,10,37
"5787","BISC","12086",2013,11,37
"5788","BISC","12086",2013,12,34
"5789","BISC","12086",2014,1,39
"5790","BISC","12086",2014,2,38
"5791","BISC","12086",2014,3,47
"5792","BISC","12086",2014,4,44.5
"5793","BISC","12086",2014,5,43
"5794","BISC","12086",2014,6,50
"5795","BISC","12086",2014,7,48
"5796","BISC","12086",2014,8,49
"5797","BISC","12086",2014,9,38
"5798","BISC","12086",2014,10,41
"5799","BISC","12086",2014,11,38.5
"5800","BISC","12086",2014,12,43
"5801","BISC","12086",2015,1,40
"5802","BISC","12086",2015,2,43.5
"5803","BISC","12086",2015,3,42
"5804","BISC","12086",2015,4,43
"5805","BISC","12086",2015,5,44
"5806","BISC","12086",2015,6,40.5
"5807","BISC","12086",2015,7,52
"5808","BISC","12086",2015,8,44
"5809","BISC","12086",2015,9,36.5
"5810","BISC","12086",2015,10,39
"5811","BISC","12086",2015,11,34
"5812","BISC","12086",2015,12,34
"5813","BISC","12086",2016,1,48
"5814","BISC","12086",2016,2,56
"5815","BISC","12086",2016,3,44
"5816","BISC","12086",2016,4,51
"5817","BISC","12086",2016,5,50
"5818","BISC","12086",2016,6,37.5
"5819","BISC","12086",2016,7,46
"5820","BISC","12086",2016,8,37
"5821","BISC","12086",2016,9,35
"5822","BISC","12086",2016,10,37
"5823","BISC","12086",2016,11,42
"5824","BISC","12086",2016,12,39
"5825","BISC","12086",2017,1,41
"5826","BISC","12086",2017,2,47
"5827","BISC","12086",2017,3,47
"5828","BISC","12086",2017,4,47
"5829","BISC","12086",2017,5,52
"5830","BISC","12086",2017,6,36
"5831","BISC","12086",2017,7,39
"5832","BISC","12086",2017,8,41
"5833","BISC","12086",2017,9,36
"5834","BISC","12086",2017,10,35
"5835","BISC","12086",2017,11,36.5
"5836","BISC","12086",2017,12,41
"5837","BISC","12086",2018,1,41
"5838","BISC","12086",2018,2,36
"5839","BISC","12086",2018,3,54
"5840","BISC","12086",2018,4,45
"5841","BISC","12086",2018,5,39
"5842","BISC","12086",2018,6,40.5
"5843","BISC","12086",2018,7,52
"5844","BISC","12086",2018,8,33
"5845","BISC","12086",2018,9,34
"5846","BISC","12086",2018,10,36
"5847","BISC","12086",2018,11,36.5
"5848","BISC","12086",2018,12,42
"5849","BISC","12086",2019,1,42
"5850","BISC","12086",2019,2,37
"5851","BISC","12086",2019,3,43
"5852","BISC","12086",2019,4,41.5
"5853","BISC","12086",2019,5,37
"5854","BISC","12086",2019,6,31
"5855","BISC","12086",2019,7,39
"5856","BISC","12086",2019,8,34
"5857","BISC","12086",2019,9,34.5
"5858","BISC","12086",2019,10,29
"5859","BISC","12086",2019,11,40
"5860","BISC","12086",2019,12,37
"5861","BISC","12086",2020,1,44
"5862","BISC","12086",2020,2,40
"5863","BISC","12086",2020,3,38
"5864","BISC","12086",2020,4,49.5
"5865","BISC","12086",2020,5,46
"5866","BISC","12086",2020,6,36.5
"5867","BISC","12086",2020,7,0
"5868","GUMO","48109",1987,8,58
"5869","GUMO","48109",1987,9,71
"5870","GUMO","48109",1987,10,58
"5871","GUMO","48109",1987,11,51
"5872","GUMO","48109",1987,12,54
"5873","GUMO","48109",1988,1,47
"5874","GUMO","48109",1988,2,50
"5875","GUMO","48109",1988,3,47
"5876","GUMO","48109",1988,4,44.5
"5877","GUMO","48109",1988,5,43
"5878","GUMO","48109",1988,6,45.5
"5879","GUMO","48109",1988,7,39
"5880","GUMO","48109",1988,8,34
"5881","GUMO","48109",1988,9,46
"5882","GUMO","48109",1988,10,42
"5883","GUMO","48109",1988,11,37
"5884","GUMO","48109",1988,12,36.5
"5885","GUMO","48109",1989,1,36
"5886","GUMO","48109",1989,2,32
"5887","GUMO","48109",1989,3,39
"5888","GUMO","48109",1989,4,48
"5889","GUMO","48109",1989,5,61
"5890","GUMO","48109",1989,6,46.5
"5891","GUMO","48109",1989,7,51
"5892","GUMO","48109",1989,8,45.5
"5893","GUMO","48109",1989,9,35.5
"5894","GUMO","48109",1989,10,32.5
"5895","GUMO","48109",1989,11,38
"5896","GUMO","48109",1989,12,35
"5897","GUMO","48109",1990,1,39
"5898","GUMO","48109",1990,2,39
"5899","GUMO","48109",1990,3,44
"5900","GUMO","48109",1990,4,43.5
"5901","GUMO","48109",1990,5,48
"5902","GUMO","48109",1990,6,42
"5903","GUMO","48109",1990,7,40.5
"5904","GUMO","48109",1990,8,40
"5905","GUMO","48109",1990,9,40.5
"5906","GUMO","48109",1990,10,41
"5907","GUMO","48109",1990,11,35
"5908","GUMO","48109",1990,12,36
"5909","GUMO","48109",1991,1,11
"5910","GUMO","48109",1991,2,20
"5911","GUMO","48109",1991,3,11
"5912","GUMO","48109",1991,4,25
"5913","GUMO","48109",1991,5,28
"5914","GUMO","48109",1991,6,31.5
"5915","GUMO","48109",1991,7,34
"5916","GUMO","48109",1991,8,49
"5917","GUMO","48109",1991,9,43.5
"5918","GUMO","48109",1991,10,45
"5919","GUMO","48109",1991,11,40
"5920","GUMO","48109",1991,12,36
"5921","GUMO","48109",1992,1,36
"5922","GUMO","48109",1992,2,39
"5923","GUMO","48109",1992,3,43
"5924","GUMO","48109",1992,4,50
"5925","GUMO","48109",1992,5,58
"5926","GUMO","48109",1992,6,47
"5927","GUMO","48109",1992,7,43.5
"5928","GUMO","48109",1992,8,46
"5929","GUMO","48109",1992,9,41
"5930","GUMO","48109",1992,10,46.5
"5931","GUMO","48109",1992,11,13.5
"5932","GUMO","48109",1992,12,11
"5933","GUMO","48109",1993,1,9
"5934","GUMO","48109",1993,2,13
"5935","GUMO","48109",1993,3,15
"5936","GUMO","48109",1993,4,17
"5937","GUMO","48109",1993,5,22
"5938","GUMO","48109",1993,6,16.5
"5939","GUMO","48109",1993,7,21
"5940","GUMO","48109",1993,8,26.5
"5941","GUMO","48109",1993,9,14
"5942","GUMO","48109",1993,10,15
"5943","GUMO","48109",1993,11,17.5
"5944","GUMO","48109",1993,12,14
"5945","GUMO","48109",1994,1,13
"5946","GUMO","48109",1994,2,11
"5947","GUMO","48109",1994,3,21
"5948","GUMO","48109",1994,4,25
"5949","GUMO","48109",1994,5,25
"5950","GUMO","48109",1994,6,32
"5951","GUMO","48109",1994,7,43.5
"5952","GUMO","48109",1994,8,26
"5953","GUMO","48109",1994,9,21
"5954","GUMO","48109",1994,10,14
"5955","GUMO","48109",1994,11,22
"5956","GUMO","48109",1994,12,9.5
"5957","GUMO","48109",1995,1,10
"5958","GUMO","48109",1995,2,12
"5959","GUMO","48109",1995,3,17
"5960","GUMO","48109",1995,4,28
"5961","GUMO","48109",1995,5,27
"5962","GUMO","48109",1995,6,26.5
"5963","GUMO","48109",1995,7,21
"5964","GUMO","48109",1995,8,23
"5965","GUMO","48109",1995,9,19
"5966","GUMO","48109",1995,10,24
