"","UnitCode","Year","Month","ParkName","RecreationVisits","Smoke","stdsmoke","Season","CatColS","CatColM","SeasType","Region","State","date","trendvis","VisDiff","MinSmoke","PredNoSmoke50CI","PredNoSmoke95CI","PredNoSmoke5CI","PredNoSmoke75CI","PredNoSmoke25CI"
"1","ARCH",1980,"06","Arches NP",47171,2.43424125301317e-09,0.490142612224017,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1980,49184.3261409448,-2013.32614094475,-0.528620043725305,54351.1285682924,147978.835255436,-37676.7977506473,92242.6549450921,16748.4036609258
"2","ARCH",1980,"07","Arches NP",43685,1.29742094845398e-09,-0.166005916304877,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1980,49458.5351821815,-5773.53518218145,-0.528620043725305,55349.4535266611,148525.981619759,-37376.680206818,93530.0829491208,17720.3645218637
"3","ARCH",1980,"08","Arches NP",47837,1.24198595852221e-09,-0.198001814800769,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1980,49732.7442234051,-1895.74422340507,-0.528620043725305,55557.2765017135,147765.691231847,-37006.1474900615,93894.4356631733,17405.7464615561
"4","ARCH",1981,"06","Arches NP",51670,1.79706893810305e-09,0.122380288512058,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1981,52474.8346356431,-804.83463564307,-0.528620043725305,57975.4537683451,151302.462903553,-34832.4558326082,95769.8517846376,20443.1060313037
"5","ARCH",1981,"07","Arches NP",48711,1.43009093456214e-09,-0.0894316188405359,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1981,52749.0436768666,-4038.04367686657,-0.528620043725305,58771.7641195857,150948.623141563,-35266.949559393,96156.4948242429,20671.7724884946
"6","ARCH",1981,"08","Arches NP",52953,1.18614529309724e-09,-0.230231860572933,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1981,53023.2527180901,-70.2527180900797,-0.528620043725305,58608.3792852184,151809.673370201,-34690.6760891269,96304.2974393372,20257.8824743038
"7","ARCH",1982,"06","Arches NP",55267,2.55110954583415e-09,0.557596508023233,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1982,55765.3431303281,-498.343130328081,-0.528620043725305,60958.7173681435,153739.207816003,-31747.0546050701,99115.6731427638,23612.2404808668
"8","ARCH",1982,"07","Arches NP",53035,1.86251492007017e-09,0.160154318931497,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1982,56039.5521715516,-3004.55217155158,-0.528620043725305,61722.352197235,154062.081458795,-30932.5152260733,99560.7848322399,24448.7839425161
"9","ARCH",1982,"08","Arches NP",52025,1.04085462471204e-09,-0.314090547726567,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1982,56313.7612127751,-4288.76121277508,-0.528620043725305,62212.592332054,155536.701125475,-30502.4895673901,100428.090832135,24527.9132072886
"10","ARCH",1983,"06","Arches NP",38975,2.28631624743514e-09,0.404763441608051,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1983,59055.8516250131,-20080.8516250131,-0.528620043725305,64725.6704938422,157234.397736951,-28432.9605042311,102933.23554062,26671.4774848049
"11","ARCH",1983,"07","Arches NP",50659,1.90399407351549e-09,0.184095205093206,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1983,59330.0606662366,-8671.06066623658,-0.528620043725305,64816.8403766936,158445.913891336,-27442.0109572938,103430.253087277,26522.7666655319
"12","ARCH",1983,"08","Arches NP",50320,6.69168220834848e-10,-0.528620043725305,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1983,59604.2697074601,-9284.26970746009,-0.528620043725305,65379.1628026544,158558.368984159,-26803.761894551,103273.302182166,27103.9397666927
"13","ARCH",1984,"06","Arches NP",58744,2.46710296636365e-09,0.509109695036824,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1984,62346.3601196981,-3602.36011969809,-0.528620043725305,67950.3239179735,160997.398854286,-25165.6725079015,106844.856249941,29579.5430535937
"14","ARCH",1984,"07","Arches NP",55728,1.41724221247586e-09,-0.0968476282631141,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1984,62620.5691609216,-6892.56916092159,-0.528620043725305,68694.7810598825,161181.88822553,-24901.7921508416,106483.307350645,30904.1016470229
"15","ARCH",1984,"08","Arches NP",57412,7.96940402558732e-10,-0.454872654899803,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1984,62894.7782021451,-5482.7782021451,-0.528620043725305,68618.9059477702,161453.999331645,-23898.6342373708,106951.483972228,30106.6590187672
"16","ARCH",1985,"06","Arches NP",56588,3.11754000392739e-09,0.884528134861075,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1985,65636.8686143831,-9048.8686143831,-0.528620043725305,71647.9539628717,164755.914668275,-20999.1251634309,109528.011171868,33843.8578436825
"17","ARCH",1985,"07","Arches NP",54484,2.23197216264737e-09,0.373397190385461,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1985,65911.0776556066,-11427.0776556066,-0.528620043725305,71847.1530616989,164955.600343591,-21494.0567577017,109688.496439087,33676.1081302095
"18","ARCH",1985,"08","Arches NP",61538,1.49930412529642e-09,-0.0494832355534365,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1985,66185.2866968301,-4647.28669683011,-0.528620043725305,72411.5982558664,164344.00713848,-21716.7933340677,110313.987895863,34292.2874186053
"19","ARCH",1986,"06","Arches NP",62158,2.46154474581317e-09,0.505901608217113,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1986,68927.3771090681,-6769.37710906811,-0.528620043725305,74223.8313910034,167507.461767122,-18508.8970916838,112106.428580605,36352.2199592747
"20","ARCH",1986,"07","Arches NP",63528,2.02416017280882e-09,0.253452524727771,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1986,69201.5861502916,-5673.58615029161,-0.528620043725305,75087.1343576533,167133.705362637,-17963.7051125035,112687.338031497,36906.2314919702
"21","ARCH",1986,"08","Arches NP",68397,1.43939660190995e-09,-0.084060585342315,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1986,69475.7951915151,-1078.79519151511,-0.528620043725305,75258.5068299336,168145.822632518,-17651.2718971812,114033.062863376,37401.6080037697
"22","ARCH",1987,"06","Arches NP",69019,2.00052019394548e-09,0.239808031149123,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1987,72217.8856037531,-3198.88560375311,-0.528620043725305,78152.2243788528,170050.02452124,-14862.6605678621,116012.959738366,40174.2271746864
"23","ARCH",1987,"07","Arches NP",71987,2.34635666451766e-09,0.43941749481502,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1987,72492.0946449766,-505.09464497662,-0.528620043725305,78186.0250210343,171198.044973021,-14769.6546077984,116232.030081028,40515.2861093165
"24","ARCH",1987,"08","Arches NP",80492,1.23847521127374e-09,-0.200028143528257,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1987,72766.3036862001,7725.69631379988,-0.528620043725305,78732.6006995793,173234.389277797,-14906.7119818704,116658.559620228,40286.1685182424
"25","ARCH",1988,"06","Arches NP",79183,2.1622947876665e-09,0.333180889812627,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1988,75508.3940984381,3674.60590156188,-0.528620043725305,80875.4806936817,174457.680319428,-10836.6401627273,119709.105499896,43401.927443452
"26","ARCH",1988,"07","Arches NP",77160,1.84004522729708e-09,0.147185289621912,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1988,75782.6031396616,1377.39686033838,-0.528620043725305,81442.0368450565,175002.407648679,-12204.3052807945,119402.319123518,43654.4062991461
"27","ARCH",1988,"08","Arches NP",80219,1.02714070582266e-09,-0.322005930363157,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1988,76056.8121808851,4162.18781911487,-0.528620043725305,81425.186424714,173714.698766904,-11357.0850761327,119674.007389902,44063.2878925801
"28","ARCH",1989,"06","Arches NP",80321,2.49281417730174e-09,0.523949659766576,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1989,78798.9025931231,1522.09740687687,-0.528620043725305,84444.9493535445,177659.576617742,-8821.6796278641,122605.986549963,46707.8207037108
"29","ARCH",1989,"07","Arches NP",78010,2.05550487741846e-09,0.27154402232357,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1989,79073.1116343466,-1063.11163434663,-0.528620043725305,84661.8968628223,177987.157229322,-8431.17254531546,123230.981665673,46696.1903528761
"30","ARCH",1989,"08","Arches NP",88731,1.89623672319783e-09,0.179617827291453,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1989,79347.3206755701,9383.67932442986,-0.528620043725305,84563.7779961564,177564.953983474,-6961.37003400525,122702.284271458,47059.0218153266
"31","ARCH",1990,"06","Arches NP",90154,2.80238121597165e-09,0.7026251778671,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1990,82089.4110878081,8064.58891219187,-0.528620043725305,87550.9235984915,179181.129139026,-6328.80406377302,126071.216796566,49738.0390247809
"32","ARCH",1990,"07","Arches NP",84017,1.96843497057841e-09,0.221289121858541,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1990,82363.6201290316,1653.37987096836,-0.528620043725305,87963.2161104183,179880.077748638,-4254.80931022466,125676.458003665,49910.3114943339
"33","ARCH",1990,"08","Arches NP",97265,1.44778389277178e-09,-0.0792196192412851,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1990,82637.8291702551,14627.1708297449,-0.528620043725305,88175.3570950691,180923.238249782,-4396.67573184957,126638.84300269,50740.8926333149
"34","ARCH",1991,"06","Arches NP",104120,3.74999542529508e-09,1.24956796782873,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1991,85379.9195824931,18740.0804175069,-0.528620043725305,91194.1304714031,183788.023325573,-2401.50613238798,129271.578436017,53242.6991591899
"35","ARCH",1991,"07","Arches NP",103591,1.80426074081197e-09,0.126531244248865,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1991,85654.1286237166,17936.8713762834,-0.528620043725305,91521.1752677941,183791.182059514,-716.248078798875,129245.023483042,53785.3420842324
"36","ARCH",1991,"08","Arches NP",116516,1.29221122691092e-09,-0.169012856901218,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1991,85928.3376649401,30587.6623350599,-0.528620043725305,91725.529366735,184576.960704928,-1722.84848447795,129798.581339287,53279.0934893881
"37","ARCH",1992,"06","Arches NP",109882,1.77744630125432e-09,0.111054519397525,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1992,88670.4280771781,21211.5719228219,-0.528620043725305,94032.0975152957,187729.129086133,1592.61917317034,131969.491710452,56200.2651145153
"38","ARCH",1992,"07","Arches NP",119021,1.91666571502935e-09,0.191409007371384,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1992,88944.6371184016,30076.3628815984,-0.528620043725305,94539.8831254116,186815.559380093,1411.81621484649,132585.259820835,57324.8925867145
"39","ARCH",1992,"08","Arches NP",124840,1.19426923905763e-09,-0.225542891554364,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1992,89218.8461596252,35621.1538403748,-0.528620043725305,94975.7083605941,187471.753176042,1568.84476466359,132952.185141205,56869.7751570837
"40","ARCH",1993,"06","Arches NP",102396,1.9991508448669e-09,0.239017671952204,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1993,91960.9365718632,10435.0634281368,-0.528620043725305,97537.9035298927,190626.09059165,5257.47579279343,135498.825844166,59115.8401596778
"41","ARCH",1993,"07","Arches NP",116886,1.98586325161898e-09,0.231348355418758,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1993,92235.1456130867,24650.8543869133,-0.528620043725305,97723.073036727,189985.315919856,4744.76621396402,136406.069078295,59848.2257966492
"42","ARCH",1993,"08","Arches NP",118500,1.43392386853236e-09,-0.0872193307819728,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1993,92509.3546543102,25990.6453456898,-0.528620043725305,97617.2414867707,191320.527351008,5652.79413569366,136592.040569025,60270.4585707628
"43","ARCH",1994,"06","Arches NP",98464,2.51698750730611e-09,0.537901992293009,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1994,95251.4450665482,3212.55493345184,-0.528620043725305,100642.150955173,193519.502432365,7795.56189323931,139134.016687644,62891.3352246665
"44","ARCH",1994,"07","Arches NP",109497,1.53705137506677e-09,-0.0276963249102178,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1994,95525.6541077717,13971.3458922283,-0.528620043725305,100711.497114244,194330.768539844,8219.55141377795,138897.676458456,63003.1903735014
"45","ARCH",1994,"08","Arches NP",115008,1.58069879407918e-09,-0.00250396192706197,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1994,95799.8631489952,19208.1368510048,-0.528620043725305,101453.60840744,193345.150665621,6966.56032898799,139668.63144019,63478.0495564877
"46","ARCH",1995,"06","Arches NP",116972,3.04344127677325e-09,0.841759923743571,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1995,98541.9535612332,18430.0464387668,-0.528620043725305,104015.75305749,198206.167194471,11346.7027188375,141393.127153178,66019.3623068905
"47","ARCH",1995,"07","Arches NP",136258,1.84629422861349e-09,0.150792080424375,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1995,98816.1626024567,37441.8373975433,-0.528620043725305,104392.858604247,196925.467339882,12337.0714983881,142965.146759354,66297.5375607671
"48","ARCH",1995,"08","Arches NP",127740,2.00470107181161e-09,0.242221145032485,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1995,99090.3716436802,28649.6283563198,-0.528620043725305,104793.23028138,197873.303643667,11341.7259508651,142409.856176239,66023.4485492339
"49","ARCH",1996,"06","Arches NP",111616,3.15861692357089e-09,0.908236860217659,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1996,101832.462055918,9783.53794408182,-0.528620043725305,107531.799887501,201078.74980361,12773.0804997756,145386.07565874,69666.609289288
"50","ARCH",1996,"07","Arches NP",119378,2.07906314386719e-09,0.285141353232451,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1996,102106.671097142,17271.3289028583,-0.528620043725305,108071.334734236,200655.278177556,16016.0879585096,144909.990170667,69376.6837876772
"51","ARCH",1996,"08","Arches NP",128102,1.80714587738606e-09,0.128196483785933,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1996,102380.880138365,25721.1198616348,-0.528620043725305,108033.784850169,201172.887703823,15543.6326334528,146399.404252055,69937.0666667559
"52","ARCH",1997,"06","Arches NP",114213,3.20580939572324e-09,0.935475352560046,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1997,105122.970550603,9090.02944939682,-0.528620043725305,110877.848789495,202328.203001061,17579.8215941694,149367.774182448,72859.7215243053
"53","ARCH",1997,"07","Arches NP",122626,1.99586103200033e-09,0.237118861856291,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1997,105397.179591827,17228.8204081733,-0.528620043725305,111277.119571235,203282.303547788,18351.7759637928,149261.438688593,72914.9999697279
"54","ARCH",1997,"08","Arches NP",131104,2.0972465986091e-09,0.295636457009738,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1997,105671.38863305,25432.6113669498,-0.528620043725305,111212.523639869,204342.190643132,19064.3257692677,149638.516737467,73552.888013745
"55","ARCH",1998,"06","Arches NP",116384,2.0890906782256e-09,0.290929033033433,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1998,108413.479045288,7970.52095471181,-0.528620043725305,113848.552954539,207854.708278073,21589.0707991907,151629.545230444,75866.1192900861
"56","ARCH",1998,"07","Arches NP",113040,1.35123479072519e-09,-0.134945709798069,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1998,108687.688086512,4352.31191348832,-0.528620043725305,115001.936060803,207618.499278776,21970.8430283415,152139.658191235,76662.9391629511
"57","ARCH",1998,"08","Arches NP",120361,1.16369680558392e-09,-0.243188650657075,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1998,108961.897127735,11399.1028722648,-0.528620043725305,115067.507950922,206874.786265594,22075.4900542005,152620.014488581,77207.2643665598
"58","ARCH",1999,"06","Arches NP",118326,2.98788305208575e-09,0.809692896764741,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 1999,111703.987539973,6622.0124600268,-0.528620043725305,117447.966505001,210044.800737894,24977.7559450814,155583.583793439,79772.687559464
"59","ARCH",1999,"07","Arches NP",118042,2.00164640418166e-09,0.24045805577159,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 1999,111978.196581197,6063.80341880331,-0.528620043725305,117595.661766814,210384.015520453,24669.1180841057,155909.44338334,79541.4046992115
"60","ARCH",1999,"08","Arches NP",124130,9.93050530695427e-10,-0.341682055215361,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 1999,112252.40562242,11877.5943775798,-0.528620043725305,118533.318094024,210381.115202045,24408.9054504678,155305.419449984,79954.1024129464
"61","ARCH",2000,"06","Arches NP",106198,3.03715053107112e-09,0.838129038968512,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2000,114994.496034658,-8796.49603465819,-0.528620043725305,120586.9929399,213142.51537713,27484.6122686369,157975.758373993,82619.727776426
"62","ARCH",2000,"07","Arches NP",110434,2.34105801411033e-09,0.436359226367478,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2000,115268.705075882,-4834.70507588171,-0.528620043725305,121250.485095468,214336.574668772,28343.7348013627,158936.341052494,82010.5317430668
"63","ARCH",2000,"08","Arches NP",104487,2.52814658097122e-09,0.544342772542748,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2000,115542.914117105,-11055.9141171052,-0.528620043725305,121546.033593468,215230.522466094,28327.3745641933,159578.886874532,83120.7247026054
"64","ARCH",2001,"06","Arches NP",99452,2.77887846067415e-09,0.689059886815398,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2001,118285.004529343,-18833.0045293432,-0.528620043725305,124263.03085547,216148.89636764,31815.7068394902,161821.126287069,85770.0239900076
"65","ARCH",2001,"07","Arches NP",100281,2.45864306691601e-09,0.504226820802603,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2001,118559.213570567,-18278.2135705667,-0.528620043725305,123583.895782969,217747.643892097,30982.3110441796,162110.299246633,86464.713998924
"66","ARCH",2001,"08","Arches NP",97985,1.87555260211525e-09,0.167679392027921,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2001,118833.42261179,-20848.4226117902,-0.528620043725305,124684.226710245,216556.18452787,30951.1076605275,162240.978248543,86542.1633415995
"67","ARCH",2002,"06","Arches NP",101051,3.15091974734116e-09,0.903794213621086,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2002,121575.513024028,-20524.5130240282,-0.528620043725305,128101.38105049,220752.371685227,34516.9119992304,165653.777429806,88934.7998076731
"68","ARCH",2002,"07","Arches NP",96566,2.17190221363239e-09,0.33872609197447,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2002,121849.722065252,-25283.7220652517,-0.528620043725305,127700.449596786,221167.070295848,35586.3073835945,165397.835055213,89595.6122151534
"69","ARCH",2002,"08","Arches NP",97631,2.52382847953925e-09,0.541850456132439,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2002,122123.931106475,-24492.9311064752,-0.528620043725305,127363.314888224,221057.195626993,34669.2589876697,165931.156635096,89019.800295839
"70","ARCH",2003,"06","Arches NP",101997,2.5809174797331e-09,0.574801014212861,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2003,124866.021518713,-22869.0215187132,-0.528620043725305,130968.042482155,223033.21367821,38241.4408917979,168293.131840426,92502.6116907532
"71","ARCH",2003,"07","Arches NP",95296,2.31768049197001e-09,0.422866217233576,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2003,125140.230559937,-29844.2305599367,-0.528620043725305,131026.120651926,224013.559034506,38241.0053431351,169294.893372056,92559.7532014588
"72","ARCH",2003,"08","Arches NP",99352,1.59781021746852e-09,0.00737238812837084,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2003,125414.43960116,-26062.4396011602,-0.528620043725305,131446.803215188,223645.424125135,38456.2159906601,168590.452342487,93286.3819153398
"73","ARCH",2004,"06","Arches NP",94638,3.16165138514179e-09,0.90998828697054,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2004,128156.530013398,-33518.5300133982,-0.528620043725305,134082.286933146,226485.222858377,41114.1861681856,172137.589716655,95864.8209419243
"74","ARCH",2004,"07","Arches NP",93569,1.6451574547105e-09,0.0347002075925737,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2004,128430.739054622,-34861.7390546217,-0.528620043725305,134956.687884701,226975.450391352,42105.1678922032,172291.103961214,96080.4685016939
"75","ARCH",2004,"08","Arches NP",83585,1.9515817850646e-09,0.21156182121871,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2004,128704.948095845,-45119.9480958452,-0.528620043725305,134416.160199664,226778.798724937,41333.4595380071,172421.456792308,96612.0214832231
"76","ARCH",2005,"06","Arches NP",110517,2.81371304033939e-09,0.709165666152382,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2005,131447.038508083,-20930.0385080832,-0.528620043725305,136532.980409432,230587.914011128,44127.7994772204,175058.586135515,99100.6972945295
"77","ARCH",2005,"07","Arches NP",106555,2.04070760290165e-09,0.263003349834255,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2005,131721.247549307,-25166.2475493067,-0.528620043725305,137318.176512889,230189.028715835,44625.7903794093,175734.169604575,99304.8393981329
"78","ARCH",2005,"08","Arches NP",103403,1.36329236788413e-09,-0.127986332420015,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2005,131995.45659053,-28592.4565905302,-0.528620043725305,137359.743977027,230546.246421933,45243.1665257284,175531.469177093,99550.5528798837
"79","ARCH",2006,"06","Arches NP",102061,2.44823916695225e-09,0.49822191076994,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2006,134737.547002768,-32676.5470027682,-0.528620043725305,140142.518607117,233301.708156403,47769.7203034949,178350.111102622,101804.151887038
"80","ARCH",2006,"07","Arches NP",101297,1.53147672321552e-09,-0.0309138955276576,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2006,135011.756043992,-33714.7560439917,-0.528620043725305,141146.983702254,232541.831976331,47252.796432174,178843.095083956,103191.245317984
"81","ARCH",2006,"08","Arches NP",107176,1.6002211777888e-09,0.00876394320541235,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2006,135285.965085215,-28109.9650852153,-0.528620043725305,141122.508951538,234673.989909786,48105.4508144831,179504.459170687,102546.097581969
"82","ARCH",2007,"06","Arches NP",109027,2.51998866218628e-09,0.539634195131587,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2007,138028.055497453,-29001.0554974533,-0.528620043725305,143957.744670133,236070.596161472,50751.3963775648,181693.17291028,105083.815321654
"83","ARCH",2007,"07","Arches NP",112167,3.06763481283667e-09,0.855723918778018,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2007,138302.264538677,-26135.2645386767,-0.528620043725305,144092.667716793,236260.764137393,50949.3289780688,182454.218244481,105811.773574225
"84","ARCH",2007,"08","Arches NP",106047,1.70428937629197e-09,0.0688298964969358,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2007,138576.4735799,-32529.4735799003,-0.528620043725305,144098.587099737,236792.635283311,51511.3453717507,182361.838026737,106292.186391296
"85","ARCH",2008,"06","Arches NP",124451,2.52437160064289e-09,0.542163934095084,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2008,141318.563992138,-16867.5639921383,-0.528620043725305,147257.268978852,240647.580336255,54143.7960741947,185733.257036966,109452.79644256
"86","ARCH",2008,"07","Arches NP",121038,2.49160603260634e-09,0.52325234431491,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2008,141592.773033362,-20554.7730333618,-0.528620043725305,146861.104135345,240038.722604835,54392.0004911421,185495.410947949,108978.236703024
"87","ARCH",2008,"08","Arches NP",129843,1.13300580029119e-09,-0.260902846894717,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2008,141866.982074585,-12023.9820745852,-0.528620043725305,147643.939558434,240419.338629961,54544.7615291208,185779.891326608,109471.82936236
"88","ARCH",2009,"06","Arches NP",140161,2.4718029845161e-09,0.511822445664537,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2009,144609.072486823,-4448.07248682325,-0.528620043725305,150399.184428943,243570.763466419,57613.4431442327,188464.187912884,112449.799450096
"89","ARCH",2009,"07","Arches NP",133854,1.14074572010736e-09,-0.25643552960812,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2009,144883.281528047,-11029.2815280468,-0.528620043725305,149843.300700944,243446.070712751,57316.5754528622,188836.780700102,111647.263532923
"90","ARCH",2009,"08","Arches NP",133880,1.44723222295084e-09,-0.0795380313419416,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2009,145157.49056927,-11277.4905692703,-0.528620043725305,151322.496846043,243646.83973478,57741.3984629466,189116.339552935,112398.329136354
"91","ARCH",2010,"06","Arches NP",151209,2.41124697986095e-09,0.476870806264084,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2010,147899.580981508,3309.41901849172,-0.528620043725305,153567.587296373,246908.974446946,60809.0763683168,191673.93027821,114972.719572193
"92","ARCH",2010,"07","Arches NP",145489,1.44072087593372e-09,-0.083296242509432,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2010,148173.790022732,-2684.79002273176,-0.528620043725305,153856.475376377,247096.084399123,60886.1118649068,192318.650278059,115439.12702286
"93","ARCH",2010,"08","Arches NP",139304,1.40065192777428e-09,-0.106423188139341,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2010,148447.999063955,-9143.99906395527,-0.528620043725305,153829.628590085,246897.978886924,60924.7019466198,192611.20295378,116095.350504799
"94","ARCH",2011,"06","Arches NP",155481,2.37133224167962e-09,0.453832867357415,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2011,151190.089476193,4290.91052380673,-0.528620043725305,157395.054115056,250189.881922147,63769.5757317504,194452.028746001,118250.548564849
"95","ARCH",2011,"07","Arches NP",147426,1.54694868026439e-09,-0.0219838106141807,"Summer","ARCHSummer","ARCH07","High","Intermountain","UT",Jul 2011,151464.298517417,-4038.29851741678,-0.528620043725305,157294.620375756,249852.739673572,64809.5437228855,195293.440350361,118454.069486876
"96","ARCH",2011,"08","Arches NP",138600,1.44454537220895e-09,-0.081088824509162,"Summer","ARCHSummer","ARCH08","High","Intermountain","UT",Aug 2011,151738.50755864,-13138.5075586403,-0.528620043725305,157367.610340592,250450.997658965,65000.61607612,195286.612359415,119000.544810888
"97","ARCH",2012,"06","Arches NP",143482,2.56418419830595e-09,0.565142919664539,"Summer","ARCHSummer","ARCH06","High","Intermountain","UT",Jun 2012,154480.597970878,-10998.5979708783,-0.528620043725305,160649.68033356,252946.845192346,67537.1986969883,198163.931979084,121911.746216757
