"","X1","UnitCode","Year","Month","ParkName","RecreationVisits","Smoke","stdsmoke","Season","CatColS","CatColM"
"801",8001,"EVER",1988,"10","Everglades NP",49613,4.27112206713431e-10,-0.334164816349686,"Fall","EVERFall","EVER10"
"802",8011,"EVER",1989,"08","Everglades NP",51713,1.9774466508693e-09,0.113245236136568,"Summer","EVERSummer","EVER08"
"803",8021,"EVER",1990,"06","Everglades NP",46676,2.75290612528067e-09,0.337034603298737,"Summer","EVERSummer","EVER06"
"804",8031,"EVER",1991,"04","Everglades NP",110235,1.18475729227185e-09,-0.115516492580931,"Spring","EVERSpring","EVER04"
"805",8041,"EVER",1992,"02","Everglades NP",163917,1.24947718838087e-10,-0.421366277872653,"Winter","EVERWinter","EVER02"
"806",8051,"EVER",1992,"12","Everglades NP",81536,2.30493513164731e-10,-0.390906882767684,"Winter","EVERWinter","EVER12"
"807",8061,"EVER",1993,"10","Everglades NP",58058,1.63735219826933e-10,-0.410172617099233,"Fall","EVERFall","EVER10"
"808",8071,"EVER",1994,"08","Everglades NP",47314,1.11456599505289e-09,-0.135772955366232,"Summer","EVERSummer","EVER08"
"809",8081,"EVER",1995,"06","Everglades NP",46409,6.65935884214264e-09,1.4643953619239,"Summer","EVERSummer","EVER06"
"810",8091,"EVER",1996,"04","Everglades NP",97373,1.17916365560689e-09,-0.117130756705226,"Spring","EVERSpring","EVER04"
"811",8101,"EVER",1997,"02","Everglades NP",128164,3.43935852020749e-10,-0.358168628790898,"Winter","EVERWinter","EVER02"
"812",8111,"EVER",1997,"12","Everglades NP",89715,2.0538419576166e-10,-0.398153165051839,"Winter","EVERWinter","EVER12"
"813",8121,"EVER",1998,"10","Everglades NP",72328,3.67830238490185e-10,-0.351272962668845,"Fall","EVERFall","EVER10"
"814",8131,"EVER",1999,"08","Everglades NP",68676,5.73876057785583e-10,-0.291810327897983,"Summer","EVERSummer","EVER08"
"815",8141,"EVER",2000,"06","Everglades NP",44130,5.69467228928033e-09,1.18599706994509,"Summer","EVERSummer","EVER06"
"816",8151,"EVER",2001,"04","Everglades NP",105186,2.27132179730916e-09,0.198054481773018,"Spring","EVERSpring","EVER04"
"817",8161,"EVER",2002,"02","Everglades NP",123767,4.64195959448688e-10,-0.323462839224548,"Winter","EVERWinter","EVER02"
"818",8171,"EVER",2002,"12","Everglades NP",83210,4.18046347538947e-10,-0.336781127007285,"Winter","EVERWinter","EVER12"
"819",8181,"EVER",2003,"10","Everglades NP",70974,7.48897110991464e-10,-0.241301111066592,"Fall","EVERFall","EVER10"
"820",8191,"EVER",2004,"08","Everglades NP",59426,4.84233497743958e-09,0.940021575519244,"Summer","EVERSummer","EVER08"
"821",8201,"EVER",2005,"06","Everglades NP",71094,4.64240024200535e-09,0.88232253463703,"Summer","EVERSummer","EVER06"
"822",8211,"EVER",2006,"04","Everglades NP",90708,1.7487263859195e-09,0.0472389972043114,"Spring","EVERSpring","EVER04"
"823",8221,"EVER",2007,"02","Everglades NP",102862,6.63125276911813e-10,-0.266053951288957,"Winter","EVERWinter","EVER02"
"824",8231,"EVER",2007,"12","Everglades NP",80477,2.23044124836314e-10,-0.393056697109725,"Winter","EVERWinter","EVER12"
"825",8241,"EVER",2008,"10","Everglades NP",43760,5.24041199323477e-10,-0.306192138689987,"Fall","EVERFall","EVER10"
"826",8251,"EVER",2009,"08","Everglades NP",51957,4.44155867640461e-09,0.824361792201372,"Summer","EVERSummer","EVER08"
"827",8261,"EVER",2010,"06","Everglades NP",46388,5.62713742269239e-09,1.16650722482254,"Summer","EVERSummer","EVER06"
"828",8271,"EVER",2011,"04","Everglades NP",92257,1.05973041453211e-09,-0.151597921425265,"Spring","EVERSpring","EVER04"
"829",8281,"EVER",2012,"02","Everglades NP",133777,3.9610317803529e-10,-0.343113692639401,"Winter","EVERWinter","EVER02"
"830",8291,"EVER",2012,"12","Everglades NP",146640,2.95277413631112e-10,-0.372210937246258,"Winter","EVERWinter","EVER12"
"831",8301,"EVER",2013,"10","Everglades NP",38034,4.2573772285337e-10,-0.334561477791537,"Fall","EVERFall","EVER10"
"832",8311,"EVER",2014,"08","Everglades NP",73839,6.9496137733438e-09,1.54815985189743,"Summer","EVERSummer","EVER08"
"833",8321,"EVER",2015,"06","Everglades NP",61840,6.81359324516961e-09,1.50890577231542,"Summer","EVERSummer","EVER06"
"834",8331,"EVER",2016,"04","Everglades NP",65054,9.81419612244849e-10,-0.174197587125565,"Spring","EVERSpring","EVER04"
"835",8341,"EVER",2017,"02","Everglades NP",120646,3.47914669296401e-10,-0.357020384389283,"Winter","EVERWinter","EVER02"
"836",8351,"EVER",2017,"12","Everglades NP",87361,2.55453658226656e-10,-0.383703650036632,"Winter","EVERWinter","EVER12"
"837",8361,"EVER",2018,"10","Everglades NP",58920,4.90933071972677e-10,-0.315746792559403,"Fall","EVERFall","EVER10"
"838",8371,"GAAR",1982,"08","Gates of the Arctic NP & PRES",486,7.13208825331435e-10,-0.25160037121687,"Summer","GAARSummer","GAAR08"
"839",8381,"GAAR",1983,"06","Gates of the Arctic NP & PRES",279,5.31444055429375e-10,-0.304055753053086,"Summer","GAARSummer","GAAR06"
"840",8391,"GAAR",1984,"04","Gates of the Arctic NP & PRES",63,4.62450772120704e-10,-0.323966481749524,"Spring","GAARSpring","GAAR04"
"841",8401,"GAAR",1985,"02","Gates of the Arctic NP & PRES",8,9.60600932131683e-10,-0.180205637064234,"Winter","GAARWinter","GAAR02"
"842",8411,"GAAR",1985,"12","Gates of the Arctic NP & PRES",54,2.72459221850596e-10,-0.378796025012737,"Winter","GAARWinter","GAAR12"
"843",8421,"GAAR",1986,"10","Gates of the Arctic NP & PRES",19,4.81257256268464e-10,-0.318539130192349,"Fall","GAARFall","GAAR10"
"844",8431,"GAAR",1987,"08","Gates of the Arctic NP & PRES",444,1.91520216352714e-10,-0.402154162242095,"Summer","GAARSummer","GAAR08"
"845",8441,"GAAR",1988,"06","Gates of the Arctic NP & PRES",84,5.2830906316359e-10,-0.304960478520204,"Summer","GAARSummer","GAAR06"
"846",8451,"GAAR",1989,"04","Gates of the Arctic NP & PRES",27,1.13726550399207e-09,-0.129222118207079,"Spring","GAARSpring","GAAR04"
"847",8461,"GAAR",1990,"02","Gates of the Arctic NP & PRES",2,3.3990643633075e-10,-0.359331475357422,"Winter","GAARWinter","GAAR02"
"848",8471,"GAAR",1990,"12","Gates of the Arctic NP & PRES",0,5.70562042057077e-10,-0.292766717634804,"Winter","GAARWinter","GAAR12"
"849",8481,"GAAR",1991,"10","Gates of the Arctic NP & PRES",23,2.80981876654707e-10,-0.376336477366355,"Fall","GAARFall","GAAR10"
"850",8491,"GAAR",1992,"08","Gates of the Arctic NP & PRES",732,1.59510932240536e-10,-0.411391701625073,"Summer","GAARSummer","GAAR08"
"851",8501,"GAAR",1993,"06","Gates of the Arctic NP & PRES",269,5.26228727260047e-10,-0.305560841364042,"Summer","GAARSummer","GAAR06"
"852",8511,"GAAR",1994,"04","Gates of the Arctic NP & PRES",32,5.58825263841101e-10,-0.296153827156511,"Spring","GAARSpring","GAAR04"
"853",8521,"GAAR",1995,"02","Gates of the Arctic NP & PRES",51,2.70231004240173e-10,-0.379439064946339,"Winter","GAARWinter","GAAR02"
"854",8531,"GAAR",1995,"12","Gates of the Arctic NP & PRES",8,6.70987987394511e-10,-0.263784856563616,"Winter","GAARWinter","GAAR12"
"855",8541,"GAAR",1996,"10","Gates of the Arctic NP & PRES",20,3.90418586349028e-10,-0.344754205416692,"Fall","GAARFall","GAAR10"
"856",8551,"GAAR",1997,"08","Gates of the Arctic NP & PRES",2374,2.34257557796269e-10,-0.389820619469784,"Summer","GAARSummer","GAAR08"
"857",8561,"GAAR",1998,"06","Gates of the Arctic NP & PRES",2269,4.33643010389062e-10,-0.332280095780968,"Summer","GAARSummer","GAAR06"
"858",8571,"GAAR",1999,"04","Gates of the Arctic NP & PRES",81,5.19557286082772e-10,-0.307486148421842,"Spring","GAARSpring","GAAR04"
"859",8581,"GAAR",2000,"02","Gates of the Arctic NP & PRES",49,3.19512971636016e-10,-0.365216812643091,"Winter","GAARWinter","GAAR02"
"860",8591,"GAAR",2000,"12","Gates of the Arctic NP & PRES",51,3.44909767413526e-10,-0.357887567153751,"Winter","GAARWinter","GAAR12"
"861",8601,"GAAR",2001,"10","Gates of the Arctic NP & PRES",83,3.1792504739947e-10,-0.365675070710372,"Fall","GAARFall","GAAR10"
"862",8611,"GAAR",2002,"08","Gates of the Arctic NP & PRES",2196,2.76953321387552e-10,-0.377499075623986,"Summer","GAARSummer","GAAR08"
"863",8621,"GAAR",2003,"06","Gates of the Arctic NP & PRES",1952,5.9601623636496e-10,-0.285420907539302,"Summer","GAARSummer","GAAR06"
"864",8631,"GAAR",2004,"04","Gates of the Arctic NP & PRES",31,1.02771757770626e-09,-0.16083648608367,"Spring","GAARSpring","GAAR04"
"865",8641,"GAAR",2005,"02","Gates of the Arctic NP & PRES",4,5.0269544082937e-10,-0.312352297850617,"Winter","GAARWinter","GAAR02"
"866",8651,"GAAR",2005,"12","Gates of the Arctic NP & PRES",0,2.22461715715383e-10,-0.393224774195509,"Winter","GAARWinter","GAAR12"
"867",8661,"GAAR",2006,"10","Gates of the Arctic NP & PRES",5,2.73708278264451e-10,-0.378435560599534,"Fall","GAARFall","GAAR10"
"868",8671,"GAAR",2007,"08","Gates of the Arctic NP & PRES",3588,5.2186777121932e-10,-0.30681936695407,"Summer","GAARSummer","GAAR08"
"869",8681,"GAAR",2008,"06","Gates of the Arctic NP & PRES",2788,8.86438700220538e-10,-0.201608069421292,"Summer","GAARSummer","GAAR06"
"870",8691,"GAAR",2009,"04","Gates of the Arctic NP & PRES",12,1.13790088462906e-09,-0.129038754104439,"Spring","GAARSpring","GAAR04"
"871",8701,"GAAR",2010,"02","Gates of the Arctic NP & PRES",102,8.86949513834168e-10,-0.201460654038407,"Winter","GAARWinter","GAAR02"
"872",8711,"GAAR",2010,"12","Gates of the Arctic NP & PRES",105,8.52307946441755e-10,-0.211457842415193,"Winter","GAARWinter","GAAR12"
"873",8721,"GAAR",2011,"10","Gates of the Arctic NP & PRES",2,3.03252506439478e-10,-0.369909410175487,"Fall","GAARFall","GAAR10"
"874",8731,"GAAR",2012,"08","Gates of the Arctic NP & PRES",3412,1.22780036138082e-10,-0.421991848074128,"Summer","GAARSummer","GAAR08"
"875",8741,"GAAR",2013,"06","Gates of the Arctic NP & PRES",2175,8.33318969384322e-10,-0.216937859487607,"Summer","GAARSummer","GAAR06"
"876",8751,"GAAR",2014,"04","Gates of the Arctic NP & PRES",218,1.3037699808649e-09,-0.08117069483989,"Spring","GAARSpring","GAAR04"
"877",8761,"GAAR",2015,"02","Gates of the Arctic NP & PRES",138,9.1397894808054e-10,-0.193660246429307,"Winter","GAARWinter","GAAR02"
"878",8771,"GAAR",2015,"12","Gates of the Arctic NP & PRES",244,2.87872087278984e-10,-0.374348035769982,"Winter","GAARWinter","GAAR12"
"879",8781,"GAAR",2016,"10","Gates of the Arctic NP & PRES",29,3.49563239465667e-10,-0.356544624550018,"Fall","GAARFall","GAAR10"
"880",8791,"GAAR",2017,"08","Gates of the Arctic NP & PRES",3533,1.69941130612195e-10,-0.408381657167571,"Summer","GAARSummer","GAAR08"
"881",8801,"GAAR",2018,"06","Gates of the Arctic NP & PRES",1949,8.82748762975893e-10,-0.202672946114525,"Summer","GAARSummer","GAAR06"
"882",8811,"GLAC",1980,"04","Glacier NP",21109,1.50366186169038e-09,-0.0234840213425473,"Spring","GLACSpring","GLAC04"
"883",8821,"GLAC",1981,"02","Glacier NP",8278,6.52568832304468e-10,-0.269100429069054,"Winter","GLACWinter","GLAC02"
"884",8831,"GLAC",1981,"12","Glacier NP",7911,1.7573964505857e-10,-0.40670826749183,"Winter","GLACWinter","GLAC12"
"885",8841,"GLAC",1982,"10","Glacier NP",65203,2.65461819193291e-10,-0.380815401091218,"Fall","GLACFall","GLAC10"
"886",8851,"GLAC",1983,"08","Glacier NP",673399,5.97073834818218e-10,-0.285115695859806,"Summer","GLACSummer","GLAC08"
"887",8861,"GLAC",1984,"06","Glacier NP",321531,7.76424147197474e-10,-0.233357100817612,"Summer","GLACSummer","GLAC06"
"888",8871,"GLAC",1985,"04","Glacier NP",36976,1.36766709069036e-09,-0.0627306676776897,"Spring","GLACSpring","GLAC04"
"889",8881,"GLAC",1986,"02","Glacier NP",3725,4.56222948308493e-10,-0.325763765547997,"Winter","GLACWinter","GLAC02"
"890",8891,"GLAC",1986,"12","Glacier NP",7473,3.26418614360335e-10,-0.36322391750657,"Winter","GLACWinter","GLAC12"
"891",8901,"GLAC",1987,"10","Glacier NP",67647,1.01804165097974e-09,-0.163628855756475,"Fall","GLACFall","GLAC10"
"892",8911,"GLAC",1988,"08","Glacier NP",508564,5.11019337956498e-10,-0.309950109558551,"Summer","GLACSummer","GLAC08"
"893",8921,"GLAC",1989,"06","Glacier NP",300384,1.35613309470983e-09,-0.0660592564002572,"Summer","GLACSummer","GLAC06"
"894",8931,"GLAC",1990,"04","Glacier NP",24443,1.3628401740462e-09,-0.0641236645483012,"Spring","GLACSpring","GLAC04"
"895",8941,"GLAC",1991,"02","Glacier NP",8447,4.05136701964182e-10,-0.340506713590204,"Winter","GLACWinter","GLAC02"
"896",8951,"GLAC",1991,"12","Glacier NP",6839,2.68271321823832e-10,-0.380004608475386,"Winter","GLACWinter","GLAC12"
"897",8961,"GLAC",1992,"10","Glacier NP",68290,5.22587639828487e-10,-0.306611620520115,"Fall","GLACFall","GLAC10"
"898",8971,"GLAC",1993,"08","Glacier NP",624559,3.84812237630427e-10,-0.346372138104637,"Summer","GLACSummer","GLAC08"
"899",8981,"GLAC",1994,"06","Glacier NP",327882,6.91191659463186e-10,-0.257954291413796,"Summer","GLACSummer","GLAC06"
"900",8991,"GLAC",1995,"04","Glacier NP",25869,1.00430186389389e-09,-0.167594012361492,"Spring","GLACSpring","GLAC04"
"901",9001,"GLAC",1996,"02","Glacier NP",11058,5.92369375773671e-10,-0.286473352767949,"Winter","GLACWinter","GLAC02"
"902",9011,"GLAC",1996,"12","Glacier NP",4962,2.6564977995136e-10,-0.380761157613012,"Winter","GLACWinter","GLAC12"
"903",9021,"GLAC",1997,"10","Glacier NP",53262,5.75211878128812e-10,-0.291424824336394,"Fall","GLACFall","GLAC10"
"904",9031,"GLAC",1998,"08","Glacier NP",528716,3.11956988019446e-10,-0.367397389253008,"Summer","GLACSummer","GLAC08"
"905",9041,"GLAC",1999,"06","Glacier NP",232339,7.69593166971561e-10,-0.235328449150179,"Summer","GLACSummer","GLAC06"
"906",9051,"GLAC",2000,"04","Glacier NP",20796,1.80742165678538e-09,0.0641778288982024,"Spring","GLACSpring","GLAC04"
"907",9061,"GLAC",2001,"02","Glacier NP",8451,6.76779743358225e-10,-0.262113417314182,"Winter","GLACWinter","GLAC02"
"908",9071,"GLAC",2001,"12","Glacier NP",3387,3.64450969403407e-10,-0.352248183831723,"Winter","GLACWinter","GLAC12"
"909",9081,"GLAC",2002,"10","Glacier NP",87651,9.86360881860548e-10,-0.172771589202058,"Fall","GLACFall","GLAC10"
"910",9091,"GLAC",2003,"08","Glacier NP",261481,1.05204467359954e-09,-0.15381594461826,"Summer","GLACSummer","GLAC08"
"911",9101,"GLAC",2004,"06","Glacier NP",281589,1.25740085010762e-09,-0.0945523334302347,"Summer","GLACSummer","GLAC06"
"912",9111,"GLAC",2005,"04","Glacier NP",54609,1.61391622288676e-09,0.00833421614528039,"Spring","GLACSpring","GLAC04"
"913",9121,"GLAC",2006,"02","Glacier NP",10702,7.15025705311234e-10,-0.251076038954121,"Winter","GLACWinter","GLAC02"
"914",9131,"GLAC",2006,"12","Glacier NP",10772,6.89445722734661e-10,-0.258458150207808,"Winter","GLACWinter","GLAC12"
"915",9141,"GLAC",2007,"10","Glacier NP",66059,1.04062691796969e-09,-0.157110987610359,"Fall","GLACFall","GLAC10"
"916",9151,"GLAC",2008,"08","Glacier NP",514317,4.94314811305685e-10,-0.314770858509702,"Summer","GLACSummer","GLAC08"
"917",9161,"GLAC",2009,"06","Glacier NP",327572,1.05398634264731e-09,-0.153255599556039,"Summer","GLACSummer","GLAC06"
"918",9171,"GLAC",2010,"04","Glacier NP",24111,1.96458915802111e-09,0.109534700276557,"Spring","GLACSpring","GLAC04"
"919",9181,"GLAC",2011,"02","Glacier NP",10911,6.43027520119688e-10,-0.271853950415027,"Winter","GLACWinter","GLAC02"
"920",9191,"GLAC",2011,"12","Glacier NP",10560,5.70276159628236e-10,-0.292849220267043,"Winter","GLACWinter","GLAC12"
"921",9201,"GLAC",2012,"10","Glacier NP",54127,3.98163169101906e-10,-0.342519201099391,"Fall","GLACFall","GLAC10"
"922",9211,"GLAC",2013,"08","Glacier NP",626556,6.14609085847206e-10,-0.280055208677306,"Summer","GLACSummer","GLAC08"
"923",9221,"GLAC",2014,"06","Glacier NP",334074,1.01008434949534e-09,-0.165925248440134,"Summer","GLACSummer","GLAC06"
"924",9231,"GLAC",2015,"04","Glacier NP",48270,1.09119335789387e-09,-0.142518050179469,"Spring","GLACSpring","GLAC04"
"925",9241,"GLAC",2016,"02","Glacier NP",16548,6.41498520970174e-10,-0.27229520332811,"Winter","GLACWinter","GLAC02"
"926",9251,"GLAC",2016,"12","Glacier NP",12877,6.24122087344858e-10,-0.277309857494914,"Winter","GLACWinter","GLAC12"
"927",9261,"GLAC",2017,"10","Glacier NP",84469,5.96038385314301e-10,-0.285414515587795,"Fall","GLACFall","GLAC10"
"928",9271,"GLAC",2018,"08","Glacier NP",667688,6.22317697374086e-10,-0.277830585273731,"Summer","GLACSummer","GLAC08"
"929",9281,"GLBA",1980,"06","Glacier Bay NP & PRES",20050,1.02933062073873e-09,-0.160370978998705,"Summer","GLBASummer","GLBA06"
"930",9291,"GLBA",1981,"04","Glacier Bay NP & PRES",37,5.43098455096924e-10,-0.300692417105407,"Spring","GLBASpring","GLBA04"
"931",9301,"GLBA",1982,"02","Glacier Bay NP & PRES",70,5.42210221166073e-10,-0.300948751982775,"Winter","GLBAWinter","GLBA02"
"932",9311,"GLBA",1982,"12","Glacier Bay NP & PRES",90,1.77799178158189e-10,-0.406113908116232,"Winter","GLBAWinter","GLBA12"
"933",9321,"GLBA",1983,"10","Glacier Bay NP & PRES",98,2.70394345802671e-10,-0.379391926306463,"Fall","GLBAFall","GLBA10"
"934",9331,"GLBA",1984,"08","Glacier Bay NP & PRES",33325,4.82708928384312e-10,-0.318120193039793,"Summer","GLBASummer","GLBA08"
"935",9341,"GLBA",1985,"06","Glacier Bay NP & PRES",28551,1.14672515927339e-09,-0.126492162176062,"Summer","GLBASummer","GLBA06"
"936",9351,"GLBA",1986,"04","Glacier Bay NP & PRES",101,7.16882664342222e-10,-0.250540140302929,"Spring","GLBASpring","GLBA04"
"937",9361,"GLBA",1987,"02","Glacier Bay NP & PRES",79,3.82545883859109e-10,-0.347026183729179,"Winter","GLBAWinter","GLBA02"
"938",9371,"GLBA",1987,"12","Glacier Bay NP & PRES",38,5.36578281806754e-10,-0.302574069857799,"Winter","GLBAWinter","GLBA12"
"939",9381,"GLBA",1988,"10","Glacier Bay NP & PRES",190,4.41216924107479e-10,-0.330094344734117,"Fall","GLBAFall","GLBA10"
"940",9391,"GLBA",1989,"08","Glacier Bay NP & PRES",43822,2.8538996166283e-10,-0.375064350856954,"Summer","GLBASummer","GLBA08"
"941",9401,"GLBA",1990,"06","Glacier Bay NP & PRES",44120,6.11398598415747e-10,-0.280981721247307,"Summer","GLBASummer","GLBA06"
"942",9411,"GLBA",1991,"04","Glacier Bay NP & PRES",293,1.37891698059889e-09,-0.0594840689496453,"Spring","GLBASpring","GLBA04"
"943",9421,"GLBA",1992,"02","Glacier Bay NP & PRES",36,2.56426296862955e-10,-0.383422956857843,"Winter","GLBAWinter","GLBA02"
"944",9431,"GLBA",1992,"12","Glacier Bay NP & PRES",63,3.77440551035946e-10,-0.348499528551634,"Winter","GLBAWinter","GLBA12"
"945",9441,"GLBA",1993,"10","Glacier Bay NP & PRES",168,5.42817291115938e-10,-0.300773558043715,"Fall","GLBAFall","GLBA10"
"946",9451,"GLBA",1994,"08","Glacier Bay NP & PRES",63410,3.43092665389122e-10,-0.358411963496215,"Summer","GLBASummer","GLBA08"
"947",9461,"GLBA",1995,"06","Glacier Bay NP & PRES",51394,8.01878563549963e-10,-0.226011226642395,"Summer","GLBASummer","GLBA06"
"948",9471,"GLBA",1996,"04","Glacier Bay NP & PRES",84,6.97683466555077e-10,-0.256080824844913,"Spring","GLBASpring","GLBA04"
"949",9481,"GLBA",1997,"02","Glacier Bay NP & PRES",59,4.14088180411554e-10,-0.337923411995464,"Winter","GLBAWinter","GLBA02"
"950",9491,"GLBA",1997,"12","Glacier Bay NP & PRES",87,2.78677553255946e-10,-0.377001480622053,"Winter","GLBAWinter","GLBA12"
"951",9501,"GLBA",1998,"10","Glacier Bay NP & PRES",191,4.12673034633215e-10,-0.338331808035009,"Fall","GLBAFall","GLBA10"
"952",9511,"GLBA",1999,"08","Glacier Bay NP & PRES",88956,1.98702110321136e-10,-0.400081543930946,"Summer","GLBASummer","GLBA08"
"953",9521,"GLBA",2000,"06","Glacier Bay NP & PRES",83305,6.87011669775472e-10,-0.259160592036621,"Summer","GLBASummer","GLBA06"
"954",9531,"GLBA",2001,"04","Glacier Bay NP & PRES",123,1.75926173628937e-09,0.0502793874115426,"Spring","GLBASpring","GLBA04"
"955",9541,"GLBA",2002,"02","Glacier Bay NP & PRES",174,3.12595255236303e-10,-0.367213192114081,"Winter","GLBAWinter","GLBA02"
"956",9551,"GLBA",2002,"12","Glacier Bay NP & PRES",173,3.60803109611396e-10,-0.353300917419085,"Winter","GLBAWinter","GLBA12"
"957",9561,"GLBA",2003,"10","Glacier Bay NP & PRES",226,4.17615997339027e-10,-0.336905321503679,"Fall","GLBAFall","GLBA10"
"958",9571,"GLBA",2004,"08","Glacier Bay NP & PRES",83350,2.27633217830814e-10,-0.391732333618175,"Summer","GLBASummer","GLBA08"
"959",9581,"GLBA",2005,"06","Glacier Bay NP & PRES",82032,5.56165280496401e-10,-0.296921470094685,"Summer","GLBASummer","GLBA06"
"960",9591,"GLBA",2006,"04","Glacier Bay NP & PRES",173,1.38708278196731e-09,-0.0571275054142035,"Spring","GLBASpring","GLBA04"
"961",9601,"GLBA",2007,"02","Glacier Bay NP & PRES",168,4.71386096823068e-10,-0.321387841954004,"Winter","GLBAWinter","GLBA02"
"962",9611,"GLBA",2007,"12","Glacier Bay NP & PRES",150,3.89000498479675e-10,-0.345163450512452,"Winter","GLBAWinter","GLBA12"
"963",9621,"GLBA",2008,"10","Glacier Bay NP & PRES",250,6.14665318643404e-10,-0.280038980489644,"Fall","GLBAFall","GLBA10"
"964",9631,"GLBA",2009,"08","Glacier Bay NP & PRES",98353,3.17947723704748e-10,-0.365668526569543,"Summer","GLBASummer","GLBA08"
"965",9641,"GLBA",2010,"06","Glacier Bay NP & PRES",104399,5.77379644095544e-10,-0.290799230105027,"Summer","GLBASummer","GLBA06"
"966",9651,"GLBA",2011,"04","Glacier Bay NP & PRES",178,9.21630327610501e-10,-0.191452139572108,"Spring","GLBASpring","GLBA04"
"967",9661,"GLBA",2012,"02","Glacier Bay NP & PRES",173,6.31467766964988e-10,-0.27518997238446,"Winter","GLBAWinter","GLBA02"
"968",9671,"GLBA",2012,"12","Glacier Bay NP & PRES",173,3.72407382709383e-10,-0.349952047466923,"Winter","GLBAWinter","GLBA12"
"969",9681,"GLBA",2013,"10","Glacier Bay NP & PRES",168,3.57327695210685e-10,-0.354303885098281,"Fall","GLBAFall","GLBA10"
"970",9691,"GLBA",2014,"08","Glacier Bay NP & PRES",110795,3.07251030173816e-10,-0.368755478699223,"Summer","GLBASummer","GLBA08"
"971",9701,"GLBA",2015,"06","Glacier Bay NP & PRES",107364,6.99294733230715e-10,-0.255615830397661,"Summer","GLBASummer","GLBA06"
"972",9711,"GLBA",2016,"04","Glacier Bay NP & PRES",2505,9.93995219467081e-10,-0.170568400462936,"Spring","GLBASpring","GLBA04"
"973",9721,"GLBA",2017,"02","Glacier Bay NP & PRES",172,5.34806199325999e-10,-0.303085474038177,"Winter","GLBAWinter","GLBA02"
"974",9731,"GLBA",2017,"12","Glacier Bay NP & PRES",173,5.85201609393238e-10,-0.288541894007271,"Winter","GLBAWinter","GLBA12"
"975",9741,"GLBA",2018,"10","Glacier Bay NP & PRES",383,4.67545668847436e-10,-0.322496148673644,"Fall","GLBAFall","GLBA10"
"976",9751,"GRBA",1980,"08","Great Basin NP",7474,1.03942321416639e-09,-0.157458363741905,"Summer","GRBASummer","GRBA08"
"977",9761,"GRBA",1981,"06","Great Basin NP",5579,1.50834345014061e-09,-0.0221329646449862,"Summer","GRBASummer","GRBA06"
"978",9771,"GRBA",1982,"04","Great Basin NP",2053,2.10466821748412e-09,0.149960028877635,"Spring","GRBASpring","GRBA04"
"979",9781,"GRBA",1983,"02","Great Basin NP",350,2.70483718756154e-10,-0.379366134221433,"Winter","GRBAWinter","GRBA02"
"980",9791,"GRBA",1983,"12","Great Basin NP",160,4.95651908405392e-10,-0.314384986489755,"Winter","GRBAWinter","GRBA12"
"981",9801,"GRBA",1984,"10","Great Basin NP",1667,1.0912035719457e-09,-0.142515102512608,"Fall","GRBAFall","GRBA10"
"982",9811,"GRBA",1985,"08","Great Basin NP",7943,1.12655218487134e-09,-0.132313868305373,"Summer","GRBASummer","GRBA08"
"983",9821,"GRBA",1986,"06","Great Basin NP",6487,2.40586950361887e-09,0.236883520609673,"Summer","GRBASummer","GRBA06"
"984",9831,"GRBA",1987,"04","Great Basin NP",3399,2.0037447256982e-09,0.120834581186495,"Spring","GRBASpring","GRBA04"
"985",9841,"GRBA",1988,"02","Great Basin NP",788,1.13465770112953e-09,-0.129974702412378,"Winter","GRBAWinter","GRBA02"
"986",9851,"GRBA",1988,"12","Great Basin NP",397,9.70257429955268e-10,-0.177418874366437,"Winter","GRBAWinter","GRBA12"
"987",9861,"GRBA",1989,"10","Great Basin NP",4134,1.68796188138032e-09,0.0297030066522997,"Fall","GRBAFall","GRBA10"
"988",9871,"GRBA",1990,"08","Great Basin NP",12035,1.47483292245454e-09,-0.0318037469767495,"Summer","GRBASummer","GRBA08"
"989",9881,"GRBA",1991,"06","Great Basin NP",10002,2.97396662851668e-09,0.40083031636458,"Summer","GRBASummer","GRBA06"
"990",9891,"GRBA",1992,"04","Great Basin NP",5109,1.00818831061389e-09,-0.166472425121052,"Spring","GRBASpring","GRBA04"
"991",9901,"GRBA",1993,"02","Great Basin NP",754,2.60042987143549e-10,-0.382379218460385,"Winter","GRBAWinter","GRBA02"
"992",9911,"GRBA",1993,"12","Great Basin NP",941,6.89194756819944e-10,-0.258530576304963,"Winter","GRBAWinter","GRBA12"
"993",9921,"GRBA",1994,"10","Great Basin NP",4954,1.10258657759488e-09,-0.139230087995805,"Fall","GRBAFall","GRBA10"
"994",9931,"GRBA",1995,"08","Great Basin NP",14683,1.24565924242148e-09,-0.0979408366857301,"Summer","GRBASummer","GRBA08"
"995",9941,"GRBA",1996,"06","Great Basin NP",11647,3.26107763015671e-09,0.483687501662484,"Summer","GRBASummer","GRBA06"
"996",9951,"GRBA",1997,"04","Great Basin NP",5997,1.91941862404121e-09,0.096498963984326,"Spring","GRBASpring","GRBA04"
"997",9961,"GRBA",1998,"02","Great Basin NP",578,6.70222988219393e-10,-0.264005627199515,"Winter","GRBAWinter","GRBA02"
"998",9971,"GRBA",1998,"12","Great Basin NP",1407,4.63083932311648e-10,-0.323783758444027,"Winter","GRBAWinter","GRBA12"
"999",9981,"GRBA",1999,"10","Great Basin NP",7354,8.97381002840092e-10,-0.198450237117565,"Fall","GRBAFall","GRBA10"
