"","UnitCode","Year","Month","ParkName","RecreationVisits","Smoke","stdsmoke","Season","CatColS","CatColM","SeasType","Region","State"
"8140","EVER","2000","05","Everglades NP",81748,1.85060622381883e-09,0.153280872450398,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8141","EVER","2000","06","Everglades NP",44130,5.69467228928033e-09,2.37199413989019,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8142","EVER","2000","07","Everglades NP",41367,3.51363094175383e-09,1.1131434093914,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8143","EVER","2000","08","Everglades NP",56499,3.08335357246392e-09,0.864796452896521,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8144","EVER","2000","09","Everglades NP",58225,3.24298898846109e-09,0.956934623623737,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8145","EVER","2000","10","Everglades NP",73489,4.23187207498898e-10,-0.670595058861065,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8146","EVER","2000","11","Everglades NP",83271,4.8720288914339e-10,-0.633646567401727,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8147","EVER","2000","12","Everglades NP",87925,2.92071145047146e-10,-0.746272464603372,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8148","EVER","2001","01","Everglades NP",130610,3.01312919059882e-10,-0.74093830898077,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8149","EVER","2001","02","Everglades NP",159927,2.62705274201025e-10,-0.763221821390348,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8150","EVER","2001","03","Everglades NP",142544,1.43719003364851e-09,-0.0853341696652163,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8151","EVER","2001","04","Everglades NP",105186,2.27132179730916e-09,0.396108963546035,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8152","EVER","2001","05","Everglades NP",78059,2.82525824957247e-09,0.715829315648668,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8153","EVER","2001","06","Everglades NP",63953,7.66700125609532e-09,3.51038051824783,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8154","EVER","2001","07","Everglades NP",61905,4.97290120193838e-09,1.95540320199543,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8155","EVER","2001","08","Everglades NP",52413,3.64865826441019e-09,1.19107831143075,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8156","EVER","2001","09","Everglades NP",40968,9.58986334786971e-10,-0.361343185414403,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8157","EVER","2001","10","Everglades NP",54878,5.46598155626299e-10,-0.599364881414904,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8158","EVER","2001","11","Everglades NP",70801,2.9629107500817e-10,-0.743836810680482,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8159","EVER","2001","12","Everglades NP",88607,2.60173660393548e-10,-0.764683015096968,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8160","EVER","2002","01","Everglades NP",116699,2.28038352090287e-10,-0.783230832348686,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8161","EVER","2002","02","Everglades NP",123767,4.64195959448688e-10,-0.646925678449097,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8162","EVER","2002","03","Everglades NP",138066,1.00343355846633e-09,-0.335689192168993,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8163","EVER","2002","04","Everglades NP",90924,1.31046185014583e-09,-0.158478984896737,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8164","EVER","2002","05","Everglades NP",59925,2.06228278898379e-09,0.275456088885237,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8165","EVER","2002","06","Everglades NP",46614,4.1129344374724e-09,1.45904865517291,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8166","EVER","2002","07","Everglades NP",52050,6.42506803316678e-09,2.79356304631528,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8167","EVER","2002","08","Everglades NP",51891,2.27113239326115e-09,0.395999643553332,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8168","EVER","2002","09","Everglades NP",46264,2.22097851221292e-09,0.367051888910113,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8169","EVER","2002","10","Everglades NP",82933,3.8635675214671e-10,-0.691852815243027,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8170","EVER","2002","11","Everglades NP",76566,3.90453447352002e-10,-0.689488289803075,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8171","EVER","2002","12","Everglades NP",83210,4.18046347538947e-10,-0.673562254014571,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8172","EVER","2003","01","Everglades NP",116320,3.91106147468179e-10,-0.689111565162354,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8173","EVER","2003","02","Everglades NP",131014,3.76759567988216e-10,-0.697392106051224,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8174","EVER","2003","03","Everglades NP",135722,1.07831477080822e-09,-0.292469347224684,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8175","EVER","2003","04","Everglades NP",94008,1.45097822645823e-09,-0.0773759176997234,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8176","EVER","2003","05","Everglades NP",68448,3.41253758584514e-09,1.05479447204615,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8177","EVER","2003","06","Everglades NP",58174,6.4867857751949e-09,2.8291852158468,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8178","EVER","2003","07","Everglades NP",64537,5.08480146876877e-09,2.01998965873647,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8179","EVER","2003","08","Everglades NP",65496,2.70562794391083e-09,0.646781244715607,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8180","EVER","2003","09","Everglades NP",55460,1.46763790009885e-09,-0.067760308002021,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8181","EVER","2003","10","Everglades NP",70974,7.48897110991464e-10,-0.482602222133185,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8182","EVER","2003","11","Everglades NP",81601,3.36022987212914e-10,-0.720904395043439,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8183","EVER","2003","12","Everglades NP",98894,3.69506092390282e-10,-0.701578658069355,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8184","EVER","2004","01","Everglades NP",142612,3.39827554984851e-10,-0.718708479351897,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8185","EVER","2004","02","Everglades NP",160274,4.2489461948847e-10,-0.669609576933924,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8186","EVER","2004","03","Everglades NP",143197,1.08592634884275e-09,-0.288076106087883,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8187","EVER","2004","04","Everglades NP",70008,1.79775794251213e-09,0.122777967219374,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8188","EVER","2004","05","Everglades NP",139849,1.42278333559176e-09,-0.0936494097194147,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8189","EVER","2004","06","Everglades NP",135819,6.03191896431099e-09,2.56664575605606,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8190","EVER","2004","07","Everglades NP",56238,5.27737054056843e-09,2.13113643593141,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8191","EVER","2004","08","Everglades NP",59426,4.84233497743958e-09,1.88004315103849,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8192","EVER","2004","09","Everglades NP",35407,1.36674260797776e-09,-0.125994927136851,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8193","EVER","2004","10","Everglades NP",66229,3.76045555805504e-10,-0.697804218714201,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8194","EVER","2004","11","Everglades NP",77465,3.42210010328969e-10,-0.71733337674152,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8195","EVER","2004","12","Everglades NP",94831,3.96983834693998e-10,-0.68571908896457,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8196","EVER","2005","01","Everglades NP",125381,2.67870142733884e-10,-0.760240768998611,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8197","EVER","2005","02","Everglades NP",138049,6.16969531019862e-10,-0.558748018547606,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8198","EVER","2005","03","Everglades NP",236941,1.52161727662303e-09,-0.0366045586411037,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8199","EVER","2005","04","Everglades NP",174997,1.82413395499736e-09,0.13800164127871,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8200","EVER","2005","05","Everglades NP",92696,1.68347391582557e-09,0.0568156549313124,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8201","EVER","2005","06","Everglades NP",71094,4.64240024200535e-09,1.76464506927406,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8202","EVER","2005","07","Everglades NP",71419,8.40765768117535e-09,3.93787167187406,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8203","EVER","2005","08","Everglades NP",26747,2.26516694290524e-09,0.39255651234135,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8204","EVER","2005","09","Everglades NP",44948,8.92867779711537e-10,-0.399505410743432,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8205","EVER","2005","10","Everglades NP",16674,2.89990031987486e-10,-0.747473638849049,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8206","EVER","2005","11","Everglades NP",128727,3.40148881283753e-10,-0.718523016638611,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8207","EVER","2005","12","Everglades NP",106164,3.50187129294355e-10,-0.71272915314519,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8208","EVER","2006","01","Everglades NP",90074,3.16866616278944e-10,-0.731961045377593,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8209","EVER","2006","02","Everglades NP",112603,6.48640918754495e-10,-0.540467966392305,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8210","EVER","2006","03","Everglades NP",115621,1.18784038161124e-09,-0.229253491494085,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8211","EVER","2006","04","Everglades NP",90708,1.7487263859195e-09,0.0944779944086228,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8212","EVER","2006","05","Everglades NP",55507,2.2167034874343e-09,0.364584435428972,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8213","EVER","2006","06","Everglades NP",49018,6.67291555345173e-09,2.93661536960886,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8214","EVER","2006","07","Everglades NP",54757,9.27291665675511e-09,4.43728077052068,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8215","EVER","2006","08","Everglades NP",81053,6.55053522535809e-09,2.8659800441511,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8216","EVER","2006","09","Everglades NP",74328,2.1655861548453e-09,0.335080597024538,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8217","EVER","2006","10","Everglades NP",87878,4.86125029119933e-10,-0.634268685308589,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8218","EVER","2006","11","Everglades NP",62638,3.51071588466922e-10,-0.712218662100743,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8219","EVER","2006","12","Everglades NP",79837,2.41181435933768e-10,-0.775644923573442,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8220","EVER","2007","01","Everglades NP",100546,2.41180131421714e-10,-0.775645676510085,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8221","EVER","2007","02","Everglades NP",102862,6.63125276911813e-10,-0.532107902577914,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8222","EVER","2007","03","Everglades NP",241397,1.07267206228556e-09,-0.295726198707027,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8223","EVER","2007","04","Everglades NP",101656,2.00316097043185e-09,0.241332231234885,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8224","EVER","2007","05","Everglades NP",60350,2.14032258583075e-09,0.320499001703092,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8225","EVER","2007","06","Everglades NP",48303,8.86266970923089e-09,4.20049494793118,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8226","EVER","2007","07","Everglades NP",53336,5.84661119518159e-09,2.45969004849912,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8227","EVER","2007","08","Everglades NP",49587,3.75585962331115e-09,1.25295265834122,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8228","EVER","2007","09","Everglades NP",79819,7.95789489860255e-10,-0.455536937258714,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8229","EVER","2007","10","Everglades NP",81573,3.127393621849e-10,-0.734343208758922,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8230","EVER","2007","11","Everglades NP",74858,4.32893859647621e-10,-0.664992585454508,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8231","EVER","2007","12","Everglades NP",80477,2.23044124836314e-10,-0.786113394219451,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8232","EVER","2008","01","Everglades NP",87123,2.91817903175229e-10,-0.746418630431827,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8233","EVER","2008","02","Everglades NP",111172,4.75778472175392e-10,-0.640240498168787,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8234","EVER","2008","03","Everglades NP",104390,1.48344314609972e-09,-0.0586378557860313,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8235","EVER","2008","04","Everglades NP",82543,1.78392212113465e-09,0.114792225056419,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8236","EVER","2008","05","Everglades NP",60147,3.64172292321996e-09,1.18707537983412,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8237","EVER","2008","06","Everglades NP",50393,6.22623419488377e-09,2.67880037899844,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8238","EVER","2008","07","Everglades NP",54174,6.42857544974618e-09,2.79558745265134,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8239","EVER","2008","08","Everglades NP",44632,7.16453651961046e-09,3.22036854699786,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8240","EVER","2008","09","Everglades NP",27457,1.05217246026967e-09,-0.307558133485294,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8241","EVER","2008","10","Everglades NP",43760,5.24041199323477e-10,-0.612384277379974,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8242","EVER","2008","11","Everglades NP",70884,3.6151293070219e-10,-0.70619214118441,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8243","EVER","2008","12","Everglades NP",85443,3.17060239174438e-10,-0.73184929035575,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8244","EVER","2009","01","Everglades NP",104251,3.96335630981071e-10,-0.68609321837686,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8245","EVER","2009","02","Everglades NP",107537,7.76729902618456e-10,-0.466537726101876,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8246","EVER","2009","03","Everglades NP",115054,1.17588705439431e-09,-0.236152698020356,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8247","EVER","2009","04","Everglades NP",93031,1.29074095855941e-09,-0.169861464558485,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8248","EVER","2009","05","Everglades NP",64156,1.30975830181512e-09,-0.158885058046639,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8249","EVER","2009","06","Everglades NP",48696,4.12239442582063e-09,1.46450875947409,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8250","EVER","2009","07","Everglades NP",55364,1.1884149664354e-08,5.94442898797484,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8251","EVER","2009","08","Everglades NP",51957,4.44155867640461e-09,1.64872358440274,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8252","EVER","2009","09","Everglades NP",44519,5.55493206988444e-10,-0.594230846740248,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8253","EVER","2009","10","Everglades NP",54642,4.47920478485742e-10,-0.656319540295255,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8254","EVER","2009","11","Everglades NP",69927,3.17004117400543e-10,-0.731881682651359,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8255","EVER","2009","12","Everglades NP",91748,2.95651447768108e-10,-0.744205989934838,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8256","EVER","2010","01","Everglades NP",104491,4.16803452862879e-10,-0.67427962641683,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8257","EVER","2010","02","Everglades NP",112674,6.57972176743016e-10,-0.535082162519928,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8258","EVER","2010","03","Everglades NP",137350,1.274911287652e-09,-0.178998014311633,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8259","EVER","2010","04","Everglades NP",91638,1.58965440810732e-09,0.00266502823177868,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8260","EVER","2010","05","Everglades NP",67704,1.27630706003856e-09,-0.1781924041427,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8261","EVER","2010","06","Everglades NP",46388,5.62713742269239e-09,2.33301444964507,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8262","EVER","2010","07","Everglades NP",55954,5.67210012292207e-09,2.35896596500425,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8263","EVER","2010","08","Everglades NP",52731,2.97395152948354e-09,0.801651917888003,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8264","EVER","2010","09","Everglades NP",52433,7.80857822846315e-10,-0.464155178242261,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8265","EVER","2010","10","Everglades NP",64447,4.16098072664184e-10,-0.674686756882015,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8266","EVER","2010","11","Everglades NP",48242,2.36351604954166e-10,-0.778432599407168,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8267","EVER","2010","12","Everglades NP",81486,3.51890294680857e-10,-0.711746122267124,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8268","EVER","2011","01","Everglades NP",108115,2.88957080485375e-10,-0.748069836511453,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8269","EVER","2011","02","Everglades NP",121341,4.40988884298221e-10,-0.660320309201529,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8270","EVER","2011","03","Everglades NP",131176,1.32302069300039e-09,-0.151230287608347,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8271","EVER","2011","04","Everglades NP",92257,1.05973041453211e-09,-0.303195842850529,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8272","EVER","2011","05","Everglades NP",55073,1.25067944889423e-09,-0.192984116847535,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8273","EVER","2011","06","Everglades NP",52165,2.99996516517353e-09,0.816666435759667,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8274","EVER","2011","07","Everglades NP",56712,4.50917392313954e-09,1.68774966836106,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8275","EVER","2011","08","Everglades NP",52814,4.02039423974543e-09,1.40563641902195,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8276","EVER","2011","09","Everglades NP",42787,1.21200505187602e-09,-0.21530615718537,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8277","EVER","2011","10","Everglades NP",54443,5.69065627953336e-10,-0.586397133699608,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8278","EVER","2011","11","Everglades NP",76578,5.19873921689396e-10,-0.614789541498329,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8279","EVER","2011","12","Everglades NP",90890,2.79130080160783e-10,-0.753741772328375,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8280","EVER","2012","01","Everglades NP",128689,3.533620063223e-10,-0.710896681573569,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8281","EVER","2012","02","Everglades NP",133777,3.9610317803529e-10,-0.686227385278801,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8282","EVER","2012","03","Everglades NP",132603,1.06646025344048e-09,-0.299311522805176,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8283","EVER","2012","04","Everglades NP",99501,2.53098275670993e-09,0.545979752925787,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8284","EVER","2012","05","Everglades NP",73188,3.18655035691506e-09,0.924359444510032,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8285","EVER","2012","06","Everglades NP",55627,5.09187092490038e-09,2.02406999862805,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8286","EVER","2012","07","Everglades NP",65022,7.89960008518165e-09,3.6446316209335,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8287","EVER","2012","08","Everglades NP",73081,6.11413053519527e-09,2.6140965282207,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8288","EVER","2012","09","Everglades NP",49588,1.36906452841146e-09,-0.124654763990729,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8289","EVER","2012","10","Everglades NP",84150,3.1476526940466e-10,-0.733173898151211,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8290","EVER","2012","11","Everglades NP",100040,3.7374695005532e-10,-0.699130925120308,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8291","EVER","2012","12","Everglades NP",146640,2.95277413631112e-10,-0.744421874492516,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8292","EVER","2013","01","Everglades NP",142377,2.69323896517903e-10,-0.759401693198855,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8293","EVER","2013","02","Everglades NP",132732,4.81746309510811e-10,-0.636795989242943,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8294","EVER","2013","03","Everglades NP",144436,1.49831003160017e-09,-0.0500570053158153,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8295","EVER","2013","04","Everglades NP",91347,9.02147356818261e-10,-0.39414943597809,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8296","EVER","2013","05","Everglades NP",73300,1.19746590421244e-09,-0.223697844338796,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8297","EVER","2013","06","Everglades NP",59024,9.39112521081142e-09,4.50550823663165,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8298","EVER","2013","07","Everglades NP",61541,5.03975705612447e-09,1.99399098070752,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8299","EVER","2013","08","Everglades NP",60541,3.55762597159526e-09,1.13853640596022,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8300","EVER","2013","09","Everglades NP",50742,2.2972521662723e-09,0.411075421631927,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8301","EVER","2013","10","Everglades NP",38034,4.2573772285337e-10,-0.669122955583075,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8302","EVER","2013","11","Everglades NP",80206,2.2605711746948e-10,-0.784374358881331,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8303","EVER","2013","12","Everglades NP",112836,2.73678885109874e-10,-0.756888086303445,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8304","EVER","2014","01","Everglades NP",127802,2.78305656298272e-10,-0.754217612267283,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8305","EVER","2014","02","Everglades NP",132334,3.375496271385e-10,-0.720023250911205,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8306","EVER","2014","03","Everglades NP",167972,1.10654974072588e-09,-0.276172722428108,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8307","EVER","2014","04","Everglades NP",97458,1.22918242251302e-09,-0.20539174377961,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8308","EVER","2014","05","Everglades NP",62634,1.51452961283383e-09,-0.0406954076058346,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8309","EVER","2014","06","Everglades NP",58372,9.71659996906737e-09,4.69336535252451,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8310","EVER","2014","07","Everglades NP",64324,5.80805892269609e-09,2.43743849584708,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8311","EVER","2014","08","Everglades NP",73839,6.9496137733438e-09,3.09631970379485,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8312","EVER","2014","09","Everglades NP",60866,3.3054816661604e-09,0.993004069561486,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8313","EVER","2014","10","Everglades NP",68964,1.16167830910285e-09,-0.244353683943852,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8314","EVER","2014","11","Everglades NP",68965,3.54115736733718e-10,-0.71046164439278,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8315","EVER","2014","12","Everglades NP",127371,2.59335775076863e-10,-0.765166624701242,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8316","EVER","2015","01","Everglades NP",142660,2.82400269835392e-10,-0.751854288321976,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8317","EVER","2015","02","Everglades NP",145148,5.18685261408081e-10,-0.615475610960123,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8318","EVER","2015","03","Everglades NP",149383,6.64660548821416e-10,-0.531221776247888,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
"8319","EVER","2015","04","Everglades NP",108982,2.79331291430651e-09,0.697391146798183,"Spring","EVERSpring","EVER04","Shoulder","Southeast","FL"
"8320","EVER","2015","05","Everglades NP",70711,2.11717088305363e-09,0.307136330708193,"Spring","EVERSpring","EVER05","Shoulder","Southeast","FL"
"8321","EVER","2015","06","Everglades NP",61840,6.81359324516961e-09,3.01781154463084,"Summer","EVERSummer","EVER06","Low","Southeast","FL"
"8322","EVER","2015","07","Everglades NP",72567,8.78993233754954e-09,4.15851248227115,"Summer","EVERSummer","EVER07","Low","Southeast","FL"
"8323","EVER","2015","08","Everglades NP",67529,3.52419537996695e-09,1.11924097869103,"Summer","EVERSummer","EVER08","Low","Southeast","FL"
"8324","EVER","2015","09","Everglades NP",32717,1.12195708279472e-09,-0.267279931908387,"Fall","EVERFall","EVER09","Shoulder","Southeast","FL"
"8325","EVER","2015","10","Everglades NP",62000,4.51668091816515e-10,-0.65415649749718,"Fall","EVERFall","EVER10","Shoulder","Southeast","FL"
"8326","EVER","2015","11","Everglades NP",84937,2.28337682095514e-10,-0.783058065428808,"Fall","EVERFall","EVER11","Shoulder","Southeast","FL"
"8327","EVER","2015","12","Everglades NP",78953,1.13689876957146e-10,-0.849230342910935,"Winter","EVERWinter","EVER12","High","Southeast","FL"
"8328","EVER","2016","01","Everglades NP",116221,2.61378085841812e-10,-0.763987846315735,"Winter","EVERWinter","EVER01","High","Southeast","FL"
"8329","EVER","2016","02","Everglades NP",120197,4.75761430251964e-10,-0.640250334404942,"Winter","EVERWinter","EVER02","High","Southeast","FL"
"8330","EVER","2016","03","Everglades NP",134815,5.0958937070078e-10,-0.620725565838057,"Spring","EVERSpring","EVER03","Shoulder","Southeast","FL"
