"","Park","Year","SingleVisitorFee","Source","UnitCode"
"2023","Shenandoah NP",2013,8,"Observed","SHEN"
"2024","Shenandoah NP",2014,8,"Observed","SHEN"
"2025","Shenandoah NP",2015,10,"Observed","SHEN"
"2026","Shenandoah NP",2016,10,"Observed","SHEN"
"2027","Shenandoah NP",2017,10,"Observed","SHEN"
"2028","Shenandoah NP",2018,15,"Observed","SHEN"
"2029","Theodore Roosevelt NP",1980,1.90683333333333,"Predicted","THRO"
"2030","Theodore Roosevelt NP",1981,2.01008333333333,"Predicted","THRO"
"2031","Theodore Roosevelt NP",1982,2.06083333333333,"Predicted","THRO"
"2032","Theodore Roosevelt NP",1983,2.15233333333333,"Predicted","THRO"
"2033","Theodore Roosevelt NP",1984,2.24741666666667,"Predicted","THRO"
"2034","Theodore Roosevelt NP",1985,2.35091666666667,"Predicted","THRO"
"2035","Theodore Roosevelt NP",1986,2.46508333333333,"Predicted","THRO"
"2036","Theodore Roosevelt NP",1987,2.55275,"Predicted","THRO"
"2037","Theodore Roosevelt NP",1988,2.66658333333333,"Predicted","THRO"
"2038","Theodore Roosevelt NP",1989,2.78108333333333,"Predicted","THRO"
"2039","Theodore Roosevelt NP",1990,2.90483333333333,"Predicted","THRO"
"2040","Theodore Roosevelt NP",1991,3.0315,"Predicted","THRO"
"2041","Theodore Roosevelt NP",1992,3.16883333333333,"Predicted","THRO"
"2042","Theodore Roosevelt NP",1993,3.30475,"Predicted","THRO"
"2043","Theodore Roosevelt NP",1994,3.43358333333333,"Predicted","THRO"
"2044","Theodore Roosevelt NP",1995,3.57616666666667,"Predicted","THRO"
"2045","Theodore Roosevelt NP",1996,3.6655,"Predicted","THRO"
"2046","Theodore Roosevelt NP",1997,5,"Observed","THRO"
"2047","Theodore Roosevelt NP",1998,5,"Observed","THRO"
"2048","Theodore Roosevelt NP",1999,5,"Observed","THRO"
"2049","Theodore Roosevelt NP",2000,5,"Observed","THRO"
"2050","Theodore Roosevelt NP",2001,5,"Observed","THRO"
"2051","Theodore Roosevelt NP",2002,5,"Observed","THRO"
"2052","Theodore Roosevelt NP",2003,5,"Observed","THRO"
"2053","Theodore Roosevelt NP",2004,5,"Observed","THRO"
"2054","Theodore Roosevelt NP",2005,5,"Observed","THRO"
"2055","Theodore Roosevelt NP",2006,5,"Observed","THRO"
"2056","Theodore Roosevelt NP",2007,5,"Observed","THRO"
"2057","Theodore Roosevelt NP",2008,5,"Observed","THRO"
"2058","Theodore Roosevelt NP",2009,5,"Observed","THRO"
"2059","Theodore Roosevelt NP",2010,5,"Observed","THRO"
"2060","Theodore Roosevelt NP",2011,5,"Observed","THRO"
"2061","Theodore Roosevelt NP",2012,5,"Observed","THRO"
"2062","Theodore Roosevelt NP",2013,5,"Observed","THRO"
"2063","Theodore Roosevelt NP",2014,5,"Observed","THRO"
"2064","Theodore Roosevelt NP",2015,10,"Observed","THRO"
"2065","Theodore Roosevelt NP",2016,10,"Observed","THRO"
"2066","Theodore Roosevelt NP",2017,12,"Observed","THRO"
"2067","Theodore Roosevelt NP",2018,15,"Observed","THRO"
"2068","Virgin Islands NP",1980,0.01275,"Predicted","VIIS"
"2069","Virgin Islands NP",1981,0.0115833333333333,"Predicted","VIIS"
"2070","Virgin Islands NP",1982,0.0121666666666667,"Predicted","VIIS"
"2071","Virgin Islands NP",1983,0.0129166666666667,"Predicted","VIIS"
"2072","Virgin Islands NP",1984,0.0138333333333333,"Predicted","VIIS"
"2073","Virgin Islands NP",1985,0.0170833333333333,"Predicted","VIIS"
"2074","Virgin Islands NP",1986,0.01475,"Predicted","VIIS"
"2075","Virgin Islands NP",1987,0.01475,"Predicted","VIIS"
"2076","Virgin Islands NP",1988,0.0166666666666667,"Predicted","VIIS"
"2077","Virgin Islands NP",1989,0.0185,"Predicted","VIIS"
"2078","Virgin Islands NP",1990,0.0180833333333333,"Predicted","VIIS"
"2079","Virgin Islands NP",1991,0.02,"Predicted","VIIS"
"2080","Virgin Islands NP",1992,0.01925,"Predicted","VIIS"
"2081","Virgin Islands NP",1993,0.0206666666666667,"Predicted","VIIS"
"2082","Virgin Islands NP",1994,0.0214166666666667,"Predicted","VIIS"
"2083","Virgin Islands NP",1995,0.0224166666666667,"Predicted","VIIS"
"2084","Virgin Islands NP",1996,0.0241666666666667,"Predicted","VIIS"
"2085","Virgin Islands NP",1997,0,"Observed","VIIS"
"2086","Virgin Islands NP",1998,0,"Observed","VIIS"
"2087","Virgin Islands NP",1999,0,"Observed","VIIS"
"2088","Virgin Islands NP",2000,0,"Observed","VIIS"
"2089","Virgin Islands NP",2001,0,"Observed","VIIS"
"2090","Virgin Islands NP",2002,0,"Observed","VIIS"
"2091","Virgin Islands NP",2003,0,"Observed","VIIS"
"2092","Virgin Islands NP",2004,0,"Observed","VIIS"
"2093","Virgin Islands NP",2005,0,"Observed","VIIS"
"2094","Virgin Islands NP",2006,0,"Observed","VIIS"
"2095","Virgin Islands NP",2007,0,"Observed","VIIS"
"2096","Virgin Islands NP",2008,0,"Observed","VIIS"
"2097","Virgin Islands NP",2009,0,"Observed","VIIS"
"2098","Virgin Islands NP",2010,0,"Observed","VIIS"
"2099","Virgin Islands NP",2011,0,"Observed","VIIS"
"2100","Virgin Islands NP",2012,0,"Observed","VIIS"
"2101","Virgin Islands NP",2013,0,"Observed","VIIS"
"2102","Virgin Islands NP",2014,0,"Observed","VIIS"
"2103","Virgin Islands NP",2015,0,"Observed","VIIS"
"2104","Virgin Islands NP",2016,0,"Observed","VIIS"
"2105","Virgin Islands NP",2017,0,"Observed","VIIS"
"2106","Virgin Islands NP",2018,0,"Observed","VIIS"
"2107","Voyageurs NP",1980,0.0143333333333333,"Predicted","VOYA"
"2108","Voyageurs NP",1981,0.0160833333333333,"Predicted","VOYA"
"2109","Voyageurs NP",1982,0.0185,"Predicted","VOYA"
"2110","Voyageurs NP",1983,0.0191666666666667,"Predicted","VOYA"
"2111","Voyageurs NP",1984,0.0170833333333333,"Predicted","VOYA"
"2112","Voyageurs NP",1985,0.01825,"Predicted","VOYA"
"2113","Voyageurs NP",1986,0.0194166666666667,"Predicted","VOYA"
"2114","Voyageurs NP",1987,0.0208333333333333,"Predicted","VOYA"
"2115","Voyageurs NP",1988,0.0215833333333333,"Predicted","VOYA"
"2116","Voyageurs NP",1989,0.0225833333333333,"Predicted","VOYA"
"2117","Voyageurs NP",1990,0.02375,"Predicted","VOYA"
"2118","Voyageurs NP",1991,0.0249166666666667,"Predicted","VOYA"
"2119","Voyageurs NP",1992,0.0221666666666667,"Predicted","VOYA"
"2120","Voyageurs NP",1993,0.02525,"Predicted","VOYA"
"2121","Voyageurs NP",1994,0.0299166666666667,"Predicted","VOYA"
"2122","Voyageurs NP",1995,0.0275833333333333,"Predicted","VOYA"
"2123","Voyageurs NP",1996,0.0305,"Predicted","VOYA"
"2124","Voyageurs NP",1997,0.0274166666666667,"Predicted","VOYA"
"2125","Voyageurs NP",1998,0.0306666666666667,"Predicted","VOYA"
"2126","Voyageurs NP",1999,0.0366666666666667,"Predicted","VOYA"
"2127","Voyageurs NP",2000,0.0353333333333333,"Predicted","VOYA"
"2128","Voyageurs NP",2001,0.034,"Predicted","VOYA"
"2129","Voyageurs NP",2002,0.0359166666666667,"Predicted","VOYA"
"2130","Voyageurs NP",2003,0.03825,"Predicted","VOYA"
"2131","Voyageurs NP",2004,0,"Observed","VOYA"
"2132","Voyageurs NP",2005,0,"Observed","VOYA"
"2133","Voyageurs NP",2006,0,"Observed","VOYA"
"2134","Voyageurs NP",2007,0,"Observed","VOYA"
"2135","Voyageurs NP",2008,0,"Observed","VOYA"
"2136","Voyageurs NP",2009,0,"Observed","VOYA"
"2137","Voyageurs NP",2010,0,"Observed","VOYA"
"2138","Voyageurs NP",2011,0,"Observed","VOYA"
"2139","Voyageurs NP",2012,0,"Observed","VOYA"
"2140","Voyageurs NP",2013,0,"Observed","VOYA"
"2141","Voyageurs NP",2014,0,"Observed","VOYA"
"2142","Voyageurs NP",2015,0,"Observed","VOYA"
"2143","Voyageurs NP",2016,0,"Observed","VOYA"
"2144","Voyageurs NP",2017,0,"Observed","VOYA"
"2145","Voyageurs NP",2018,0,"Observed","VOYA"
"2146","Wind Cave NP",1980,0.0125,"Predicted","WICA"
"2147","Wind Cave NP",1981,0.0160833333333333,"Predicted","WICA"
"2148","Wind Cave NP",1982,0.01425,"Predicted","WICA"
"2149","Wind Cave NP",1983,0.01525,"Predicted","WICA"
"2150","Wind Cave NP",1984,0.0151666666666667,"Predicted","WICA"
"2151","Wind Cave NP",1985,0.0155,"Predicted","WICA"
"2152","Wind Cave NP",1986,0.0154166666666667,"Predicted","WICA"
"2153","Wind Cave NP",1987,0.0153333333333333,"Predicted","WICA"
"2154","Wind Cave NP",1988,0.0185,"Predicted","WICA"
"2155","Wind Cave NP",1989,0.0175,"Predicted","WICA"
"2156","Wind Cave NP",1990,0.02,"Predicted","WICA"
"2157","Wind Cave NP",1991,0.022,"Predicted","WICA"
"2158","Wind Cave NP",1992,0.0190833333333333,"Predicted","WICA"
"2159","Wind Cave NP",1993,0.0195,"Predicted","WICA"
"2160","Wind Cave NP",1994,0.0250833333333333,"Predicted","WICA"
"2161","Wind Cave NP",1995,0.0249166666666667,"Predicted","WICA"
"2162","Wind Cave NP",1996,0.0253333333333333,"Predicted","WICA"
"2163","Wind Cave NP",1997,0.0240833333333333,"Predicted","WICA"
"2164","Wind Cave NP",1998,0.0283333333333333,"Predicted","WICA"
"2165","Wind Cave NP",1999,0,"Observed","WICA"
"2166","Wind Cave NP",2000,0,"Observed","WICA"
"2167","Wind Cave NP",2001,0,"Observed","WICA"
"2168","Wind Cave NP",2002,0,"Observed","WICA"
"2169","Wind Cave NP",2003,0,"Observed","WICA"
"2170","Wind Cave NP",2004,0,"Observed","WICA"
"2171","Wind Cave NP",2005,0,"Observed","WICA"
"2172","Wind Cave NP",2006,0,"Observed","WICA"
"2173","Wind Cave NP",2007,0,"Observed","WICA"
"2174","Wind Cave NP",2008,0,"Observed","WICA"
"2175","Wind Cave NP",2009,0,"Observed","WICA"
"2176","Wind Cave NP",2010,0,"Observed","WICA"
"2177","Wind Cave NP",2011,0,"Observed","WICA"
"2178","Wind Cave NP",2012,0,"Observed","WICA"
"2179","Wind Cave NP",2013,0,"Observed","WICA"
"2180","Wind Cave NP",2014,0,"Observed","WICA"
"2181","Wind Cave NP",2015,0,"Observed","WICA"
"2182","Wind Cave NP",2016,0,"Observed","WICA"
"2183","Wind Cave NP",2017,0,"Observed","WICA"
"2184","Wind Cave NP",2018,0,"Observed","WICA"
"2185","Wrangell-St. Elias NP & PRES",1980,0.0125833333333333,"Predicted","WRST"
"2186","Wrangell-St. Elias NP & PRES",1981,0.0106666666666667,"Predicted","WRST"
"2187","Wrangell-St. Elias NP & PRES",1982,0.0121666666666667,"Predicted","WRST"
"2188","Wrangell-St. Elias NP & PRES",1983,0.01425,"Predicted","WRST"
"2189","Wrangell-St. Elias NP & PRES",1984,0.0145,"Predicted","WRST"
"2190","Wrangell-St. Elias NP & PRES",1985,0.01725,"Predicted","WRST"
"2191","Wrangell-St. Elias NP & PRES",1986,0.0145833333333333,"Predicted","WRST"
"2192","Wrangell-St. Elias NP & PRES",1987,0.0161666666666667,"Predicted","WRST"
"2193","Wrangell-St. Elias NP & PRES",1988,0.0163333333333333,"Predicted","WRST"
"2194","Wrangell-St. Elias NP & PRES",1989,0.0191666666666667,"Predicted","WRST"
"2195","Wrangell-St. Elias NP & PRES",1990,0.0163333333333333,"Predicted","WRST"
"2196","Wrangell-St. Elias NP & PRES",1991,0.0175833333333333,"Predicted","WRST"
"2197","Wrangell-St. Elias NP & PRES",1992,0.02,"Predicted","WRST"
"2198","Wrangell-St. Elias NP & PRES",1993,0.0225833333333333,"Predicted","WRST"
"2199","Wrangell-St. Elias NP & PRES",1994,0.0204166666666667,"Predicted","WRST"
"2200","Wrangell-St. Elias NP & PRES",1995,0.0211666666666667,"Predicted","WRST"
"2201","Wrangell-St. Elias NP & PRES",1996,0.02,"Predicted","WRST"
"2202","Wrangell-St. Elias NP & PRES",1997,0,"Observed","WRST"
"2203","Wrangell-St. Elias NP & PRES",1998,0,"Observed","WRST"
"2204","Wrangell-St. Elias NP & PRES",1999,0,"Observed","WRST"
"2205","Wrangell-St. Elias NP & PRES",2000,0,"Observed","WRST"
"2206","Wrangell-St. Elias NP & PRES",2001,0,"Observed","WRST"
"2207","Wrangell-St. Elias NP & PRES",2002,0,"Observed","WRST"
"2208","Wrangell-St. Elias NP & PRES",2003,0,"Observed","WRST"
"2209","Wrangell-St. Elias NP & PRES",2004,0,"Observed","WRST"
"2210","Wrangell-St. Elias NP & PRES",2005,0,"Observed","WRST"
"2211","Wrangell-St. Elias NP & PRES",2006,0,"Observed","WRST"
"2212","Wrangell-St. Elias NP & PRES",2007,0,"Observed","WRST"
"2213","Wrangell-St. Elias NP & PRES",2008,0,"Observed","WRST"
"2214","Wrangell-St. Elias NP & PRES",2009,0,"Observed","WRST"
"2215","Wrangell-St. Elias NP & PRES",2010,0,"Observed","WRST"
"2216","Wrangell-St. Elias NP & PRES",2011,0,"Observed","WRST"
"2217","Wrangell-St. Elias NP & PRES",2012,0,"Observed","WRST"
"2218","Wrangell-St. Elias NP & PRES",2013,0,"Observed","WRST"
"2219","Wrangell-St. Elias NP & PRES",2014,0,"Observed","WRST"
"2220","Wrangell-St. Elias NP & PRES",2015,0,"Observed","WRST"
"2221","Wrangell-St. Elias NP & PRES",2016,0,"Observed","WRST"
"2222","Wrangell-St. Elias NP & PRES",2017,0,"Observed","WRST"
"2223","Wrangell-St. Elias NP & PRES",2018,0,"Observed","WRST"
"2224","Yellowstone NP",1980,3.69708333333333,"Predicted","YELL"
"2225","Yellowstone NP",1981,3.85533333333333,"Predicted","YELL"
"2226","Yellowstone NP",1982,3.99591666666667,"Predicted","YELL"
"2227","Yellowstone NP",1983,4.1675,"Predicted","YELL"
"2228","Yellowstone NP",1984,4.3445,"Predicted","YELL"
"2229","Yellowstone NP",1985,4.5665,"Predicted","YELL"
"2230","Yellowstone NP",1986,4.74816666666667,"Predicted","YELL"
"2231","Yellowstone NP",1987,4.96958333333333,"Predicted","YELL"
"2232","Yellowstone NP",1988,5.11875,"Predicted","YELL"
"2233","Yellowstone NP",1989,5.31325,"Predicted","YELL"
"2234","Yellowstone NP",1990,5.57575,"Predicted","YELL"
"2235","Yellowstone NP",1991,5.84183333333333,"Predicted","YELL"
"2236","Yellowstone NP",1992,6.07183333333333,"Predicted","YELL"
"2237","Yellowstone NP",1993,6.32333333333333,"Predicted","YELL"
"2238","Yellowstone NP",1994,6.56733333333333,"Predicted","YELL"
"2239","Yellowstone NP",1995,6.84841666666667,"Predicted","YELL"
"2240","Yellowstone NP",1996,7.14691666666667,"Predicted","YELL"
"2241","Yellowstone NP",1997,10,"Observed","YELL"
"2242","Yellowstone NP",1998,10,"Observed","YELL"
"2243","Yellowstone NP",1999,10,"Observed","YELL"
"2244","Yellowstone NP",2000,10,"Observed","YELL"
"2245","Yellowstone NP",2001,10,"Observed","YELL"
"2246","Yellowstone NP",2002,10,"Observed","YELL"
"2247","Yellowstone NP",2003,10,"Observed","YELL"
"2248","Yellowstone NP",2004,10,"Observed","YELL"
"2249","Yellowstone NP",2005,10,"Observed","YELL"
"2250","Yellowstone NP",2006,12,"Observed","YELL"
"2251","Yellowstone NP",2007,12,"Observed","YELL"
"2252","Yellowstone NP",2008,12,"Observed","YELL"
"2253","Yellowstone NP",2009,12,"Observed","YELL"
"2254","Yellowstone NP",2010,12,"Observed","YELL"
"2255","Yellowstone NP",2011,12,"Observed","YELL"
"2256","Yellowstone NP",2012,12,"Observed","YELL"
"2257","Yellowstone NP",2013,12,"Observed","YELL"
"2258","Yellowstone NP",2014,12,"Observed","YELL"
"2259","Yellowstone NP",2015,15,"Observed","YELL"
"2260","Yellowstone NP",2016,15,"Observed","YELL"
"2261","Yellowstone NP",2017,15,"Observed","YELL"
"2262","Yellowstone NP",2018,20,"Observed","YELL"
"2263","Yosemite NP",1980,3.39241666666667,"Predicted","YOSE"
"2264","Yosemite NP",1981,3.562,"Predicted","YOSE"
"2265","Yosemite NP",1982,3.7255,"Predicted","YOSE"
"2266","Yosemite NP",1983,3.87575,"Predicted","YOSE"
"2267","Yosemite NP",1984,4.04841666666667,"Predicted","YOSE"
"2268","Yosemite NP",1985,4.20241666666667,"Predicted","YOSE"
"2269","Yosemite NP",1986,4.37291666666667,"Predicted","YOSE"
"2270","Yosemite NP",1987,4.59125,"Predicted","YOSE"
"2271","Yosemite NP",1988,4.80083333333333,"Predicted","YOSE"
"2272","Yosemite NP",1989,4.99725,"Predicted","YOSE"
"2273","Yosemite NP",1990,5.17908333333333,"Predicted","YOSE"
"2274","Yosemite NP",1991,5.427,"Predicted","YOSE"
"2275","Yosemite NP",1992,5.62241666666667,"Predicted","YOSE"
"2276","Yosemite NP",1993,5.89191666666667,"Predicted","YOSE"
"2277","Yosemite NP",1994,6.11358333333333,"Predicted","YOSE"
"2278","Yosemite NP",1995,6.402,"Predicted","YOSE"
"2279","Yosemite NP",1996,6.66608333333333,"Predicted","YOSE"
"2280","Yosemite NP",1997,10,"Observed","YOSE"
"2281","Yosemite NP",1998,10,"Observed","YOSE"
"2282","Yosemite NP",1999,10,"Observed","YOSE"
"2283","Yosemite NP",2000,10,"Observed","YOSE"
"2284","Yosemite NP",2001,10,"Observed","YOSE"
"2285","Yosemite NP",2002,10,"Observed","YOSE"
"2286","Yosemite NP",2003,10,"Observed","YOSE"
"2287","Yosemite NP",2004,10,"Observed","YOSE"
"2288","Yosemite NP",2005,10,"Observed","YOSE"
"2289","Yosemite NP",2006,10,"Observed","YOSE"
"2290","Yosemite NP",2007,10,"Observed","YOSE"
"2291","Yosemite NP",2008,10,"Observed","YOSE"
"2292","Yosemite NP",2009,10,"Observed","YOSE"
"2293","Yosemite NP",2010,10,"Observed","YOSE"
"2294","Yosemite NP",2011,10,"Observed","YOSE"
"2295","Yosemite NP",2012,10,"Observed","YOSE"
"2296","Yosemite NP",2013,10,"Observed","YOSE"
"2297","Yosemite NP",2014,10,"Observed","YOSE"
"2298","Yosemite NP",2015,15,"Observed","YOSE"
"2299","Yosemite NP",2016,15,"Observed","YOSE"
"2300","Yosemite NP",2017,15,"Observed","YOSE"
"2301","Yosemite NP",2018,20,"Observed","YOSE"
"2302","Zion NP",1980,3.38783333333333,"Predicted","ZION"
"2303","Zion NP",1981,3.53283333333333,"Predicted","ZION"
"2304","Zion NP",1982,3.6865,"Predicted","ZION"
"2305","Zion NP",1983,3.87416666666667,"Predicted","ZION"
"2306","Zion NP",1984,3.99475,"Predicted","ZION"
"2307","Zion NP",1985,4.15783333333333,"Predicted","ZION"
"2308","Zion NP",1986,4.36091666666667,"Predicted","ZION"
"2309","Zion NP",1987,4.53866666666667,"Predicted","ZION"
"2310","Zion NP",1988,4.72408333333333,"Predicted","ZION"
"2311","Zion NP",1989,4.96583333333333,"Predicted","ZION"
"2312","Zion NP",1990,5.11958333333333,"Predicted","ZION"
"2313","Zion NP",1991,5.38725,"Predicted","ZION"
"2314","Zion NP",1992,5.63491666666667,"Predicted","ZION"
"2315","Zion NP",1993,5.85708333333333,"Predicted","ZION"
"2316","Zion NP",1994,6.08158333333333,"Predicted","ZION"
"2317","Zion NP",1995,6.31608333333333,"Predicted","ZION"
"2318","Zion NP",1996,6.64375,"Predicted","ZION"
"2319","Zion NP",1997,5,"Observed","ZION"
"2320","Zion NP",1998,5,"Observed","ZION"
"2321","Zion NP",1999,5,"Observed","ZION"
"2322","Zion NP",2000,10,"Observed","ZION"
"2323","Zion NP",2001,10,"Observed","ZION"
"2324","Zion NP",2002,10,"Observed","ZION"
"2325","Zion NP",2003,10,"Observed","ZION"
"2326","Zion NP",2004,10,"Observed","ZION"
"2327","Zion NP",2005,10,"Observed","ZION"
"2328","Zion NP",2006,10,"Observed","ZION"
"2329","Zion NP",2007,12,"Observed","ZION"
"2330","Zion NP",2008,12,"Observed","ZION"
"2331","Zion NP",2009,12,"Observed","ZION"
"2332","Zion NP",2010,12,"Observed","ZION"
"2333","Zion NP",2011,12,"Observed","ZION"
"2334","Zion NP",2012,12,"Observed","ZION"
"2335","Zion NP",2013,12,"Observed","ZION"
"2336","Zion NP",2014,12,"Observed","ZION"
"2337","Zion NP",2015,12,"Observed","ZION"
"2338","Zion NP",2016,15,"Observed","ZION"
"2339","Zion NP",2017,15,"Observed","ZION"
"2340","Zion NP",2018,20,"Observed","ZION"
