"","Park","Year","SingleVisitorFee","Source","UnitCode"
"1","Acadia NP",1980,1.66225,"Predicted","ACAD"
"2","Acadia NP",1981,1.74366666666667,"Predicted","ACAD"
"3","Acadia NP",1982,1.80733333333333,"Predicted","ACAD"
"4","Acadia NP",1983,1.908,"Predicted","ACAD"
"5","Acadia NP",1984,1.9695,"Predicted","ACAD"
"6","Acadia NP",1985,2.07475,"Predicted","ACAD"
"7","Acadia NP",1986,2.14083333333333,"Predicted","ACAD"
"8","Acadia NP",1987,2.23841666666667,"Predicted","ACAD"
"9","Acadia NP",1988,2.30816666666667,"Predicted","ACAD"
"10","Acadia NP",1989,2.45516666666667,"Predicted","ACAD"
"11","Acadia NP",1990,2.52891666666667,"Predicted","ACAD"
"12","Acadia NP",1991,2.65708333333333,"Predicted","ACAD"
"13","Acadia NP",1992,2.743,"Predicted","ACAD"
"14","Acadia NP",1993,2.90166666666667,"Predicted","ACAD"
"15","Acadia NP",1994,3.0035,"Predicted","ACAD"
"16","Acadia NP",1995,3.14483333333333,"Predicted","ACAD"
"17","Acadia NP",1996,3.25983333333333,"Predicted","ACAD"
"18","Acadia NP",1997,3,"Observed","ACAD"
"19","Acadia NP",1998,3,"Observed","ACAD"
"20","Acadia NP",1999,5,"Observed","ACAD"
"21","Acadia NP",2000,5,"Observed","ACAD"
"22","Acadia NP",2001,5,"Observed","ACAD"
"23","Acadia NP",2002,5,"Observed","ACAD"
"24","Acadia NP",2003,5,"Observed","ACAD"
"25","Acadia NP",2004,5,"Observed","ACAD"
"26","Acadia NP",2005,5,"Observed","ACAD"
"27","Acadia NP",2006,5,"Observed","ACAD"
"28","Acadia NP",2007,5,"Observed","ACAD"
"29","Acadia NP",2008,5,"Observed","ACAD"
"30","Acadia NP",2009,5,"Observed","ACAD"
"31","Acadia NP",2010,5,"Observed","ACAD"
"32","Acadia NP",2011,5,"Observed","ACAD"
"33","Acadia NP",2012,5,"Observed","ACAD"
"34","Acadia NP",2013,5,"Observed","ACAD"
"35","Acadia NP",2014,5,"Observed","ACAD"
"36","Acadia NP",2015,12,"Observed","ACAD"
"37","Acadia NP",2016,12,"Observed","ACAD"
"38","Acadia NP",2017,12,"Observed","ACAD"
"39","Acadia NP",2018,15,"Observed","ACAD"
"40","Arches NP",1980,1.81716666666667,"Predicted","ARCH"
"41","Arches NP",1981,1.881,"Predicted","ARCH"
"42","Arches NP",1982,1.97425,"Predicted","ARCH"
"43","Arches NP",1983,2.05191666666667,"Predicted","ARCH"
"44","Arches NP",1984,2.14475,"Predicted","ARCH"
"45","Arches NP",1985,2.22141666666667,"Predicted","ARCH"
"46","Arches NP",1986,2.36108333333333,"Predicted","ARCH"
"47","Arches NP",1987,2.41875,"Predicted","ARCH"
"48","Arches NP",1988,2.51925,"Predicted","ARCH"
"49","Arches NP",1989,2.63775,"Predicted","ARCH"
"50","Arches NP",1990,2.74466666666667,"Predicted","ARCH"
"51","Arches NP",1991,2.86775,"Predicted","ARCH"
"52","Arches NP",1992,2.9975,"Predicted","ARCH"
"53","Arches NP",1993,3.119,"Predicted","ARCH"
"54","Arches NP",1994,3.26541666666667,"Predicted","ARCH"
"55","Arches NP",1995,3.40191666666667,"Predicted","ARCH"
"56","Arches NP",1996,3.51191666666667,"Predicted","ARCH"
"57","Arches NP",1997,5,"Observed","ARCH"
"58","Arches NP",1998,5,"Observed","ARCH"
"59","Arches NP",1999,5,"Observed","ARCH"
"60","Arches NP",2000,5,"Observed","ARCH"
"61","Arches NP",2001,5,"Observed","ARCH"
"62","Arches NP",2002,5,"Observed","ARCH"
"63","Arches NP",2003,5,"Observed","ARCH"
"64","Arches NP",2004,5,"Observed","ARCH"
"65","Arches NP",2005,5,"Observed","ARCH"
"66","Arches NP",2006,5,"Observed","ARCH"
"67","Arches NP",2007,5,"Observed","ARCH"
"68","Arches NP",2008,5,"Observed","ARCH"
"69","Arches NP",2009,5,"Observed","ARCH"
"70","Arches NP",2010,5,"Observed","ARCH"
"71","Arches NP",2011,5,"Observed","ARCH"
"72","Arches NP",2012,5,"Observed","ARCH"
"73","Arches NP",2013,5,"Observed","ARCH"
"74","Arches NP",2014,5,"Observed","ARCH"
"75","Arches NP",2015,5,"Observed","ARCH"
"76","Arches NP",2016,10,"Observed","ARCH"
"77","Arches NP",2017,10,"Observed","ARCH"
"78","Arches NP",2018,15,"Observed","ARCH"
"79","Badlands NP",1980,1.982,"Predicted","BADL"
"80","Badlands NP",1981,2.07608333333333,"Predicted","BADL"
"81","Badlands NP",1982,2.14341666666667,"Predicted","BADL"
"82","Badlands NP",1983,2.25708333333333,"Predicted","BADL"
"83","Badlands NP",1984,2.3545,"Predicted","BADL"
"84","Badlands NP",1985,2.43308333333333,"Predicted","BADL"
"85","Badlands NP",1986,2.53916666666667,"Predicted","BADL"
"86","Badlands NP",1987,2.64216666666667,"Predicted","BADL"
"87","Badlands NP",1988,2.79058333333333,"Predicted","BADL"
"88","Badlands NP",1989,2.89508333333333,"Predicted","BADL"
"89","Badlands NP",1990,2.98875,"Predicted","BADL"
"90","Badlands NP",1991,3.13641666666667,"Predicted","BADL"
"91","Badlands NP",1992,3.26066666666667,"Predicted","BADL"
"92","Badlands NP",1993,3.40891666666667,"Predicted","BADL"
"93","Badlands NP",1994,3.58975,"Predicted","BADL"
"94","Badlands NP",1995,3.70625,"Predicted","BADL"
"95","Badlands NP",1996,3.87033333333333,"Predicted","BADL"
"96","Badlands NP",1997,5,"Observed","BADL"
"97","Badlands NP",1998,5,"Observed","BADL"
"98","Badlands NP",1999,5,"Observed","BADL"
"99","Badlands NP",2000,5,"Observed","BADL"
"100","Badlands NP",2001,5,"Observed","BADL"
"101","Badlands NP",2002,5,"Observed","BADL"
"102","Badlands NP",2003,5,"Observed","BADL"
"103","Badlands NP",2004,5,"Observed","BADL"
"104","Badlands NP",2005,5,"Observed","BADL"
"105","Badlands NP",2006,7,"Observed","BADL"
"106","Badlands NP",2007,7,"Observed","BADL"
"107","Badlands NP",2008,7,"Observed","BADL"
"108","Badlands NP",2009,7,"Observed","BADL"
"109","Badlands NP",2010,7,"Observed","BADL"
"110","Badlands NP",2011,7,"Observed","BADL"
"111","Badlands NP",2012,7,"Observed","BADL"
"112","Badlands NP",2013,7,"Observed","BADL"
"113","Badlands NP",2014,7,"Observed","BADL"
"114","Badlands NP",2015,7,"Observed","BADL"
"115","Badlands NP",2016,7,"Observed","BADL"
"116","Badlands NP",2017,10,"Observed","BADL"
"117","Badlands NP",2018,10,"Observed","BADL"
"118","Big Bend NP",1980,2.50841666666667,"Predicted","BIBE"
"119","Big Bend NP",1981,2.60583333333333,"Predicted","BIBE"
"120","Big Bend NP",1982,2.72258333333333,"Predicted","BIBE"
"121","Big Bend NP",1983,2.81416666666667,"Predicted","BIBE"
"122","Big Bend NP",1984,2.95675,"Predicted","BIBE"
"123","Big Bend NP",1985,3.087,"Predicted","BIBE"
"124","Big Bend NP",1986,3.22991666666667,"Predicted","BIBE"
"125","Big Bend NP",1987,3.33325,"Predicted","BIBE"
"126","Big Bend NP",1988,3.46691666666667,"Predicted","BIBE"
"127","Big Bend NP",1989,3.62683333333333,"Predicted","BIBE"
"128","Big Bend NP",1990,3.78683333333333,"Predicted","BIBE"
"129","Big Bend NP",1991,3.94591666666667,"Predicted","BIBE"
"130","Big Bend NP",1992,4.13008333333333,"Predicted","BIBE"
"131","Big Bend NP",1993,4.293,"Predicted","BIBE"
"132","Big Bend NP",1994,4.49083333333333,"Predicted","BIBE"
"133","Big Bend NP",1995,4.63625,"Predicted","BIBE"
"134","Big Bend NP",1996,4.85858333333333,"Predicted","BIBE"
"135","Big Bend NP",1997,5,"Observed","BIBE"
"136","Big Bend NP",1998,5,"Observed","BIBE"
"137","Big Bend NP",1999,5,"Observed","BIBE"
"138","Big Bend NP",2000,5,"Observed","BIBE"
"139","Big Bend NP",2001,5,"Observed","BIBE"
"140","Big Bend NP",2002,5,"Observed","BIBE"
"141","Big Bend NP",2003,5,"Observed","BIBE"
"142","Big Bend NP",2004,5,"Observed","BIBE"
"143","Big Bend NP",2005,5,"Observed","BIBE"
"144","Big Bend NP",2006,5,"Observed","BIBE"
"145","Big Bend NP",2007,10,"Observed","BIBE"
"146","Big Bend NP",2008,10,"Observed","BIBE"
"147","Big Bend NP",2009,10,"Observed","BIBE"
"148","Big Bend NP",2010,10,"Observed","BIBE"
"149","Big Bend NP",2011,10,"Observed","BIBE"
"150","Big Bend NP",2012,10,"Observed","BIBE"
"151","Big Bend NP",2013,10,"Observed","BIBE"
"152","Big Bend NP",2014,10,"Observed","BIBE"
"153","Big Bend NP",2015,10,"Observed","BIBE"
"154","Big Bend NP",2016,12,"Observed","BIBE"
"155","Big Bend NP",2017,12,"Observed","BIBE"
"156","Big Bend NP",2018,15,"Observed","BIBE"
"157","Biscayne NP",1980,0.0125833333333333,"Predicted","BISC"
"158","Biscayne NP",1981,0.0160833333333333,"Predicted","BISC"
"159","Biscayne NP",1982,0.0146666666666667,"Predicted","BISC"
"160","Biscayne NP",1983,0.0161666666666667,"Predicted","BISC"
"161","Biscayne NP",1984,0.01675,"Predicted","BISC"
"162","Biscayne NP",1985,0.0175833333333333,"Predicted","BISC"
"163","Biscayne NP",1986,0.0173333333333333,"Predicted","BISC"
"164","Biscayne NP",1987,0.0171666666666667,"Predicted","BISC"
"165","Biscayne NP",1988,0.017,"Predicted","BISC"
"166","Biscayne NP",1989,0.0195,"Predicted","BISC"
"167","Biscayne NP",1990,0.01925,"Predicted","BISC"
"168","Biscayne NP",1991,0.0209166666666667,"Predicted","BISC"
"169","Biscayne NP",1992,0.02175,"Predicted","BISC"
"170","Biscayne NP",1993,0.02325,"Predicted","BISC"
"171","Biscayne NP",1994,0.0236666666666667,"Predicted","BISC"
"172","Biscayne NP",1995,0.0229166666666667,"Predicted","BISC"
"173","Biscayne NP",1996,0.0249166666666667,"Predicted","BISC"
"174","Biscayne NP",1997,0.0269166666666667,"Predicted","BISC"
"175","Biscayne NP",1998,0.0288333333333333,"Predicted","BISC"
"176","Biscayne NP",1999,0.0300833333333333,"Predicted","BISC"
"177","Biscayne NP",2000,0,"Observed","BISC"
"178","Biscayne NP",2001,0,"Observed","BISC"
"179","Biscayne NP",2002,0,"Observed","BISC"
"180","Biscayne NP",2003,0,"Observed","BISC"
"181","Biscayne NP",2004,0,"Observed","BISC"
"182","Biscayne NP",2005,0,"Observed","BISC"
"183","Biscayne NP",2006,0,"Observed","BISC"
"184","Biscayne NP",2007,0,"Observed","BISC"
"185","Biscayne NP",2008,0,"Observed","BISC"
"186","Biscayne NP",2009,0,"Observed","BISC"
"187","Biscayne NP",2010,0,"Observed","BISC"
"188","Biscayne NP",2011,0,"Observed","BISC"
"189","Biscayne NP",2012,0,"Observed","BISC"
"190","Biscayne NP",2013,0,"Observed","BISC"
"191","Biscayne NP",2014,0,"Observed","BISC"
"192","Biscayne NP",2015,0,"Observed","BISC"
"193","Biscayne NP",2016,0,"Observed","BISC"
"194","Biscayne NP",2017,0,"Observed","BISC"
"195","Biscayne NP",2018,0,"Observed","BISC"
"196","Black Canyon of the Gunnison NP",1980,1.72708333333333,"Predicted","BLCA"
"197","Black Canyon of the Gunnison NP",1981,1.81225,"Predicted","BLCA"
"198","Black Canyon of the Gunnison NP",1982,1.8765,"Predicted","BLCA"
"199","Black Canyon of the Gunnison NP",1983,1.98216666666667,"Predicted","BLCA"
"200","Black Canyon of the Gunnison NP",1984,2.02816666666667,"Predicted","BLCA"
"201","Black Canyon of the Gunnison NP",1985,2.11816666666667,"Predicted","BLCA"
"202","Black Canyon of the Gunnison NP",1986,2.2285,"Predicted","BLCA"
"203","Black Canyon of the Gunnison NP",1987,2.30816666666667,"Predicted","BLCA"
"204","Black Canyon of the Gunnison NP",1988,2.44316666666667,"Predicted","BLCA"
"205","Black Canyon of the Gunnison NP",1989,2.53016666666667,"Predicted","BLCA"
"206","Black Canyon of the Gunnison NP",1990,2.6275,"Predicted","BLCA"
"207","Black Canyon of the Gunnison NP",1991,2.71383333333333,"Predicted","BLCA"
"208","Black Canyon of the Gunnison NP",1992,2.86291666666667,"Predicted","BLCA"
"209","Black Canyon of the Gunnison NP",1993,2.95233333333333,"Predicted","BLCA"
"210","Black Canyon of the Gunnison NP",1994,3.1005,"Predicted","BLCA"
"211","Black Canyon of the Gunnison NP",1995,3.22216666666667,"Predicted","BLCA"
"212","Black Canyon of the Gunnison NP",1996,3.35958333333333,"Predicted","BLCA"
"213","Black Canyon of the Gunnison NP",1997,4,"Observed","BLCA"
"214","Black Canyon of the Gunnison NP",1998,4,"Observed","BLCA"
"215","Black Canyon of the Gunnison NP",1999,4,"Observed","BLCA"
"216","Black Canyon of the Gunnison NP",2000,4,"Observed","BLCA"
"217","Black Canyon of the Gunnison NP",2001,4,"Observed","BLCA"
"218","Black Canyon of the Gunnison NP",2002,4,"Observed","BLCA"
"219","Black Canyon of the Gunnison NP",2003,4,"Observed","BLCA"
"220","Black Canyon of the Gunnison NP",2004,4,"Observed","BLCA"
"221","Black Canyon of the Gunnison NP",2005,4,"Observed","BLCA"
"222","Black Canyon of the Gunnison NP",2006,4,"Observed","BLCA"
"223","Black Canyon of the Gunnison NP",2007,7,"Observed","BLCA"
"224","Black Canyon of the Gunnison NP",2008,7,"Observed","BLCA"
"225","Black Canyon of the Gunnison NP",2009,7,"Observed","BLCA"
"226","Black Canyon of the Gunnison NP",2010,7,"Observed","BLCA"
"227","Black Canyon of the Gunnison NP",2011,7,"Observed","BLCA"
"228","Black Canyon of the Gunnison NP",2012,7,"Observed","BLCA"
"229","Black Canyon of the Gunnison NP",2013,7,"Observed","BLCA"
"230","Black Canyon of the Gunnison NP",2014,7,"Observed","BLCA"
"231","Black Canyon of the Gunnison NP",2015,7,"Observed","BLCA"
"232","Black Canyon of the Gunnison NP",2016,7,"Observed","BLCA"
"233","Black Canyon of the Gunnison NP",2017,7,"Observed","BLCA"
"234","Black Canyon of the Gunnison NP",2018,7,"Observed","BLCA"
"235","Bryce Canyon NP",1980,3.47008333333333,"Predicted","BRCA"
"236","Bryce Canyon NP",1981,3.55758333333333,"Predicted","BRCA"
"237","Bryce Canyon NP",1982,3.71825,"Predicted","BRCA"
"238","Bryce Canyon NP",1983,3.91125,"Predicted","BRCA"
"239","Bryce Canyon NP",1984,4.10958333333333,"Predicted","BRCA"
"240","Bryce Canyon NP",1985,4.21891666666667,"Predicted","BRCA"
"241","Bryce Canyon NP",1986,4.4135,"Predicted","BRCA"
"242","Bryce Canyon NP",1987,4.60991666666667,"Predicted","BRCA"
"243","Bryce Canyon NP",1988,4.7785,"Predicted","BRCA"
"244","Bryce Canyon NP",1989,5.02116666666667,"Predicted","BRCA"
"245","Bryce Canyon NP",1990,5.26166666666667,"Predicted","BRCA"
"246","Bryce Canyon NP",1991,5.42591666666667,"Predicted","BRCA"
"247","Bryce Canyon NP",1992,5.66716666666667,"Predicted","BRCA"
"248","Bryce Canyon NP",1993,5.92916666666667,"Predicted","BRCA"
"249","Bryce Canyon NP",1994,6.15566666666667,"Predicted","BRCA"
"250","Bryce Canyon NP",1995,6.43166666666667,"Predicted","BRCA"
"251","Bryce Canyon NP",1996,6.6765,"Predicted","BRCA"
"252","Bryce Canyon NP",1997,5,"Observed","BRCA"
"253","Bryce Canyon NP",1998,5,"Observed","BRCA"
"254","Bryce Canyon NP",1999,5,"Observed","BRCA"
"255","Bryce Canyon NP",2000,10,"Observed","BRCA"
"256","Bryce Canyon NP",2001,10,"Observed","BRCA"
"257","Bryce Canyon NP",2002,10,"Observed","BRCA"
"258","Bryce Canyon NP",2003,10,"Observed","BRCA"
"259","Bryce Canyon NP",2004,10,"Observed","BRCA"
"260","Bryce Canyon NP",2005,10,"Observed","BRCA"
"261","Bryce Canyon NP",2006,10,"Observed","BRCA"
"262","Bryce Canyon NP",2007,12,"Observed","BRCA"
"263","Bryce Canyon NP",2008,12,"Observed","BRCA"
"264","Bryce Canyon NP",2009,12,"Observed","BRCA"
"265","Bryce Canyon NP",2010,12,"Observed","BRCA"
"266","Bryce Canyon NP",2011,12,"Observed","BRCA"
"267","Bryce Canyon NP",2012,12,"Observed","BRCA"
"268","Bryce Canyon NP",2013,12,"Observed","BRCA"
"269","Bryce Canyon NP",2014,12,"Observed","BRCA"
"270","Bryce Canyon NP",2015,15,"Observed","BRCA"
"271","Bryce Canyon NP",2016,15,"Observed","BRCA"
"272","Bryce Canyon NP",2017,15,"Observed","BRCA"
"273","Bryce Canyon NP",2018,20,"Observed","BRCA"
"274","Canyonlands NP",1980,1.83691666666667,"Predicted","CANY"
"275","Canyonlands NP",1981,1.89116666666667,"Predicted","CANY"
"276","Canyonlands NP",1982,1.951,"Predicted","CANY"
"277","Canyonlands NP",1983,2.051,"Predicted","CANY"
"278","Canyonlands NP",1984,2.15016666666667,"Predicted","CANY"
"279","Canyonlands NP",1985,2.2595,"Predicted","CANY"
"280","Canyonlands NP",1986,2.34466666666667,"Predicted","CANY"
"281","Canyonlands NP",1987,2.43841666666667,"Predicted","CANY"
"282","Canyonlands NP",1988,2.51466666666667,"Predicted","CANY"
"283","Canyonlands NP",1989,2.62991666666667,"Predicted","CANY"
"284","Canyonlands NP",1990,2.77191666666667,"Predicted","CANY"
"285","Canyonlands NP",1991,2.8835,"Predicted","CANY"
"286","Canyonlands NP",1992,2.99966666666667,"Predicted","CANY"
"287","Canyonlands NP",1993,3.14541666666667,"Predicted","CANY"
"288","Canyonlands NP",1994,3.24933333333333,"Predicted","CANY"
"289","Canyonlands NP",1995,3.39658333333333,"Predicted","CANY"
"290","Canyonlands NP",1996,3.56291666666667,"Predicted","CANY"
"291","Canyonlands NP",1997,5,"Observed","CANY"
"292","Canyonlands NP",1998,5,"Observed","CANY"
"293","Canyonlands NP",1999,5,"Observed","CANY"
"294","Canyonlands NP",2000,5,"Observed","CANY"
"295","Canyonlands NP",2001,5,"Observed","CANY"
"296","Canyonlands NP",2002,5,"Observed","CANY"
"297","Canyonlands NP",2003,5,"Observed","CANY"
"298","Canyonlands NP",2004,5,"Observed","CANY"
"299","Canyonlands NP",2005,5,"Observed","CANY"
"300","Canyonlands NP",2006,5,"Observed","CANY"
"301","Canyonlands NP",2007,5,"Observed","CANY"
"302","Canyonlands NP",2008,5,"Observed","CANY"
"303","Canyonlands NP",2009,5,"Observed","CANY"
"304","Canyonlands NP",2010,5,"Observed","CANY"
"305","Canyonlands NP",2011,5,"Observed","CANY"
"306","Canyonlands NP",2012,5,"Observed","CANY"
"307","Canyonlands NP",2013,5,"Observed","CANY"
"308","Canyonlands NP",2014,5,"Observed","CANY"
"309","Canyonlands NP",2015,5,"Observed","CANY"
"310","Canyonlands NP",2016,10,"Observed","CANY"
"311","Canyonlands NP",2017,10,"Observed","CANY"
"312","Canyonlands NP",2018,15,"Observed","CANY"
"313","Capitol Reef NP",1980,1.02625,"Predicted","CARE"
"314","Capitol Reef NP",1981,1.06691666666667,"Predicted","CARE"
"315","Capitol Reef NP",1982,1.10041666666667,"Predicted","CARE"
"316","Capitol Reef NP",1983,1.16875,"Predicted","CARE"
"317","Capitol Reef NP",1984,1.20008333333333,"Predicted","CARE"
"318","Capitol Reef NP",1985,1.26408333333333,"Predicted","CARE"
"319","Capitol Reef NP",1986,1.31441666666667,"Predicted","CARE"
"320","Capitol Reef NP",1987,1.37425,"Predicted","CARE"
"321","Capitol Reef NP",1988,1.4365,"Predicted","CARE"
"322","Capitol Reef NP",1989,1.45433333333333,"Predicted","CARE"
"323","Capitol Reef NP",1990,1.53533333333333,"Predicted","CARE"
"324","Capitol Reef NP",1991,1.61925,"Predicted","CARE"
"325","Capitol Reef NP",1992,1.661,"Predicted","CARE"
"326","Capitol Reef NP",1993,1.73091666666667,"Predicted","CARE"
"327","Capitol Reef NP",1994,1.83625,"Predicted","CARE"
"328","Capitol Reef NP",1995,1.89808333333333,"Predicted","CARE"
"329","Capitol Reef NP",1996,1.96908333333333,"Predicted","CARE"
"330","Capitol Reef NP",1997,2,"Observed","CARE"
"331","Capitol Reef NP",1998,2,"Observed","CARE"
"332","Capitol Reef NP",1999,2.24408333333333,"Predicted","CARE"
"333","Capitol Reef NP",2000,2.34108333333333,"Predicted","CARE"
"334","Capitol Reef NP",2001,2.46816666666667,"Predicted","CARE"
"335","Capitol Reef NP",2002,2.525,"Predicted","CARE"
"336","Capitol Reef NP",2003,2.64491666666667,"Predicted","CARE"
"337","Capitol Reef NP",2004,2.76691666666667,"Predicted","CARE"
"338","Capitol Reef NP",2005,2.89525,"Predicted","CARE"
"339","Capitol Reef NP",2006,3.02083333333333,"Predicted","CARE"
"340","Capitol Reef NP",2007,3,"Observed","CARE"
"341","Capitol Reef NP",2008,3,"Observed","CARE"
"342","Capitol Reef NP",2009,3,"Observed","CARE"
"343","Capitol Reef NP",2010,3,"Observed","CARE"
"344","Capitol Reef NP",2011,3,"Observed","CARE"
"345","Capitol Reef NP",2012,3,"Observed","CARE"
"346","Capitol Reef NP",2013,3,"Observed","CARE"
"347","Capitol Reef NP",2014,3,"Observed","CARE"
"348","Capitol Reef NP",2015,3,"Observed","CARE"
"349","Capitol Reef NP",2016,7,"Observed","CARE"
"350","Capitol Reef NP",2017,7,"Observed","CARE"
"351","Capitol Reef NP",2018,7,"Observed","CARE"
"352","Carlsbad Caverns NP",1980,2.16608333333333,"Predicted","CAVE"
"353","Carlsbad Caverns NP",1981,2.23975,"Predicted","CAVE"
"354","Carlsbad Caverns NP",1982,2.33308333333333,"Predicted","CAVE"
"355","Carlsbad Caverns NP",1983,2.40575,"Predicted","CAVE"
"356","Carlsbad Caverns NP",1984,2.54975,"Predicted","CAVE"
"357","Carlsbad Caverns NP",1985,2.66525,"Predicted","CAVE"
"358","Carlsbad Caverns NP",1986,2.78725,"Predicted","CAVE"
"359","Carlsbad Caverns NP",1987,2.88766666666667,"Predicted","CAVE"
"360","Carlsbad Caverns NP",1988,2.98391666666667,"Predicted","CAVE"
"361","Carlsbad Caverns NP",1989,3.10891666666667,"Predicted","CAVE"
"362","Carlsbad Caverns NP",1990,3.26458333333333,"Predicted","CAVE"
"363","Carlsbad Caverns NP",1991,3.39766666666667,"Predicted","CAVE"
"364","Carlsbad Caverns NP",1992,3.56125,"Predicted","CAVE"
"365","Carlsbad Caverns NP",1993,3.70091666666667,"Predicted","CAVE"
"366","Carlsbad Caverns NP",1994,3.85316666666667,"Predicted","CAVE"
"367","Carlsbad Caverns NP",1995,4.0265,"Predicted","CAVE"
"368","Carlsbad Caverns NP",1996,4.18241666666667,"Predicted","CAVE"
"369","Carlsbad Caverns NP",1997,6,"Observed","CAVE"
"370","Carlsbad Caverns NP",1998,6,"Observed","CAVE"
"371","Carlsbad Caverns NP",1999,6,"Observed","CAVE"
"372","Carlsbad Caverns NP",2000,6,"Observed","CAVE"
"373","Carlsbad Caverns NP",2001,6,"Observed","CAVE"
"374","Carlsbad Caverns NP",2002,6,"Observed","CAVE"
"375","Carlsbad Caverns NP",2003,6,"Observed","CAVE"
"376","Carlsbad Caverns NP",2004,6,"Observed","CAVE"
"377","Carlsbad Caverns NP",2005,6,"Observed","CAVE"
"378","Carlsbad Caverns NP",2006,6,"Observed","CAVE"
"379","Carlsbad Caverns NP",2007,6,"Observed","CAVE"
"380","Carlsbad Caverns NP",2008,6,"Observed","CAVE"
"381","Carlsbad Caverns NP",2009,6,"Observed","CAVE"
"382","Carlsbad Caverns NP",2010,6,"Observed","CAVE"
"383","Carlsbad Caverns NP",2011,6,"Observed","CAVE"
"384","Carlsbad Caverns NP",2012,6,"Observed","CAVE"
"385","Carlsbad Caverns NP",2013,6,"Observed","CAVE"
"386","Carlsbad Caverns NP",2014,10,"Observed","CAVE"
"387","Carlsbad Caverns NP",2015,10,"Observed","CAVE"
"388","Carlsbad Caverns NP",2016,10,"Observed","CAVE"
"389","Carlsbad Caverns NP",2017,10,"Observed","CAVE"
"390","Carlsbad Caverns NP",2018,12,"Observed","CAVE"
"391","Channel Islands NP",1980,0.0128333333333333,"Predicted","CHIS"
"392","Channel Islands NP",1981,0.0123333333333333,"Predicted","CHIS"
"393","Channel Islands NP",1982,0.0135,"Predicted","CHIS"
"394","Channel Islands NP",1983,0.014,"Predicted","CHIS"
"395","Channel Islands NP",1984,0.0125,"Predicted","CHIS"
"396","Channel Islands NP",1985,0.0144166666666667,"Predicted","CHIS"
"397","Channel Islands NP",1986,0.0170833333333333,"Predicted","CHIS"
"398","Channel Islands NP",1987,0.0159166666666667,"Predicted","CHIS"
"399","Channel Islands NP",1988,0.0183333333333333,"Predicted","CHIS"
"400","Channel Islands NP",1989,0.0176666666666667,"Predicted","CHIS"
"401","Channel Islands NP",1990,0.0191666666666667,"Predicted","CHIS"
"402","Channel Islands NP",1991,0.0200833333333333,"Predicted","CHIS"
"403","Channel Islands NP",1992,0.0208333333333333,"Predicted","CHIS"
"404","Channel Islands NP",1993,0.02,"Predicted","CHIS"
"405","Channel Islands NP",1994,0.0200833333333333,"Predicted","CHIS"
"406","Channel Islands NP",1995,0.0228333333333333,"Predicted","CHIS"
"407","Channel Islands NP",1996,0.02275,"Predicted","CHIS"
"408","Channel Islands NP",1997,0,"Observed","CHIS"
"409","Channel Islands NP",1998,0,"Observed","CHIS"
"410","Channel Islands NP",1999,0,"Observed","CHIS"
"411","Channel Islands NP",2000,0,"Observed","CHIS"
"412","Channel Islands NP",2001,0,"Observed","CHIS"
"413","Channel Islands NP",2002,0,"Observed","CHIS"
"414","Channel Islands NP",2003,0,"Observed","CHIS"
"415","Channel Islands NP",2004,0,"Observed","CHIS"
"416","Channel Islands NP",2005,0,"Observed","CHIS"
"417","Channel Islands NP",2006,0,"Observed","CHIS"
"418","Channel Islands NP",2007,0,"Observed","CHIS"
"419","Channel Islands NP",2008,0,"Observed","CHIS"
"420","Channel Islands NP",2009,0,"Observed","CHIS"
"421","Channel Islands NP",2010,0,"Observed","CHIS"
"422","Channel Islands NP",2011,0,"Observed","CHIS"
"423","Channel Islands NP",2012,0,"Observed","CHIS"
"424","Channel Islands NP",2013,0,"Observed","CHIS"
"425","Channel Islands NP",2014,0,"Observed","CHIS"
"426","Channel Islands NP",2015,0,"Observed","CHIS"
"427","Channel Islands NP",2016,0,"Observed","CHIS"
"428","Channel Islands NP",2017,0,"Observed","CHIS"
"429","Channel Islands NP",2018,0,"Observed","CHIS"
"430","Congaree NP",1980,0.0143333333333333,"Predicted","CONG"
"431","Congaree NP",1981,0.0106666666666667,"Predicted","CONG"
"432","Congaree NP",1982,0.0128333333333333,"Predicted","CONG"
"433","Congaree NP",1983,0.01425,"Predicted","CONG"
"434","Congaree NP",1984,0.0134166666666667,"Predicted","CONG"
"435","Congaree NP",1985,0.0120833333333333,"Predicted","CONG"
"436","Congaree NP",1986,0.0125,"Predicted","CONG"
"437","Congaree NP",1987,0.015,"Predicted","CONG"
"438","Congaree NP",1988,0.0156666666666667,"Predicted","CONG"
"439","Congaree NP",1989,0.0168333333333333,"Predicted","CONG"
"440","Congaree NP",1990,0.017,"Predicted","CONG"
"441","Congaree NP",1991,0.0205833333333333,"Predicted","CONG"
"442","Congaree NP",1992,0.0208333333333333,"Predicted","CONG"
"443","Congaree NP",1993,0.0209166666666667,"Predicted","CONG"
"444","Congaree NP",1994,0.0215,"Predicted","CONG"
"445","Congaree NP",1995,0.0204166666666667,"Predicted","CONG"
"446","Congaree NP",1996,0.025,"Predicted","CONG"
"447","Congaree NP",1997,0,"Observed","CONG"
"448","Congaree NP",1998,0,"Observed","CONG"
"449","Congaree NP",1999,0,"Observed","CONG"
"450","Congaree NP",2000,0,"Observed","CONG"
"451","Congaree NP",2001,0,"Observed","CONG"
"452","Congaree NP",2002,0,"Observed","CONG"
"453","Congaree NP",2003,0,"Observed","CONG"
