"park","X19800131","X19800229","X19800331","X19800430","X19800531","X19800630","X19800731","X19800831","X19800930","X19801031","X19801130","X19801231","X19810131","X19810228","X19810331","X19810430","X19810531","X19810630","X19810731","X19810831","X19810930","X19811031","X19811130","X19811231","X19820131","X19820228","X19820331","X19820430","X19820531","X19820630","X19820731","X19820831","X19820930","X19821031","X19821130","X19821231","X19830131","X19830228","X19830331","X19830430","X19830531","X19830630","X19830731","X19830831","X19830930","X19831031","X19831130","X19831231","X19840131","X19840229","X19840331","X19840430","X19840531","X19840630","X19840731","X19840831","X19840930","X19841031","X19841130","X19841231","X19850131","X19850228","X19850331","X19850430","X19850531","X19850630","X19850731","X19850831","X19850930","X19851031","X19851130","X19851231","X19860131","X19860228","X19860331","X19860430","X19860531","X19860630","X19860731","X19860831","X19860930","X19861031","X19861130","X19861231","X19870131","X19870228","X19870331","X19870430","X19870531","X19870630","X19870731","X19870831","X19870930","X19871031","X19871130","X19871231","X19880131","X19880229","X19880331","X19880430","X19880531","X19880630","X19880731","X19880831","X19880930","X19881031","X19881130","X19881231","X19890131","X19890228","X19890331","X19890430","X19890531","X19890630","X19890731","X19890831","X19890930","X19891031","X19891130","X19891231","X19900131","X19900228","X19900331","X19900430","X19900531","X19900630","X19900731","X19900831","X19900930","X19901031","X19901130","X19901231","X19910131","X19910228","X19910331","X19910430","X19910531","X19910630","X19910731","X19910831","X19910930","X19911031","X19911130","X19911231","X19920131","X19920229","X19920331","X19920430","X19920531","X19920630","X19920731","X19920831","X19920930","X19921031","X19921130","X19921231","X19930131","X19930228","X19930331","X19930430","X19930531","X19930630","X19930731","X19930831","X19930930","X19931031","X19931130","X19931231","X19940131","X19940228","X19940331","X19940430","X19940531","X19940630","X19940731","X19940831","X19940930","X19941031","X19941130","X19941231","X19950131","X19950228","X19950331","X19950430","X19950531","X19950630","X19950731","X19950831","X19950930","X19951031","X19951130","X19951231","X19960131","X19960229","X19960331","X19960430","X19960531","X19960630","X19960731","X19960831","X19960930","X19961031","X19961130","X19961231","X19970131","X19970228","X19970331","X19970430","X19970531","X19970630","X19970731","X19970831","X19970930","X19971031","X19971130","X19971231","X19980131","X19980228","X19980331","X19980430","X19980531","X19980630","X19980731","X19980831","X19980930","X19981031","X19981130","X19981231","X19990131","X19990228","X19990331","X19990430","X19990531","X19990630","X19990731","X19990831","X19990930","X19991031","X19991130","X19991231","X20000131","X20000229","X20000331","X20000430","X20000531","X20000630","X20000731","X20000831","X20000930","X20001031","X20001130","X20001231","X20010131","X20010228","X20010331","X20010430","X20010531","X20010630","X20010731","X20010831","X20010930","X20011031","X20011130","X20011231","X20020131","X20020228","X20020331","X20020430","X20020531","X20020630","X20020731","X20020831","X20020930","X20021031","X20021130","X20021231","X20030131","X20030228","X20030331","X20030430","X20030531","X20030630","X20030730","X20030831","X20030930","X20031031","X20031130","X20031231","X20040131","X20040229","X20040331","X20040430","X20040531","X20040630","X20040731","X20040831","X20040930","X20041031","X20041130","X20041231","X20050131","X20050228","X20050331","X20050430","X20050531","X20050630","X20050731","X20050831","X20050930","X20051031","X20051130","X20051231","X20060131","X20060228","X20060331","X20060430","X20060531","X20060630","X20060731","X20060831","X20060930","X20061031","X20061130","X20061231","X20070131","X20070228","X20070331","X20070430","X20070531","X20070630","X20070731","X20070831","X20070930","X20071031","X20071130","X20071231","X20080131","X20080229","X20080331","X20080430","X20080531","X20080630","X20080731","X20080831","X20080930","X20081031","X20081130","X20081231","X20090131","X20090228","X20090331","X20090429","X20090531","X20090630","X20090731","X20090831","X20090930","X20091031","X20091130","X20091231","X20100131","X20100228","X20100331","X20100430","X20100531","X20100630","X20100731","X20100831","X20100930","X20101031","X20101130","X20101231","X20110131","X20110228","X20110331","X20110430","X20110531","X20110630","X20110731","X20110831","X20110930","X20111031","X20111130","X20111231","X20120131","X20120229","X20120331","X20120430","X20120531","X20120630","X20120731","X20120831","X20120930","X20121031","X20121130","X20121231","X20130131","X20130228","X20130331","X20130430","X20130531","X20130630","X20130731","X20130831","X20130930","X20131031","X20131130","X20131231","X20140131","X20140228","X20140331","X20140430","X20140531","X20140630","X20140731","X20140831","X20140930","X20141031","X20141130","X20141231","X20150131","X20150228","X20150331","X20150430","X20150531","X20150630","X20150731","X20150831","X20150930","X20151031","X20151130","X20151231","X20160131","X20160229","X20160331","X20160430","X20160531","X20160630","X20160731","X20160831","X20160930","X20161031","X20161130","X20161231","X20170131","X20170228","X20170331","X20170430","X20170531","X20170630","X20170731","X20170831","X20170930","X20171031","X20171130","X20171231","X20180131","X20180228","X20180331","X20180430","X20180531","X20180630","X20180731","X20180831","X20180930","X20181031","X20181130","X20181231","X20190131","X20190228","X20190331","X20190430","X20190531","X20190630","X20190731","X20190831","X20190930","X20191031","X20191130","X20191231"
"OLYM",2.28912056514509e-09,2.75146805339688e-09,1.71536775196399e-09,2.07350965429934e-09,2.19175560138339e-09,2.71745407001073e-09,2.7328043878018e-09,3.53342792659381e-09,5.54193728900585e-09,3.86803866714303e-09,2.22438568639729e-09,2.41031242276974e-09,2.99851374554389e-09,2.70212145669554e-09,2.10505591094568e-09,1.59778773545227e-09,2.01937617523797e-09,1.92385047319411e-09,3.36273128339364e-09,5.53407558488661e-09,4.92051219482743e-09,2.65535336908504e-09,2.17234118328155e-09,1.64030921999358e-09,1.69138172106058e-09,2.08866869857008e-09,2.0729536653527e-09,1.79933660802586e-09,2.15588881513987e-09,3.0311329145585e-09,3.45183045945946e-09,4.06723767568566e-09,6.31401233089805e-09,3.24092785404383e-09,2.33360589633442e-09,2.15011201316402e-09,2.02643678898039e-09,2.05114255329645e-09,2.09293854827686e-09,2.30908142248486e-09,2.0127656799327e-09,2.40190419525048e-09,2.85913625749833e-09,4.19745980625549e-09,4.48994079908558e-09,3.10440290320113e-09,1.7501403211966e-09,2.15368383163226e-09,2.37461295788012e-09,2.2397743480684e-09,2.23564292526597e-09,1.52421709483321e-09,1.76115808854023e-09,2.18390627087882e-09,2.91170012831704e-09,3.49509286028966e-09,4.29056258980269e-09,2.63436125601929e-09,1.87055093278565e-09,2.06935727156061e-09,3.67227240372797e-09,2.16558991885949e-09,2.09659784157535e-09,1.73006628557287e-09,2.33229445433999e-09,2.38475664126442e-09,3.64894325507924e-09,3.89392332714984e-09,5.79993066119136e-09,2.20157922895787e-09,1.90731542387869e-09,3.38184831572355e-09,1.8406665394386e-09,2.19857097402239e-09,1.89174196200377e-09,1.73086308905628e-09,1.73048645484859e-09,2.47192828213784e-09,2.70193132742121e-09,3.46650860704572e-09,3.25956844311613e-09,3.28016493716047e-09,2.08680870075124e-09,2.24248787818585e-09,1.90690160615308e-09,2.28876105523221e-09,1.89435932710978e-09,1.90342221017028e-09,1.75663087660157e-09,2.32095373744396e-09,2.84741040423506e-09,3.11212976894336e-09,3.61010228163096e-09,3.27688539027552e-09,2.28219545054146e-09,1.94157043131143e-09,1.98253724548181e-09,2.31276993255572e-09,1.69491910560357e-09,1.97471041131895e-09,1.88379148122824e-09,2.31975784101548e-09,3.56846475666186e-09,3.80791305297814e-09,5.90361945709201e-09,3.51955072254842e-09,1.55285220972179e-09,2.36226412176874e-09,1.53577538768649e-09,2.66690603471921e-09,1.85310254417356e-09,2.2099954912686e-09,1.89627589616378e-09,2.32077991949468e-09,2.67876184675025e-09,2.95811221037991e-09,3.48199246855051e-09,NA,1.90189688371016e-09,2.77034633226534e-09,1.52185782166212e-09,1.75966344989799e-09,2.18383740123765e-09,2.1040830833924e-09,1.74429454751069e-09,1.98582843001102e-09,3.22163395960473e-09,3.38108490667431e-09,4.86165633915444e-09,1.64368175880094e-09,1.18454086861866e-09,1.50308522796753e-09,1.86085294485322e-09,2.13586142858068e-09,1.51377574274919e-09,1.44692363287979e-09,1.48564582858057e-09,2.11684887540012e-09,2.79563296168653e-09,2.79806821440286e-09,4.01262920381935e-09,2.3793123260149e-09,1.48597106304359e-09,1.67582101421566e-09,1.53650123896522e-09,2.21139441794203e-09,2.17413548633894e-09,1.60724327574567e-09,1.64555536759594e-09,2.0671329164519e-09,2.56211077085471e-09,3.17301906971323e-09,3.11695633103243e-09,2.01985242689257e-09,1.76756756364143e-09,1.44112937354222e-09,1.81427768865664e-09,2.327963214672e-09,1.77807440813981e-09,1.40083058056576e-09,1.77215650756163e-09,1.69055214630044e-09,2.2851613146549e-09,2.76425805542926e-09,4.09583963877752e-09,2.59010212381781e-09,1.82163717443729e-09,2.06529641328014e-09,1.61869595326169e-09,1.84080374867899e-09,1.66835550034548e-09,1.78322058911221e-09,1.62881740532526e-09,1.90036798304817e-09,3.49914107008572e-09,3.1149409754081e-09,3.12281100620004e-09,1.91868242620017e-09,1.2996894761136e-09,1.23647894074135e-09,1.69253617931e-09,1.75067377798789e-09,1.52542854154676e-09,1.85928446474041e-09,2.15705776538113e-09,2.52070087025658e-09,2.48488122909659e-09,2.65036362390886e-09,3.32074129842786e-09,1.46549747247876e-09,1.29782101463488e-09,1.38250071158111e-09,1.14460316225085e-09,1.86747273200893e-09,1.58981883571863e-09,1.34227097089542e-09,1.80409133689455e-09,3.7834272596569e-09,3.40142499471112e-09,3.06165056389799e-09,2.5749188086392e-09,1.65702899609484e-09,1.55092008590601e-09,1.12012761789973e-09,1.34080840516381e-09,1.77812979036192e-09,1.1166144953112e-09,1.41004179837577e-09,1.71727083807563e-09,1.4814366310739e-09,2.49829311002144e-09,2.8274313571445e-09,2.39136664413205e-09,1.44345143543982e-09,1.71739620911534e-09,1.45405095849121e-09,1.18648981141792e-09,1.56756798581052e-09,1.60466077701468e-09,1.74216050725436e-09,1.56705982240669e-09,1.9724173960789e-09,2.61053607404862e-09,3.08313053223964e-09,2.91991275244618e-09,1.93971683339112e-09,1.41461534959094e-09,1.03296037136067e-09,1.43007004177644e-09,1.14331113304321e-09,1.26020381585243e-09,1.47744958561309e-09,1.42823845044622e-09,1.84186098630976e-09,3.86380741022113e-09,2.74953523748239e-09,2.63358196630409e-09,2.30521209826899e-09,1.81150974149484e-09,1.56855516926379e-09,1.21400075565746e-09,1.94299977540971e-09,1.49879060058979e-09,1.6482885808932e-09,1.53573035113136e-09,1.97752414801778e-09,2.3416387932627e-09,3.26381855950399e-09,2.35155665370242e-09,2.00579188921217e-09,2.30315256830307e-09,1.84511291550164e-09,1.80182380127292e-09,2.02009924200572e-09,1.51169907774436e-09,1.40879508596504e-09,1.68629914154203e-09,1.68316266121925e-09,2.26374913438232e-09,2.86084501966236e-09,2.49046567239864e-09,1.5978239009673e-09,1.47155856407154e-09,1.38353628374676e-09,1.29853399538458e-09,1.74615448623703e-09,1.34312504308473e-09,1.5094502780316e-09,1.65951316667018e-09,2.25131127718653e-09,2.8123190013333e-09,2.97546138623929e-09,2.45972383858888e-09,2.39488534738197e-09,2.2864957418473e-09,1.75705288669868e-09,1.7507709063864e-09,1.99279850327509e-09,1.21013044567099e-09,1.57813430603074e-09,2.17131752004852e-09,2.5400512374433e-09,2.76115336329863e-09,3.82030579572413e-09,3.1491862665987e-09,1.88636154367068e-09,1.52934542807515e-09,1.43669192850714e-09,1.64830414192237e-09,1.92770029687976e-09,1.42604505802512e-09,1.78134247496056e-09,1.5565075805307e-09,2.64671250507507e-09,3.8711593464852e-09,3.36717925226858e-09,2.81626878448617e-09,1.75883390110274e-09,1.82095025259171e-09,1.71992673866469e-09,1.62396212964555e-09,2.17832425574196e-09,1.39746877331741e-09,1.60444701789674e-09,1.76217793941065e-09,1.85572853141483e-09,2.72349031857266e-09,3.72049464354931e-09,2.42036727577729e-09,1.77476060729318e-09,1.70892775557836e-09,1.77732476943745e-09,1.0877279990696e-09,1.57124814951119e-09,1.48694733497427e-09,1.75488399081142e-09,1.81678250758955e-09,2.16720592726185e-09,2.56785533338647e-09,2.9903234010839e-09,3.14208309908216e-09,2.19361690819099e-09,1.14361787602548e-09,1.5729234250209e-09,1.7290820218271e-09,1.9186519452061e-09,1.37839191852621e-09,1.55379685820309e-09,1.72059007901508e-09,1.85870626058918e-09,2.60682672580786e-09,2.49472278677292e-09,2.42261811328649e-09,1.73049446098914e-09,1.77454848664955e-09,1.21647479186634e-09,1.43377430179344e-09,1.83550981761486e-09,1.41914996421022e-09,2.05521024213454e-09,1.96374590782026e-09,2.10155516823921e-09,3.41680065244738e-09,3.17514699120816e-09,4.27289817865024e-09,2.08359981598043e-09,1.65241671779362e-09,5.0743273275012e-09,2.0598409573007e-09,2.57962355419291e-09,1.48597738594278e-09,1.78454668963193e-09,1.96864380173866e-09,2.72793958032022e-09,4.96499612033116e-09,5.78749121028832e-09,2.67938866434449e-09,3.88466259518361e-09,2.25203175462768e-09,2.41077041483695e-09,1.76386120584012e-09,2.35008088974694e-09,1.72176394288857e-09,1.60796948874222e-09,1.53792177022057e-09,1.71420255767885e-09,2.81458312212379e-09,5.81108103572187e-09,2.23515313784388e-09,3.59265326448939e-09,3.00487199280592e-09,1.34417078901186e-09,1.76982891961846e-09,1.80799632612975e-09,1.35240477419014e-09,1.42737497807018e-09,1.79689163011397e-09,2.17147523976394e-09,2.32667528254546e-09,2.84160612244867e-09,4.29390655111126e-09,4.28509368848521e-09,3.43580288771655e-09,3.83369601297453e-09,1.43524392908069e-09,2.04497475225952e-09,NA,1.77010740115736e-09,1.8044314984852e-09,1.96043423788557e-09,3.80741459865373e-09,5.15982549160528e-09,5.44765255128254e-09,2.72627739380276e-09,3.15657696576248e-09,1.37934376017831e-09,2.08957362524131e-09,1.74789898862903e-09,1.81905181509132e-09,1.48141982193917e-09,1.83257365913005e-09,2.0612552883186e-09,3.36622425991099e-09,3.15797649679118e-09,3.92418584544759e-09,4.43010903588577e-09,4.42953955056665e-09,2.3280366236928e-09,2.75387986876795e-09,1.74275439420115e-09,1.59051996483755e-09,1.50380463995271e-09,1.91308723343229e-09,2.02241123489676e-09,3.24711570535045e-09,7.15530835299251e-09,3.46172676724704e-09,3.62478254938507e-09,4.12460465960874e-09,3.12550554613172e-09,2.19606276353721e-09,2.21516019684937e-09,2.20007593505274e-09,1.800078965814e-09,2.35422022378376e-09,2.56582766503067e-09,8.31636792764101e-09,6.27946014183116e-09,2.28172029836579e-09,3.66305086084384e-09,3.82061987244574e-09,1.71534880206857e-09,1.80282368424504e-09,1.89796433408372e-09,1.45833596274227e-09,1.8918762022929e-09,2.49332851139677e-09,2.02054687318516e-09,2.67099083352665e-09,1.74151700945451e-08,2.41101055249581e-09,4.69795143289279e-09,3.20212489857141e-09,1.59495958734231e-09,2.04358782942488e-09,1.75787647699859e-09,1.2667139237174e-09,1.55273215432248e-09,2.15077699019803e-09,2.11369712772007e-09,2.69880100704554e-09,2.19958269806027e-08,1.85634766984711e-08,7.50439550106964e-09,3.93900455980355e-09,3.16329890418055e-09,1.47233714825791e-09,1.44978768058846e-09,1.79266546768321e-09,1.74871075147235e-09,2.05514794071604e-09,2.16625027951454e-09,4.37695216988006e-09,3.96845372871345e-08,3.08218456492082e-09,5.96061948186385e-09,4.99616963571313e-09,2.80156389126911e-09,2.18986500438543e-09,1.92950490531377e-09,2.61460149588292e-09,1.69745529997636e-09,2.57907934793579e-09,2.08516086655239e-09,3.96089824022054e-09,4.3761442140273e-09,3.16587897116498e-09,6.96464730332025e-09,6.16373711210601e-09,3.64170033197209e-09
"REDW",4.40914615749921e-10,1.56837595957011e-09,4.02473572390685e-10,7.27907143610775e-10,1.10548288892185e-09,1.50376908237432e-09,3.07280847720098e-09,3.92402737543628e-09,5.43972687861957e-09,1.87977689238767e-09,5.18298873353912e-10,4.29160197074959e-10,7.37200132032568e-10,1.4894250474539e-09,5.32698741300704e-10,6.45130585601307e-10,7.378527735039e-10,1.27745359899553e-09,2.494906356778e-09,2.57162078907566e-09,3.50733999549528e-09,1.29853398061146e-09,6.59073640197511e-10,2.82996165032378e-10,3.57896308243688e-10,1.43276297815212e-09,4.66078878448617e-10,6.76013054226688e-10,1.17945329667787e-09,1.81114875964111e-09,2.2532469277511e-09,4.77748651750431e-09,3.92163804655816e-09,1.39206211119223e-09,4.91841863383977e-10,3.87458135692008e-10,4.59525296846488e-10,1.4147277198295e-09,5.90965719460626e-10,1.07361234463575e-09,2.44381187329512e-09,1.36581481160756e-09,1.43074286199891e-09,3.13351117813133e-09,6.20647865359489e-09,2.56580019865024e-09,3.44824989574655e-10,3.05482770352096e-10,5.36406784134061e-10,1.43680525138869e-09,4.5819119152923e-10,5.11273850765175e-10,8.06894151853067e-10,1.55054873600178e-09,2.4609652308825e-09,2.02138739080482e-09,2.75551183483561e-09,9.09165041638612e-10,4.27005791388851e-10,4.51469331453508e-10,6.13426389433284e-10,1.44449883327137e-09,5.97072018171027e-10,1.08137530829475e-09,9.8611215877541e-10,1.7800627584844e-09,3.10345479959834e-09,3.01440671527984e-09,5.43884118387622e-09,1.76313664116663e-09,4.61706378102951e-10,5.13660598822433e-10,5.93993684883826e-10,1.67140804064486e-09,7.33703323455105e-10,6.80463547068328e-10,9.2394497518805e-10,1.68995406288968e-09,2.17508454079404e-09,2.9032517501193e-09,1.96949324501424e-09,1.62522475226849e-09,4.99059725444703e-10,4.95234881329438e-10,3.60472328957632e-10,1.47070108645217e-09,5.69667328990001e-10,1.81864762496909e-09,1.17987322242079e-09,1.84884914188368e-09,1.6471700204518e-09,2.94298211606988e-09,4.21045871644745e-09,2.48206676538075e-09,4.73676212948478e-10,3.17860071373118e-10,3.923188429588e-10,1.62273303531028e-09,5.29436063090663e-10,7.51347430060975e-10,7.88794458961653e-10,1.36913753273805e-09,2.39477989589214e-09,3.68955181102367e-09,4.83331740759462e-09,2.19846429054314e-09,3.32589007409891e-10,4.18609460267437e-10,4.07390384196055e-10,1.44405450813913e-09,4.07421074923792e-10,8.67371107733527e-10,8.73024961462805e-10,1.84496202007645e-09,2.14565616349629e-09,4.55841391515164e-09,5.69543594723441e-09,NA,5.98827316138935e-10,4.4412551548598e-10,3.89571313380398e-10,1.42600797478542e-09,6.23903068993016e-10,8.28115892167935e-10,1.07629605944527e-09,1.51524607019322e-09,4.27332351583507e-09,3.00715558905708e-09,7.4850848494256e-09,1.85310796770257e-09,5.13800627715931e-10,3.69228942223666e-10,5.38341906895017e-10,1.83751537775934e-09,3.83370599602834e-10,6.93084015358825e-10,8.29786440276382e-10,1.55226617581222e-09,2.60650833175122e-09,2.07263495076393e-09,2.66321534359732e-09,1.29811844024948e-09,4.69551305543585e-10,4.27562625537534e-10,4.36598894134717e-10,1.47054036510554e-09,6.33686506494009e-10,5.30064523635916e-10,1.21628827618888e-09,1.60060522273518e-09,3.29461284597962e-09,2.75533552604725e-09,3.73235279600211e-09,1.38125959102353e-09,5.06939725860327e-10,2.65272253760048e-10,3.39762543816359e-10,1.46204175603099e-09,6.29015988937075e-10,5.55738397952751e-10,9.44764868488472e-10,1.90325680753246e-09,2.2768978655901e-09,3.2421170551112e-09,3.66161068848971e-09,1.35198268485533e-09,6.43744132373096e-10,3.55839520260032e-10,4.50373936397485e-10,1.44848117058075e-09,6.0100175553092e-10,6.04548852287023e-10,9.97526382284428e-10,1.49936190166076e-09,2.61085267026023e-09,2.88707527777128e-09,5.5162667695323e-09,1.87381144203175e-09,3.71301425313827e-10,3.08252592358259e-10,3.34703966155662e-10,1.75504640435282e-09,6.49298667699411e-10,6.18016264508278e-10,1.26562084558044e-09,1.49939233609709e-09,2.08606451467646e-09,2.62211116081583e-09,6.51428229459319e-09,1.73638102731314e-09,5.41370172705173e-10,2.91610679600012e-10,2.87783605637616e-10,1.51230421778638e-09,4.81167030502537e-10,6.51019183902037e-10,1.14401583278263e-09,1.86908524858082e-09,3.19243145718134e-09,4.37748296392677e-09,5.49079304604328e-09,1.52874248117127e-09,4.80194988163444e-10,2.18185836781305e-10,3.60609886933395e-10,1.40685893982915e-09,4.13461304620134e-10,6.08902981799161e-10,1.05374624438345e-09,9.71041644942123e-10,2.13074289037091e-09,1.87787117755442e-09,2.00837920398321e-09,1.15448334628735e-09,6.06636578560244e-10,3.59156779138014e-10,2.75434171214511e-10,1.28344863276601e-09,4.70637534768432e-10,7.78795133669146e-10,7.10640845004843e-10,1.39088116919929e-09,2.17703742130367e-09,2.99402061208003e-09,3.61349631578863e-09,1.22948798543565e-09,3.61675157341123e-10,2.51083680728513e-10,3.68178595809878e-10,1.30893783267447e-09,3.96983013218494e-10,7.71695980414646e-10,1.9765563379563e-09,1.45316690043147e-09,4.40215754888267e-09,5.97039736645904e-09,2.76506827936022e-08,8.1721684000536e-08,1.49624058085141e-08,5.13116110085181e-10,2.941214946326e-10,1.41674826843248e-09,4.76175033095694e-10,7.28441579457606e-10,8.27327805725952e-10,1.71827821773918e-09,2.32965888157638e-09,2.54295996983803e-09,3.50216796065187e-09,1.01697063136266e-09,1.74671689567504e-09,8.29669912073525e-10,7.19126810967025e-10,1.49986894409747e-09,5.95733905754457e-10,5.98516881665109e-10,1.41824668138534e-09,1.23233664939271e-09,2.10685679834188e-09,2.85999388329667e-09,3.50661918498723e-09,1.42048574739679e-09,5.6815957919581e-10,2.72122629089764e-10,3.402819697165e-10,1.5437011709241e-09,5.86263161225339e-10,7.53997461688805e-10,9.6309918373727e-10,5.54186316550282e-09,4.76211422983214e-08,9.49497751248013e-08,1.92464767814849e-08,1.33723591518971e-09,6.94501966688654e-10,4.60166816390069e-10,4.39784615534658e-10,1.46928842345483e-09,4.45161947179137e-10,5.93738694858316e-10,1.64894930684744e-09,2.36112291725434e-09,4.18335219332816e-09,2.47885265718968e-09,3.62365079877786e-09,1.16691246584887e-09,5.70558390855872e-10,3.56262584397517e-10,3.91971305547764e-10,1.45527795728052e-09,7.4964547025133e-10,8.03310008118575e-10,7.23998193834006e-10,1.69811664102997e-09,3.89322630048406e-09,4.2388329083324e-09,1.92987089033384e-09,1.04469776825738e-09,6.59043575537072e-10,4.00137648821415e-10,4.83311074405529e-10,1.57232184843665e-09,5.42799573657613e-10,6.23664893474283e-10,8.11207515139684e-10,1.21148278863978e-09,2.6834426347655e-09,5.56005282316821e-09,2.59588046219907e-09,9.9634185042115e-10,5.00578600524176e-10,3.65761384441536e-10,3.132024357608e-10,1.57050077602193e-09,3.58568450021407e-10,7.00915720625207e-10,1.22867166978259e-09,2.48463230097833e-09,8.05080312093673e-09,2.06281001169373e-08,2.60020853056871e-08,8.35599399709184e-09,6.88089566955587e-10,4.08827690339335e-10,5.76883970253071e-10,1.47653241022727e-09,6.51969766704474e-10,6.84123271473574e-10,1.19725255426541e-09,1.60640317535498e-09,4.6819930190909e-09,3.59113988367088e-09,2.00613565723697e-09,1.16676978517873e-09,6.99566724441631e-10,3.12532094737966e-10,5.38495285996552e-10,1.51759744556003e-09,4.54669021966053e-10,9.56633034436684e-10,2.26958049307573e-09,2.03207841449839e-08,7.45923359782028e-08,3.77139930181571e-08,1.83116348643459e-08,7.88690521135565e-09,9.94989468057349e-10,4.71964104625978e-09,1.45110030801457e-09,2.26244569808078e-09,5.97867257493449e-10,2.01305406484005e-09,2.26193755303144e-09,1.75054032380828e-09,3.92605532385479e-08,5.55732314288712e-09,2.72134103065656e-09,3.10080423076582e-09,3.98816917438733e-09,3.52607148318239e-09,4.96759362139844e-10,1.87700060422773e-09,7.69745503000656e-10,8.24229932961188e-10,1.3567603349051e-09,1.51976754299512e-09,2.87692377447739e-09,4.10677433278799e-09,2.25653096119055e-09,4.60595861988401e-09,4.7748644057472e-09,3.82748273039792e-10,1.65709210690175e-09,2.05275893639909e-09,4.90991449110926e-10,7.45625456538736e-10,1.47741558861433e-09,2.13658363044888e-09,2.78985812229848e-09,2.66143737872521e-09,4.92056285681099e-09,4.33609375197656e-09,3.23710001187873e-09,3.34753504978526e-09,1.4642263510538e-09,1.79505482655526e-09,NA,1.00189253398984e-09,1.88608558430779e-09,1.22422638334973e-09,3.29778178958177e-09,1.68396401840775e-08,7.68823663872327e-09,1.75108800891343e-09,3.17929563634526e-09,3.39960128596437e-10,1.65429106569273e-09,2.13420763140979e-09,8.48674513281676e-10,1.9431113586434e-09,1.99159068090251e-09,1.33635362095204e-09,1.45436992341736e-08,1.08297375264654e-07,4.93907411564502e-09,3.78056276517299e-09,6.89055796381806e-09,3.70697806053517e-09,2.4699343994803e-09,3.5612174719003e-09,1.36585598566097e-09,2.22237252794015e-09,1.24264007954479e-09,6.5036585561451e-09,9.25863738723204e-09,7.34669220369527e-08,6.60547856958721e-08,2.44101029801511e-09,5.05885997250583e-09,3.74947534781042e-08,1.22227555496201e-09,2.02410674869781e-09,1.13299941471811e-09,2.0956334418683e-09,2.1399957254282e-09,8.79220429436577e-09,6.21853281413201e-09,1.3156607074045e-07,1.8852163208652e-08,1.85436751706702e-09,5.11616812803872e-09,6.99555974975798e-10,4.90505996035338e-10,2.36461974463397e-09,5.52451245592405e-10,1.12765446621998e-09,1.68730004878442e-09,1.08352130977163e-08,2.25541667242177e-09,1.01135437873841e-08,1.32219928213991e-08,3.28268574688631e-09,1.25439650288858e-09,5.45948779016466e-10,6.52648562657612e-10,1.45923523488648e-09,5.10517458952192e-10,7.22666048866193e-10,1.98709839085002e-09,1.61294458434652e-09,6.76822816072079e-09,1.97725455248908e-07,1.97663324041919e-07,5.49937558484479e-09,9.33744627854453e-09,2.96148866048509e-09,5.45345415778958e-10,1.82511353610893e-09,5.97863628228102e-10,1.35498659962458e-09,1.6156396507388e-09,1.61500701790379e-09,3.33503037551788e-08,8.89693465280156e-08,4.51075678386375e-08,4.62198858218779e-09,6.91848974883918e-09,1.1778729841841e-09,1.86156544032803e-09,2.85323798593183e-09,8.99571191730557e-10,1.09489485578343e-09,1.99209715121623e-09,2.01461754805392e-09,6.38224316406785e-09,2.73564529452314e-09,2.79781187465056e-09,2.69245563926594e-09,9.17966154165553e-09,4.09477101957006e-09
