ParkName,UnitCode,Region,State,Year,Month,RecreationVisits
Arches NP,ARCH,Intermountain ,UT,1979,1,"2,970"
Arches NP,ARCH,Intermountain ,UT,1979,2,"3,135"
Arches NP,ARCH,Intermountain ,UT,1979,3,"14,659"
Arches NP,ARCH,Intermountain ,UT,1979,4,"31,818"
Arches NP,ARCH,Intermountain ,UT,1979,5,"39,266"
Arches NP,ARCH,Intermountain ,UT,1979,6,"43,503"
Arches NP,ARCH,Intermountain ,UT,1979,7,"36,524"
Arches NP,ARCH,Intermountain ,UT,1979,8,"43,309"
Arches NP,ARCH,Intermountain ,UT,1979,9,"30,813"
Arches NP,ARCH,Intermountain ,UT,1979,10,"15,273"
Arches NP,ARCH,Intermountain ,UT,1979,11,"5,492"
Arches NP,ARCH,Intermountain ,UT,1979,12,"3,078"
Arches NP,ARCH,Intermountain ,UT,1980,1,"3,599"
Arches NP,ARCH,Intermountain ,UT,1980,2,"4,687"
Arches NP,ARCH,Intermountain ,UT,1980,3,"15,915"
Arches NP,ARCH,Intermountain ,UT,1980,4,"27,050"
Arches NP,ARCH,Intermountain ,UT,1980,5,"39,099"
Arches NP,ARCH,Intermountain ,UT,1980,6,"47,171"
Arches NP,ARCH,Intermountain ,UT,1980,7,"43,685"
Arches NP,ARCH,Intermountain ,UT,1980,8,"47,837"
Arches NP,ARCH,Intermountain ,UT,1980,9,"31,387"
Arches NP,ARCH,Intermountain ,UT,1980,10,"16,983"
Arches NP,ARCH,Intermountain ,UT,1980,11,"7,481"
Arches NP,ARCH,Intermountain ,UT,1980,12,"5,625"
Arches NP,ARCH,Intermountain ,UT,1981,1,"7,144"
Arches NP,ARCH,Intermountain ,UT,1981,2,"6,275"
Arches NP,ARCH,Intermountain ,UT,1981,3,"17,024"
Arches NP,ARCH,Intermountain ,UT,1981,4,"30,543"
Arches NP,ARCH,Intermountain ,UT,1981,5,"41,614"
Arches NP,ARCH,Intermountain ,UT,1981,6,"51,670"
Arches NP,ARCH,Intermountain ,UT,1981,7,"48,711"
Arches NP,ARCH,Intermountain ,UT,1981,8,"52,953"
Arches NP,ARCH,Intermountain ,UT,1981,9,"35,795"
Arches NP,ARCH,Intermountain ,UT,1981,10,"20,656"
Arches NP,ARCH,Intermountain ,UT,1981,11,"10,157"
Arches NP,ARCH,Intermountain ,UT,1981,12,"3,966"
Arches NP,ARCH,Intermountain ,UT,1982,1,"5,531"
Arches NP,ARCH,Intermountain ,UT,1982,2,"6,897"
Arches NP,ARCH,Intermountain ,UT,1982,3,"19,703"
Arches NP,ARCH,Intermountain ,UT,1982,4,"29,711"
Arches NP,ARCH,Intermountain ,UT,1982,5,"43,011"
Arches NP,ARCH,Intermountain ,UT,1982,6,"55,267"
Arches NP,ARCH,Intermountain ,UT,1982,7,"53,035"
Arches NP,ARCH,Intermountain ,UT,1982,8,"52,025"
Arches NP,ARCH,Intermountain ,UT,1982,9,"36,934"
Arches NP,ARCH,Intermountain ,UT,1982,10,"18,992"
Arches NP,ARCH,Intermountain ,UT,1982,11,"10,845"
Arches NP,ARCH,Intermountain ,UT,1982,12,"7,464"
Arches NP,ARCH,Intermountain ,UT,1983,1,"4,672"
Arches NP,ARCH,Intermountain ,UT,1983,2,"6,993"
Arches NP,ARCH,Intermountain ,UT,1983,3,"14,734"
Arches NP,ARCH,Intermountain ,UT,1983,4,"20,073"
Arches NP,ARCH,Intermountain ,UT,1983,5,"34,040"
Arches NP,ARCH,Intermountain ,UT,1983,6,"38,975"
Arches NP,ARCH,Intermountain ,UT,1983,7,"50,659"
Arches NP,ARCH,Intermountain ,UT,1983,8,"50,320"
Arches NP,ARCH,Intermountain ,UT,1983,9,"36,578"
Arches NP,ARCH,Intermountain ,UT,1983,10,"20,107"
Arches NP,ARCH,Intermountain ,UT,1983,11,"7,384"
Arches NP,ARCH,Intermountain ,UT,1983,12,"3,340"
Arches NP,ARCH,Intermountain ,UT,1984,1,"4,021"
Arches NP,ARCH,Intermountain ,UT,1984,2,"4,601"
Arches NP,ARCH,Intermountain ,UT,1984,3,"16,732"
Arches NP,ARCH,Intermountain ,UT,1984,4,"30,806"
Arches NP,ARCH,Intermountain ,UT,1984,5,"44,454"
Arches NP,ARCH,Intermountain ,UT,1984,6,"58,744"
Arches NP,ARCH,Intermountain ,UT,1984,7,"55,728"
Arches NP,ARCH,Intermountain ,UT,1984,8,"57,412"
Arches NP,ARCH,Intermountain ,UT,1984,9,"42,668"
Arches NP,ARCH,Intermountain ,UT,1984,10,"18,121"
Arches NP,ARCH,Intermountain ,UT,1984,11,"7,059"
Arches NP,ARCH,Intermountain ,UT,1984,12,"4,834"
Arches NP,ARCH,Intermountain ,UT,1985,1,"4,727"
Arches NP,ARCH,Intermountain ,UT,1985,2,"4,944"
Arches NP,ARCH,Intermountain ,UT,1985,3,"18,033"
Arches NP,ARCH,Intermountain ,UT,1985,4,"36,032"
Arches NP,ARCH,Intermountain ,UT,1985,5,"50,174"
Arches NP,ARCH,Intermountain ,UT,1985,6,"56,588"
Arches NP,ARCH,Intermountain ,UT,1985,7,"54,484"
Arches NP,ARCH,Intermountain ,UT,1985,8,"61,538"
Arches NP,ARCH,Intermountain ,UT,1985,9,"44,554"
Arches NP,ARCH,Intermountain ,UT,1985,10,"21,037"
Arches NP,ARCH,Intermountain ,UT,1985,11,"6,217"
Arches NP,ARCH,Intermountain ,UT,1985,12,"5,136"
Arches NP,ARCH,Intermountain ,UT,1986,1,"7,070"
Arches NP,ARCH,Intermountain ,UT,1986,2,"6,762"
Arches NP,ARCH,Intermountain ,UT,1986,3,"33,700"
Arches NP,ARCH,Intermountain ,UT,1986,4,"36,042"
Arches NP,ARCH,Intermountain ,UT,1986,5,"53,931"
Arches NP,ARCH,Intermountain ,UT,1986,6,"62,158"
Arches NP,ARCH,Intermountain ,UT,1986,7,"63,528"
Arches NP,ARCH,Intermountain ,UT,1986,8,"68,397"
Arches NP,ARCH,Intermountain ,UT,1986,9,"49,456"
Arches NP,ARCH,Intermountain ,UT,1986,10,"23,414"
Arches NP,ARCH,Intermountain ,UT,1986,11,"8,425"
Arches NP,ARCH,Intermountain ,UT,1986,12,"6,561"
Arches NP,ARCH,Intermountain ,UT,1987,1,"6,015"
Arches NP,ARCH,Intermountain ,UT,1987,2,"6,957"
Arches NP,ARCH,Intermountain ,UT,1987,3,"22,167"
Arches NP,ARCH,Intermountain ,UT,1987,4,"43,965"
Arches NP,ARCH,Intermountain ,UT,1987,5,"63,510"
Arches NP,ARCH,Intermountain ,UT,1987,6,"69,019"
Arches NP,ARCH,Intermountain ,UT,1987,7,"71,987"
Arches NP,ARCH,Intermountain ,UT,1987,8,"80,492"
Arches NP,ARCH,Intermountain ,UT,1987,9,"60,969"
Arches NP,ARCH,Intermountain ,UT,1987,10,"28,961"
Arches NP,ARCH,Intermountain ,UT,1987,11,"9,904"
Arches NP,ARCH,Intermountain ,UT,1987,12,"4,970"
Arches NP,ARCH,Intermountain ,UT,1988,1,"4,145"
Arches NP,ARCH,Intermountain ,UT,1988,2,"6,674"
Arches NP,ARCH,Intermountain ,UT,1988,3,"31,382"
Arches NP,ARCH,Intermountain ,UT,1988,4,"45,863"
Arches NP,ARCH,Intermountain ,UT,1988,5,"68,712"
Arches NP,ARCH,Intermountain ,UT,1988,6,"79,183"
Arches NP,ARCH,Intermountain ,UT,1988,7,"77,160"
Arches NP,ARCH,Intermountain ,UT,1988,8,"80,219"
Arches NP,ARCH,Intermountain ,UT,1988,9,"75,694"
Arches NP,ARCH,Intermountain ,UT,1988,10,"34,808"
Arches NP,ARCH,Intermountain ,UT,1988,11,"11,253"
Arches NP,ARCH,Intermountain ,UT,1988,12,"5,362"
Arches NP,ARCH,Intermountain ,UT,1989,1,"4,687"
Arches NP,ARCH,Intermountain ,UT,1989,2,"5,683"
Arches NP,ARCH,Intermountain ,UT,1989,3,"41,135"
Arches NP,ARCH,Intermountain ,UT,1989,4,"51,807"
Arches NP,ARCH,Intermountain ,UT,1989,5,"75,599"
Arches NP,ARCH,Intermountain ,UT,1989,6,"80,321"
Arches NP,ARCH,Intermountain ,UT,1989,7,"78,010"
Arches NP,ARCH,Intermountain ,UT,1989,8,"88,731"
Arches NP,ARCH,Intermountain ,UT,1989,9,"69,361"
Arches NP,ARCH,Intermountain ,UT,1989,10,"37,592"
Arches NP,ARCH,Intermountain ,UT,1989,11,"15,113"
Arches NP,ARCH,Intermountain ,UT,1989,12,"7,770"
Arches NP,ARCH,Intermountain ,UT,1990,1,"6,440"
Arches NP,ARCH,Intermountain ,UT,1990,2,"8,444"
Arches NP,ARCH,Intermountain ,UT,1990,3,"42,372"
Arches NP,ARCH,Intermountain ,UT,1990,4,"71,479"
Arches NP,ARCH,Intermountain ,UT,1990,5,"84,912"
Arches NP,ARCH,Intermountain ,UT,1990,6,"90,154"
Arches NP,ARCH,Intermountain ,UT,1990,7,"84,017"
Arches NP,ARCH,Intermountain ,UT,1990,8,"97,265"
Arches NP,ARCH,Intermountain ,UT,1990,9,"72,310"
Arches NP,ARCH,Intermountain ,UT,1990,10,"40,923"
Arches NP,ARCH,Intermountain ,UT,1990,11,"15,192"
Arches NP,ARCH,Intermountain ,UT,1990,12,"7,211"
Arches NP,ARCH,Intermountain ,UT,1991,1,"6,307"
Arches NP,ARCH,Intermountain ,UT,1991,2,"11,453"
Arches NP,ARCH,Intermountain ,UT,1991,3,"45,466"
Arches NP,ARCH,Intermountain ,UT,1991,4,"60,081"
Arches NP,ARCH,Intermountain ,UT,1991,5,"93,762"
Arches NP,ARCH,Intermountain ,UT,1991,6,"104,120"
Arches NP,ARCH,Intermountain ,UT,1991,7,"103,591"
Arches NP,ARCH,Intermountain ,UT,1991,8,"116,516"
Arches NP,ARCH,Intermountain ,UT,1991,9,"90,407"
Arches NP,ARCH,Intermountain ,UT,1991,10,"51,260"
Arches NP,ARCH,Intermountain ,UT,1991,11,"14,808"
Arches NP,ARCH,Intermountain ,UT,1991,12,"8,111"
Arches NP,ARCH,Intermountain ,UT,1992,1,"8,016"
Arches NP,ARCH,Intermountain ,UT,1992,2,"12,779"
Arches NP,ARCH,Intermountain ,UT,1992,3,"50,228"
Arches NP,ARCH,Intermountain ,UT,1992,4,"82,025"
Arches NP,ARCH,Intermountain ,UT,1992,5,"104,639"
Arches NP,ARCH,Intermountain ,UT,1992,6,"109,882"
Arches NP,ARCH,Intermountain ,UT,1992,7,"119,021"
Arches NP,ARCH,Intermountain ,UT,1992,8,"124,840"
Arches NP,ARCH,Intermountain ,UT,1992,9,"104,561"
Arches NP,ARCH,Intermountain ,UT,1992,10,"58,839"
Arches NP,ARCH,Intermountain ,UT,1992,11,"18,150"
Arches NP,ARCH,Intermountain ,UT,1992,12,"6,851"
Arches NP,ARCH,Intermountain ,UT,1993,1,"6,036"
Arches NP,ARCH,Intermountain ,UT,1993,2,"8,599"
Arches NP,ARCH,Intermountain ,UT,1993,3,"43,551"
Arches NP,ARCH,Intermountain ,UT,1993,4,"74,542"
Arches NP,ARCH,Intermountain ,UT,1993,5,"103,852"
Arches NP,ARCH,Intermountain ,UT,1993,6,"102,396"
Arches NP,ARCH,Intermountain ,UT,1993,7,"116,886"
Arches NP,ARCH,Intermountain ,UT,1993,8,"118,500"
Arches NP,ARCH,Intermountain ,UT,1993,9,"111,614"
Arches NP,ARCH,Intermountain ,UT,1993,10,"60,523"
Arches NP,ARCH,Intermountain ,UT,1993,11,"18,951"
Arches NP,ARCH,Intermountain ,UT,1993,12,"8,228"
Arches NP,ARCH,Intermountain ,UT,1994,1,"9,904"
Arches NP,ARCH,Intermountain ,UT,1994,2,"12,348"
Arches NP,ARCH,Intermountain ,UT,1994,3,"53,504"
Arches NP,ARCH,Intermountain ,UT,1994,4,"74,096"
Arches NP,ARCH,Intermountain ,UT,1994,5,"103,871"
Arches NP,ARCH,Intermountain ,UT,1994,6,"98,464"
Arches NP,ARCH,Intermountain ,UT,1994,7,"109,497"
Arches NP,ARCH,Intermountain ,UT,1994,8,"115,008"
Arches NP,ARCH,Intermountain ,UT,1994,9,"110,027"
Arches NP,ARCH,Intermountain ,UT,1994,10,"61,676"
Arches NP,ARCH,Intermountain ,UT,1994,11,"16,776"
Arches NP,ARCH,Intermountain ,UT,1994,12,"12,007"
Arches NP,ARCH,Intermountain ,UT,1995,1,"11,055"
Arches NP,ARCH,Intermountain ,UT,1995,2,"15,813"
Arches NP,ARCH,Intermountain ,UT,1995,3,"52,952"
Arches NP,ARCH,Intermountain ,UT,1995,4,"76,855"
Arches NP,ARCH,Intermountain ,UT,1995,5,"111,925"
Arches NP,ARCH,Intermountain ,UT,1995,6,"116,972"
Arches NP,ARCH,Intermountain ,UT,1995,7,"136,258"
Arches NP,ARCH,Intermountain ,UT,1995,8,"127,740"
Arches NP,ARCH,Intermountain ,UT,1995,9,"120,634"
Arches NP,ARCH,Intermountain ,UT,1995,10,"66,136"
Arches NP,ARCH,Intermountain ,UT,1995,11,"18,025"
Arches NP,ARCH,Intermountain ,UT,1995,12,"5,009"
Arches NP,ARCH,Intermountain ,UT,1996,1,"8,183"
Arches NP,ARCH,Intermountain ,UT,1996,2,"14,300"
Arches NP,ARCH,Intermountain ,UT,1996,3,"58,978"
Arches NP,ARCH,Intermountain ,UT,1996,4,"79,685"
Arches NP,ARCH,Intermountain ,UT,1996,5,"116,552"
Arches NP,ARCH,Intermountain ,UT,1996,6,"111,616"
Arches NP,ARCH,Intermountain ,UT,1996,7,"119,378"
Arches NP,ARCH,Intermountain ,UT,1996,8,"128,102"
Arches NP,ARCH,Intermountain ,UT,1996,9,"121,734"
Arches NP,ARCH,Intermountain ,UT,1996,10,"63,804"
Arches NP,ARCH,Intermountain ,UT,1996,11,"19,972"
Arches NP,ARCH,Intermountain ,UT,1996,12,"13,712"
Arches NP,ARCH,Intermountain ,UT,1997,1,"9,422"
Arches NP,ARCH,Intermountain ,UT,1997,2,"13,493"
Arches NP,ARCH,Intermountain ,UT,1997,3,"64,176"
Arches NP,ARCH,Intermountain ,UT,1997,4,"70,201"
Arches NP,ARCH,Intermountain ,UT,1997,5,"115,568"
Arches NP,ARCH,Intermountain ,UT,1997,6,"114,213"
Arches NP,ARCH,Intermountain ,UT,1997,7,"122,626"
Arches NP,ARCH,Intermountain ,UT,1997,8,"131,104"
Arches NP,ARCH,Intermountain ,UT,1997,9,"119,450"
Arches NP,ARCH,Intermountain ,UT,1997,10,"66,854"
Arches NP,ARCH,Intermountain ,UT,1997,11,"19,933"
Arches NP,ARCH,Intermountain ,UT,1997,12,"11,485"
Arches NP,ARCH,Intermountain ,UT,1998,1,"10,450"
Arches NP,ARCH,Intermountain ,UT,1998,2,"12,337"
Arches NP,ARCH,Intermountain ,UT,1998,3,"52,467"
Arches NP,ARCH,Intermountain ,UT,1998,4,"75,236"
Arches NP,ARCH,Intermountain ,UT,1998,5,"119,525"
Arches NP,ARCH,Intermountain ,UT,1998,6,"116,384"
Arches NP,ARCH,Intermountain ,UT,1998,7,"113,040"
Arches NP,ARCH,Intermountain ,UT,1998,8,"120,361"
Arches NP,ARCH,Intermountain ,UT,1998,9,"116,137"
Arches NP,ARCH,Intermountain ,UT,1998,10,"68,808"
Arches NP,ARCH,Intermountain ,UT,1998,11,"21,875"
Arches NP,ARCH,Intermountain ,UT,1998,12,"10,541"
Arches NP,ARCH,Intermountain ,UT,1999,1,"11,967"
Arches NP,ARCH,Intermountain ,UT,1999,2,"15,378"
Arches NP,ARCH,Intermountain ,UT,1999,3,"62,198"
Arches NP,ARCH,Intermountain ,UT,1999,4,"69,196"
Arches NP,ARCH,Intermountain ,UT,1999,5,"120,213"
Arches NP,ARCH,Intermountain ,UT,1999,6,"118,326"
Arches NP,ARCH,Intermountain ,UT,1999,7,"118,042"
Arches NP,ARCH,Intermountain ,UT,1999,8,"124,130"
Arches NP,ARCH,Intermountain ,UT,1999,9,"119,657"
Arches NP,ARCH,Intermountain ,UT,1999,10,"71,604"
Arches NP,ARCH,Intermountain ,UT,1999,11,"25,888"
Arches NP,ARCH,Intermountain ,UT,1999,12,"13,381"
Arches NP,ARCH,Intermountain ,UT,2000,1,"11,505"
Arches NP,ARCH,Intermountain ,UT,2000,2,"14,435"
Arches NP,ARCH,Intermountain ,UT,2000,3,"52,392"
Arches NP,ARCH,Intermountain ,UT,2000,4,"77,012"
Arches NP,ARCH,Intermountain ,UT,2000,5,"107,856"
Arches NP,ARCH,Intermountain ,UT,2000,6,"106,198"
Arches NP,ARCH,Intermountain ,UT,2000,7,"110,434"
Arches NP,ARCH,Intermountain ,UT,2000,8,"104,487"
Arches NP,ARCH,Intermountain ,UT,2000,9,"104,706"
Arches NP,ARCH,Intermountain ,UT,2000,10,"65,675"
Arches NP,ARCH,Intermountain ,UT,2000,11,"19,787"
Arches NP,ARCH,Intermountain ,UT,2000,12,"11,942"
Arches NP,ARCH,Intermountain ,UT,2001,1,"10,566"
Arches NP,ARCH,Intermountain ,UT,2001,2,"12,868"
Arches NP,ARCH,Intermountain ,UT,2001,3,"55,082"
Arches NP,ARCH,Intermountain ,UT,2001,4,"73,213"
Arches NP,ARCH,Intermountain ,UT,2001,5,"112,865"
Arches NP,ARCH,Intermountain ,UT,2001,6,"99,452"
Arches NP,ARCH,Intermountain ,UT,2001,7,"100,281"
Arches NP,ARCH,Intermountain ,UT,2001,8,"97,985"
Arches NP,ARCH,Intermountain ,UT,2001,9,"94,814"
Arches NP,ARCH,Intermountain ,UT,2001,10,"60,747"
Arches NP,ARCH,Intermountain ,UT,2001,11,"26,363"
Arches NP,ARCH,Intermountain ,UT,2001,12,"9,790"
Arches NP,ARCH,Intermountain ,UT,2002,1,"9,951"
Arches NP,ARCH,Intermountain ,UT,2002,2,"18,163"
Arches NP,ARCH,Intermountain ,UT,2002,3,"57,348"
Arches NP,ARCH,Intermountain ,UT,2002,4,"76,544"
Arches NP,ARCH,Intermountain ,UT,2002,5,"109,130"
Arches NP,ARCH,Intermountain ,UT,2002,6,"101,051"
Arches NP,ARCH,Intermountain ,UT,2002,7,"96,566"
Arches NP,ARCH,Intermountain ,UT,2002,8,"97,631"
Arches NP,ARCH,Intermountain ,UT,2002,9,"98,581"
Arches NP,ARCH,Intermountain ,UT,2002,10,"67,373"
Arches NP,ARCH,Intermountain ,UT,2002,11,"23,134"
Arches NP,ARCH,Intermountain ,UT,2002,12,"14,200"
Arches NP,ARCH,Intermountain ,UT,2003,1,"13,326"
Arches NP,ARCH,Intermountain ,UT,2003,2,"13,760"
Arches NP,ARCH,Intermountain ,UT,2003,3,"50,242"
Arches NP,ARCH,Intermountain ,UT,2003,4,"70,795"
Arches NP,ARCH,Intermountain ,UT,2003,5,"106,873"
Arches NP,ARCH,Intermountain ,UT,2003,6,"101,997"
Arches NP,ARCH,Intermountain ,UT,2003,7,"95,296"
Arches NP,ARCH,Intermountain ,UT,2003,8,"99,352"
Arches NP,ARCH,Intermountain ,UT,2003,9,"99,639"
Arches NP,ARCH,Intermountain ,UT,2003,10,"72,875"
Arches NP,ARCH,Intermountain ,UT,2003,11,"21,343"
Arches NP,ARCH,Intermountain ,UT,2003,12,"12,283"
Arches NP,ARCH,Intermountain ,UT,2004,1,"11,571"
Arches NP,ARCH,Intermountain ,UT,2004,2,"11,378"
Arches NP,ARCH,Intermountain ,UT,2004,3,"58,919"
Arches NP,ARCH,Intermountain ,UT,2004,4,"79,069"
Arches NP,ARCH,Intermountain ,UT,2004,5,"113,248"
Arches NP,ARCH,Intermountain ,UT,2004,6,"94,638"
Arches NP,ARCH,Intermountain ,UT,2004,7,"93,569"
Arches NP,ARCH,Intermountain ,UT,2004,8,"83,585"
Arches NP,ARCH,Intermountain ,UT,2004,9,"95,276"
Arches NP,ARCH,Intermountain ,UT,2004,10,"58,743"
Arches NP,ARCH,Intermountain ,UT,2004,11,"21,208"
Arches NP,ARCH,Intermountain ,UT,2004,12,"11,927"
Arches NP,ARCH,Intermountain ,UT,2005,1,"9,894"
Arches NP,ARCH,Intermountain ,UT,2005,2,"16,168"
Arches NP,ARCH,Intermountain ,UT,2005,3,"62,843"
Arches NP,ARCH,Intermountain ,UT,2005,4,"71,709"
Arches NP,ARCH,Intermountain ,UT,2005,5,"111,718"
Arches NP,ARCH,Intermountain ,UT,2005,6,"110,517"
Arches NP,ARCH,Intermountain ,UT,2005,7,"106,555"
Arches NP,ARCH,Intermountain ,UT,2005,8,"103,403"
Arches NP,ARCH,Intermountain ,UT,2005,9,"88,218"
Arches NP,ARCH,Intermountain ,UT,2005,10,"63,626"
Arches NP,ARCH,Intermountain ,UT,2005,11,"23,813"
Arches NP,ARCH,Intermountain ,UT,2005,12,"13,206"
Arches NP,ARCH,Intermountain ,UT,2006,1,"12,841"
Arches NP,ARCH,Intermountain ,UT,2006,2,"20,728"
Arches NP,ARCH,Intermountain ,UT,2006,3,"67,550"
Arches NP,ARCH,Intermountain ,UT,2006,4,"84,244"
Arches NP,ARCH,Intermountain ,UT,2006,5,"110,564"
Arches NP,ARCH,Intermountain ,UT,2006,6,"102,061"
Arches NP,ARCH,Intermountain ,UT,2006,7,"101,297"
Arches NP,ARCH,Intermountain ,UT,2006,8,"107,176"
Arches NP,ARCH,Intermountain ,UT,2006,9,"112,335"
Arches NP,ARCH,Intermountain ,UT,2006,10,"72,615"
Arches NP,ARCH,Intermountain ,UT,2006,11,"28,087"
Arches NP,ARCH,Intermountain ,UT,2006,12,"13,551"
Arches NP,ARCH,Intermountain ,UT,2007,1,"10,681"
Arches NP,ARCH,Intermountain ,UT,2007,2,"15,453"
Arches NP,ARCH,Intermountain ,UT,2007,3,"63,618"
Arches NP,ARCH,Intermountain ,UT,2007,4,"90,031"
Arches NP,ARCH,Intermountain ,UT,2007,5,"111,652"
Arches NP,ARCH,Intermountain ,UT,2007,6,"109,027"
Arches NP,ARCH,Intermountain ,UT,2007,7,"112,167"
Arches NP,ARCH,Intermountain ,UT,2007,8,"106,047"
Arches NP,ARCH,Intermountain ,UT,2007,9,"120,301"
Arches NP,ARCH,Intermountain ,UT,2007,10,"77,963"
Arches NP,ARCH,Intermountain ,UT,2007,11,"30,536"
Arches NP,ARCH,Intermountain ,UT,2007,12,"12,705"
Arches NP,ARCH,Intermountain ,UT,2008,1,"9,095"
Arches NP,ARCH,Intermountain ,UT,2008,2,"13,435"
Arches NP,ARCH,Intermountain ,UT,2008,3,"66,408"
Arches NP,ARCH,Intermountain ,UT,2008,4,"83,695"
Arches NP,ARCH,Intermountain ,UT,2008,5,"133,195"
Arches NP,ARCH,Intermountain ,UT,2008,6,"124,451"
Arches NP,ARCH,Intermountain ,UT,2008,7,"121,038"
Arches NP,ARCH,Intermountain ,UT,2008,8,"129,843"
Arches NP,ARCH,Intermountain ,UT,2008,9,"124,268"
Arches NP,ARCH,Intermountain ,UT,2008,10,"80,194"
Arches NP,ARCH,Intermountain ,UT,2008,11,"29,604"
Arches NP,ARCH,Intermountain ,UT,2008,12,"13,569"
Arches NP,ARCH,Intermountain ,UT,2009,1,"11,684"
Arches NP,ARCH,Intermountain ,UT,2009,2,"15,488"
Arches NP,ARCH,Intermountain ,UT,2009,3,"66,898"
Arches NP,ARCH,Intermountain ,UT,2009,4,"91,114"
Arches NP,ARCH,Intermountain ,UT,2009,5,"139,332"
Arches NP,ARCH,Intermountain ,UT,2009,6,"140,161"
Arches NP,ARCH,Intermountain ,UT,2009,7,"133,854"
Arches NP,ARCH,Intermountain ,UT,2009,8,"133,880"
Arches NP,ARCH,Intermountain ,UT,2009,9,"131,913"
Arches NP,ARCH,Intermountain ,UT,2009,10,"86,601"
Arches NP,ARCH,Intermountain ,UT,2009,11,"31,714"
Arches NP,ARCH,Intermountain ,UT,2009,12,"13,673"
Arches NP,ARCH,Intermountain ,UT,2010,1,"8,713"
Arches NP,ARCH,Intermountain ,UT,2010,2,"11,746"
Arches NP,ARCH,Intermountain ,UT,2010,3,"57,623"
Arches NP,ARCH,Intermountain ,UT,2010,4,"93,999"
Arches NP,ARCH,Intermountain ,UT,2010,5,"135,670"
Arches NP,ARCH,Intermountain ,UT,2010,6,"151,209"
Arches NP,ARCH,Intermountain ,UT,2010,7,"145,489"
Arches NP,ARCH,Intermountain ,UT,2010,8,"139,304"
Arches NP,ARCH,Intermountain ,UT,2010,9,"138,442"
Arches NP,ARCH,Intermountain ,UT,2010,10,"89,929"
Arches NP,ARCH,Intermountain ,UT,2010,11,"29,343"
Arches NP,ARCH,Intermountain ,UT,2010,12,"12,938"
Arches NP,ARCH,Intermountain ,UT,2011,1,"10,182"
Arches NP,ARCH,Intermountain ,UT,2011,2,"12,932"
Arches NP,ARCH,Intermountain ,UT,2011,3,"61,950"
Arches NP,ARCH,Intermountain ,UT,2011,4,"96,537"
Arches NP,ARCH,Intermountain ,UT,2011,5,"142,251"
Arches NP,ARCH,Intermountain ,UT,2011,6,"155,481"
Arches NP,ARCH,Intermountain ,UT,2011,7,"147,426"
Arches NP,ARCH,Intermountain ,UT,2011,8,"138,600"
Arches NP,ARCH,Intermountain ,UT,2011,9,"136,246"
Arches NP,ARCH,Intermountain ,UT,2011,10,"92,728"
Arches NP,ARCH,Intermountain ,UT,2011,11,"30,863"
Arches NP,ARCH,Intermountain ,UT,2011,12,"15,562"
Arches NP,ARCH,Intermountain ,UT,2012,1,"14,961"
Arches NP,ARCH,Intermountain ,UT,2012,2,"17,870"
Arches NP,ARCH,Intermountain ,UT,2012,3,"72,273"
Arches NP,ARCH,Intermountain ,UT,2012,4,"103,800"
Arches NP,ARCH,Intermountain ,UT,2012,5,"142,876"
Arches NP,ARCH,Intermountain ,UT,2012,6,"143,482"
Arches NP,ARCH,Intermountain ,UT,2012,7,"145,696"
Arches NP,ARCH,Intermountain ,UT,2012,8,"139,036"
Arches NP,ARCH,Intermountain ,UT,2012,9,"139,801"
Arches NP,ARCH,Intermountain ,UT,2012,10,"96,310"
Arches NP,ARCH,Intermountain ,UT,2012,11,"36,170"
Arches NP,ARCH,Intermountain ,UT,2012,12,"18,302"
Arches NP,ARCH,Intermountain ,UT,2013,1,"11,099"
Arches NP,ARCH,Intermountain ,UT,2013,2,"16,426"
Arches NP,ARCH,Intermountain ,UT,2013,3,"73,935"
Arches NP,ARCH,Intermountain ,UT,2013,4,"108,086"
Arches NP,ARCH,Intermountain ,UT,2013,5,"149,321"
Arches NP,ARCH,Intermountain ,UT,2013,6,"154,505"
Arches NP,ARCH,Intermountain ,UT,2013,7,"156,182"
Arches NP,ARCH,Intermountain ,UT,2013,8,"147,259"
Arches NP,ARCH,Intermountain ,UT,2013,9,"143,755"
Arches NP,ARCH,Intermountain ,UT,2013,10,"57,446"
Arches NP,ARCH,Intermountain ,UT,2013,11,"43,928"
Arches NP,ARCH,Intermountain ,UT,2013,12,"20,924"
Arches NP,ARCH,Intermountain ,UT,2014,1,"17,038"
Arches NP,ARCH,Intermountain ,UT,2014,2,"22,559"
Arches NP,ARCH,Intermountain ,UT,2014,3,"89,841"
Arches NP,ARCH,Intermountain ,UT,2014,4,"122,186"
Arches NP,ARCH,Intermountain ,UT,2014,5,"165,379"
Arches NP,ARCH,Intermountain ,UT,2014,6,"170,286"
Arches NP,ARCH,Intermountain ,UT,2014,7,"169,844"
Arches NP,ARCH,Intermountain ,UT,2014,8,"173,416"
Arches NP,ARCH,Intermountain ,UT,2014,9,"165,222"
Arches NP,ARCH,Intermountain ,UT,2014,10,"115,545"
Arches NP,ARCH,Intermountain ,UT,2014,11,"46,940"
Arches NP,ARCH,Intermountain ,UT,2014,12,"26,511"
Arches NP,ARCH,Intermountain ,UT,2015,1,"20,699"
Arches NP,ARCH,Intermountain ,UT,2015,2,"34,255"
Arches NP,ARCH,Intermountain ,UT,2015,3,"103,649"
Arches NP,ARCH,Intermountain ,UT,2015,4,"138,903"
